Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDE_M_R
344,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
346,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
347,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
348,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
350,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
351,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
352,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
353,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
354,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
355,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
356,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
357,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
358,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
359,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
360,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
362,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
363,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
364,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
365,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
366,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
367,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
368,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
370,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
371,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
372,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
373,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
374,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
375,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
376,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
377,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
378,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
379,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
380,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
382,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
383,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
385,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
386,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
387,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
388,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
389,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
390,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
392,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
394,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
401,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
402,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
403,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
404,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
405,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
406,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
407,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
409,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
411,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
412,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
413,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
414,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
415,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
416,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
419,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
421,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
422,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
423,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
425,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
426,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
427,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
428,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
429,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
430,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
431,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
433,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
435,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
436,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
437,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
438,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
439,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
441,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
442,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
443,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
444,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
445,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
446,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
447,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
448,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
449,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
450,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
451,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
452,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
453,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
454,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
455,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
456,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
457,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
461,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
463,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
465,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
466,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
467,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
468,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
469,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
471,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
472,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
474,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
475,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
477,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
478,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
479,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
480,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
482,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
483,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
484,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
486,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
487,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
488,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
489,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
491,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
492,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
493,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
494,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
495,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
496,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
497,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
499,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
500,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
502,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
503,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
504,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
505,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
506,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
507,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
508,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
509,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
510,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
512,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
513,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
515,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
516,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
518,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
521,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
522,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
523,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
526,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
527,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
528,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
529,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
530,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
531,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
533,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
535,Grassland,Forest,Water,Water,Water,NULL,NULL,NULL
536,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
537,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
539,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
540,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
541,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
542,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
543,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
544,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
545,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
546,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
548,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
549,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
551,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
552,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
553,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
556,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
557,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
558,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
560,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
561,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
562,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
563,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
564,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
566,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
567,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
568,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
569,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
570,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
571,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
572,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
573,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
575,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
576,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
577,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
578,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
579,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
580,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
581,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
582,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
583,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
584,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
585,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
586,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
588,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
589,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
593,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
594,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
595,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
596,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
597,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
598,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
599,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
601,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
602,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
604,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
605,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
608,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
610,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
611,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
612,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
613,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
614,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
615,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
617,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
618,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
619,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
620,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
621,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
623,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
625,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
626,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
628,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
629,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
630,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
632,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
633,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
634,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
635,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
636,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
637,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
638,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
639,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
641,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
642,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
643,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
645,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
646,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
648,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
650,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
651,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
652,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
653,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
654,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
655,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
656,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
657,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
658,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
659,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
660,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
661,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
662,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
663,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
664,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
666,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
667,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
668,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
669,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
670,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
671,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
673,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
674,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
677,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
678,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
679,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
680,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
681,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
682,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
683,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
