Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQK_M_R
6929,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
6930,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
6931,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6932,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
6933,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
6934,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
6935,Water,Wetland,Water,Water,Water,NULL,Grassland,Forest
6936,Water,Wetland,Water,Water,Water,NULL,Wetland,Water
6937,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
6938,Water,Wetland,Water,Water,Water,NULL,Water,Forest
6939,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
6940,Water,Wetland,Water,Water,Water,Wetland,Grassland,Forest
6941,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
6942,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
6943,Water,Wetland,Water,Water,Water,Wetland,Water,Water
6944,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
6945,Water,Wetland,Water,Water,Water,Water,NULL,Wetland
6946,Water,Wetland,Water,Water,Water,Water,Shrubland,Water
6947,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
6948,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
6949,Water,Wetland,Water,Water,Water,Water,Grassland,Water
6950,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
6951,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
6952,Water,Wetland,Water,Water,Water,Water,Wetland,Water
6953,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
6954,Water,Wetland,Water,Water,Water,Water,Water,Grassland
6955,Water,Wetland,Water,Water,Water,Water,Water,Wetland
6956,Water,Wetland,Water,Water,Water,Water,Water,Water
6957,Water,Wetland,Water,Water,Water,Water,Water,Forest
6958,Water,Wetland,Water,Water,Water,Forest,NULL,Water
6959,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6960,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6961,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6962,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6963,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6964,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6965,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6966,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6967,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6968,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6969,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6970,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6971,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6972,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6973,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6974,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6975,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6976,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6977,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6978,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
6979,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
6980,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
6981,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6982,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6983,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6984,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6985,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6986,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
6987,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6988,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
6989,Water,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6990,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6991,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Water
6992,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6993,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6994,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6995,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6996,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6997,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6998,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6999,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7000,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
7001,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
7002,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
7003,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7004,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7005,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7006,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
7007,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
7008,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
7009,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
7010,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
7011,Water,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Forest
7012,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
7013,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
7014,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
7015,Water,Bareland,Wetland,NULL,Wetland,Water,Forest,Grassland
7016,Water,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
7017,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
7018,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
7019,Water,Bareland,Wetland,Water,Wetland,Water,Forest,Grassland
7020,Water,Bareland,Water,Water,Water,Water,Water,Water
7021,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7022,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
7023,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7024,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7025,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7026,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7027,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7028,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7029,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7030,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7031,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7032,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7033,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7034,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7035,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7036,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
7037,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7038,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7039,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
7040,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7041,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
7042,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7043,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
7044,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7045,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7046,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7047,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
7048,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7049,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7050,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7051,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7052,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
7053,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7054,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7055,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7056,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
7057,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
7058,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7059,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7060,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
7061,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
7062,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
7063,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7064,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
7065,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7066,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7067,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7068,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7069,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7070,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
7071,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
7072,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
7073,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
7074,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
7075,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7076,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
7077,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7078,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7079,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7080,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7081,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7082,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
7083,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
7084,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
7085,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7086,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7087,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7088,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7089,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
7090,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7091,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7092,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7093,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7094,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
7095,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7096,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7097,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7098,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7099,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7100,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
7101,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7102,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7103,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7104,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7105,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
7106,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7107,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7108,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7109,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7110,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7111,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7112,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7113,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7114,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7115,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7116,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
7117,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7118,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7119,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7120,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7121,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7122,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7123,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7124,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7125,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7126,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7127,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7128,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7129,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
7130,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7131,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7132,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7133,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7134,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7135,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7136,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7137,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
7138,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7139,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
7140,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7141,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7142,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7143,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7144,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
7145,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7146,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7147,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7148,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7149,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7150,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7151,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7152,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7153,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7154,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7155,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
7156,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7157,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7158,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7159,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
7160,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
7161,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7162,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Built-up
7163,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7164,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
7165,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7166,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
7167,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
7168,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Forest
7169,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7170,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
7171,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
7172,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7173,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
7174,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7175,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
7176,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7177,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7178,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
7179,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
7180,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7181,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
7182,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
7183,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7184,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
7185,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7186,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7187,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
7188,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7189,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7190,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7191,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7192,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7193,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
7194,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7195,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7196,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7197,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
7198,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7199,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
7200,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7201,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7202,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
7203,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7204,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7205,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7206,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
7207,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7208,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
7209,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
7210,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
7211,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
7212,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7213,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7214,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7215,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
7216,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7217,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7218,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7219,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7220,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
7221,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
7222,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
7223,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
7224,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7225,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7226,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
7227,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
7228,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
7229,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Cropland
7230,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
7231,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
7232,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7233,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
7234,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
7235,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7236,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
7237,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
7238,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
7239,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
7240,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7241,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7242,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7243,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7244,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
7245,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7246,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Water
7247,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7248,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
7249,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7250,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7251,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7252,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7253,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7254,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
7255,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7256,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7257,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
7258,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
7259,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
7260,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
7261,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
7262,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
7263,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7264,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
7265,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
7266,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
7267,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
7268,Water,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
7269,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
7270,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
7271,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
7272,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
7273,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
7274,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
7275,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
7276,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
7277,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
7278,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
7279,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
7280,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
7281,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
7282,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
7283,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7284,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
