Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHR_M_R
5058,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5059,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5060,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5061,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5062,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5063,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5064,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5065,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5066,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5067,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5068,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5069,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5070,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5071,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5072,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5073,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5074,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5075,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5076,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5077,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5078,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5079,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
5080,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5081,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5082,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5083,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5084,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5085,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5086,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5087,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
5088,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5089,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5090,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5091,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5092,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5093,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5094,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5095,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5096,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5097,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5098,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5099,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5100,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5101,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5102,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5103,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5104,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5105,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5106,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5107,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5108,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5109,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5110,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5111,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5112,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5113,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5114,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
5115,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5116,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5117,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5118,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5119,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5120,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5121,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5122,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5123,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5124,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5125,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5126,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5127,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5128,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5129,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5130,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5131,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5132,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5133,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5134,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5135,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5136,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5137,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5138,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5139,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5140,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5141,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5142,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5143,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5144,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5145,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5146,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5147,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5148,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5149,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5150,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5151,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5152,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5153,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5154,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5155,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5156,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5157,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
5158,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5159,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5160,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5161,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5162,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5163,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5164,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5165,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
5166,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5167,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5168,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5169,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5170,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5171,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5172,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5173,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5174,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
5175,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5176,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5177,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5178,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5179,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5180,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5181,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5182,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5183,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5184,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5185,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5186,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5187,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5188,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5189,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5190,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5191,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5192,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5193,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5194,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5195,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5196,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5197,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5198,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5199,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5200,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5201,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5202,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5203,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5204,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5205,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5206,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5207,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5208,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5209,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5210,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5211,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5212,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
5213,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
5214,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5215,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5216,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5217,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5218,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5219,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5220,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5221,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5222,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5223,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
5224,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5225,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5226,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5227,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5228,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5229,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5230,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5231,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5232,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5233,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5234,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5235,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5236,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5237,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5238,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5239,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5240,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5241,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5242,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
5243,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5244,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5245,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5246,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5247,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5248,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5249,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5250,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5251,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5252,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5253,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5254,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5255,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5256,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5257,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5258,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
5259,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5260,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5261,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5262,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5263,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5264,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5265,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5266,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5267,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5268,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
5269,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5270,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5271,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5272,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5273,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
5274,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5275,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5276,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5277,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5278,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
5279,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5280,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
5281,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5282,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5283,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5284,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5285,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5286,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5287,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5288,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5289,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5290,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5291,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5292,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5293,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5294,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5295,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5296,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5297,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5298,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5299,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5300,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5301,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
5302,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5303,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5304,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5305,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5306,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5307,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
5308,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5309,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
5310,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5311,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5312,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5313,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5314,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5315,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5316,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5317,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5318,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5319,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5320,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5321,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5322,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5323,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5324,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5325,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5326,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5327,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5328,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5329,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5330,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5331,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5332,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5333,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5334,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
5335,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5336,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5337,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5338,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5339,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
5340,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5341,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5342,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5343,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5344,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5345,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5346,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5347,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5348,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5349,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5350,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5351,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5352,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5353,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5354,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5355,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5356,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5357,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5358,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5359,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5360,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5361,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5362,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5363,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
5364,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5365,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5366,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5367,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5368,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5369,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5370,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5371,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5372,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
