Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUN_M_R
1132,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1133,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1134,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1135,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1136,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1137,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1138,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1139,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1140,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1141,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1142,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1143,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1144,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1145,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1146,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1147,NULL,Forest,Water,NULL,Water,Water,Forest,Forest
1148,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1149,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1150,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1151,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1152,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1153,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1154,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1155,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1156,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1157,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1158,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1159,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1160,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1161,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1162,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1163,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1164,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1165,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1166,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1167,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1168,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1169,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1170,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1171,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1172,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1173,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1174,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1175,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1176,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1177,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1178,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1179,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1180,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1181,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1182,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1183,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1184,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1185,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1186,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1187,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1188,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1189,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1190,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1191,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1192,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1193,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1194,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1195,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1196,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1197,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1198,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1199,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1200,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1201,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1202,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1203,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1204,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1205,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1206,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1207,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1208,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1209,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1210,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1211,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1212,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1213,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1214,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1215,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1216,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1217,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1218,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1219,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1220,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1221,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1255,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1256,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1257,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
1258,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1259,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1260,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1261,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1262,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1263,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1264,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1265,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1266,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1267,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1268,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1269,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1270,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1271,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1272,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1273,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1274,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1275,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1276,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1277,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1278,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1279,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1280,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1281,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1282,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1283,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1284,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1285,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1286,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1287,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1288,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1289,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1290,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1291,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1292,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1293,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1294,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1295,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1296,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1297,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1298,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1299,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1300,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1301,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1302,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1303,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1304,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1305,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1306,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1307,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1308,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1309,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1310,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1311,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1312,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1313,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1314,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1315,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1316,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1317,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1318,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1319,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1320,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1321,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1322,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1323,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1324,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1325,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1326,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1327,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1328,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1329,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1330,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1331,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1332,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1333,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1334,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1335,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1336,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1337,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1338,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1339,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1340,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
1341,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1342,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1343,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1344,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
1345,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1346,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1347,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
1348,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1349,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1350,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1351,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
1352,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1353,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1354,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1355,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1356,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1357,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1358,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1359,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1360,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1361,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1362,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1363,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1364,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1365,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1366,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1367,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1368,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1369,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1370,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1371,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1372,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1373,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1374,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1375,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1376,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1377,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1378,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1379,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1380,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1381,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1382,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1383,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1384,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1385,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1386,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1387,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
1388,Grassland,NULL,Water,Water,Water,Water,Water,Water
1389,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1390,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1391,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1392,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1393,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1394,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1395,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1396,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1397,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1398,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1399,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1400,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1401,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1402,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1403,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1404,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1405,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1406,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1407,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1408,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1409,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1410,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1411,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1412,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1413,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1414,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1415,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1416,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1417,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1418,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1419,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1420,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1421,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1422,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1423,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1424,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1425,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1426,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1427,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1428,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1429,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1430,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1431,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1432,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1433,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1434,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1435,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1436,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1437,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1438,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1439,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1440,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1441,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1442,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1443,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1444,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1445,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1446,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1447,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1448,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
