Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXR_M_R
1926,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1927,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1928,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1929,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1930,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1931,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1932,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1933,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1934,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1935,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1936,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1937,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1938,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1939,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1940,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1941,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
1942,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1943,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1944,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
1945,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
1946,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1947,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1948,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1949,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1950,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1951,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1952,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1953,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1954,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1955,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1956,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1957,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1958,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1959,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1960,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1961,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1962,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1963,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1964,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1965,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1966,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1967,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1968,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1969,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1970,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1971,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1972,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
1973,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1974,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1975,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1976,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1977,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1978,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1979,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1980,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1981,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1982,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1983,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1984,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1985,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1986,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1987,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1988,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1989,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1990,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1991,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1992,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1993,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1994,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1995,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1996,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1997,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1998,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1999,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2000,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2001,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2002,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2003,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
2004,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2005,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2006,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2007,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2008,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2009,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2010,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2011,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2012,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2013,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2014,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2015,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2016,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2017,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2018,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2019,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2020,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2021,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2022,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2023,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2024,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2025,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2026,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2027,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2028,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
2029,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
2030,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2031,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2032,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2033,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2034,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2035,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2036,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2037,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2038,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2039,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2040,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2041,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2042,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2043,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2044,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2045,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2046,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2047,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2048,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2049,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2050,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2051,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2052,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2053,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2054,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2055,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2056,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2057,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2058,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2059,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2060,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2061,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2062,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
2063,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2064,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2065,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
2066,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2067,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2068,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2069,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2070,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2071,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2072,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2073,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
2074,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2075,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2076,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2077,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2078,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2079,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2080,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2081,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2082,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2083,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2084,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2085,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2086,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2087,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2088,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
2089,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2090,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2091,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
2092,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2093,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2094,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2095,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2096,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2097,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2098,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2099,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
2100,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
2101,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2102,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2103,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2104,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2105,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2106,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2107,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2108,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2109,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2110,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2111,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2112,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2113,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2114,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
2115,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2116,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2117,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
2118,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
2119,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
2120,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2121,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2122,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2123,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2124,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2125,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2126,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2127,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2128,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2129,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2130,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
2131,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
2132,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2133,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2134,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2135,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2136,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2137,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2138,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2139,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2140,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2141,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2142,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2143,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2144,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2145,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2146,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2147,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2148,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2149,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2150,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2151,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
2152,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
2153,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
2154,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2155,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2156,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2157,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
2158,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2159,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2160,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2161,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2162,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2163,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2164,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2165,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2166,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2167,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2168,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2169,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2170,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2171,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2172,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2173,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2174,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2175,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2176,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2177,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2178,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2179,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2180,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2181,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2182,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2183,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2184,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2185,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2186,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2187,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2188,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2189,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2190,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2191,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2192,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2193,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2194,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2195,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2196,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2197,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2198,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
2199,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2200,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2201,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2202,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
2203,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2204,Grassland,NULL,Water,NULL,Water,Water,Grassland,Water
2205,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
2206,Grassland,NULL,Water,Water,Water,NULL,Wetland,Wetland
2207,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2208,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2209,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
2210,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2211,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2212,Grassland,NULL,Water,Water,Water,Bareland,NULL,Grassland
2213,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
2214,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
2215,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
2216,Grassland,NULL,Water,Water,Water,Water,Water,Water
2217,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2218,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2219,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2220,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2221,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2222,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2223,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2224,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2225,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2226,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2227,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2228,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2229,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2230,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2231,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2232,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2233,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2234,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2235,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2236,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2237,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2238,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2239,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2240,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2241,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2242,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2243,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2244,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2245,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2246,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2247,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2248,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2249,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2250,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2251,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2252,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
