Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWG_M_R
1040,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
1041,NULL,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
1042,NULL,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
1043,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
1044,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Forest
1045,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1046,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1047,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
1048,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Water
1049,NULL,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
1050,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
1051,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
1052,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
1053,NULL,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
1054,NULL,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
1055,NULL,Cropland,Water,NULL,Water,Cropland,Built-up,Grassland
1056,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
1057,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Wetland
1058,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Forest
1059,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1060,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1061,NULL,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
1062,NULL,Cropland,Water,NULL,Water,Bareland,Wetland,Water
1063,NULL,Cropland,Water,NULL,Water,Bareland,Built-up,Grassland
1064,NULL,Cropland,Water,NULL,Water,Water,NULL,Water
1065,NULL,Cropland,Water,NULL,Water,Water,Grassland,Forest
1066,NULL,Cropland,Water,NULL,Water,Water,Water,Grassland
1067,NULL,Cropland,Water,Water,Water,Grassland,NULL,Grassland
1068,NULL,Cropland,Water,Water,Water,Grassland,Forest,Grassland
1069,NULL,Cropland,Water,Water,Water,Water,NULL,Grassland
1070,NULL,Cropland,Water,Water,Water,Water,NULL,Water
1071,NULL,Cropland,Water,Water,Water,Water,Water,Grassland
1072,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1073,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1074,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1075,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1076,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1077,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1078,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1079,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1080,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1081,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1082,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1083,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1084,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1085,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1086,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1087,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1088,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1089,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1090,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1091,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1092,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1093,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1094,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1095,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1096,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1097,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1098,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1099,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1100,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1101,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1102,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1103,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1104,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1105,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1106,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1107,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1108,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1109,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1110,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1111,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1112,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1113,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
1114,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1115,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1116,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1117,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1118,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1119,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1120,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1121,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1122,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1123,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1124,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1125,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1126,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1127,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1128,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1129,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1130,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1131,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1132,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1133,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1134,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1135,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1136,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1137,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1138,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1139,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
1140,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1141,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1142,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1143,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1144,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1145,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
1146,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1147,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1148,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1149,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1150,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1151,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1152,NULL,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
1153,NULL,Cropland,Forest,Water,Non_Wetland,Water,Water,Forest
1154,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1155,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1156,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1157,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1158,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1159,NULL,Wetland,Water,NULL,Water,Water,Wetland,Forest
1160,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1161,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1162,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1163,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1164,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1165,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1166,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1167,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1168,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1169,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1170,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1171,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1172,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1173,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1174,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1175,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1176,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1177,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1178,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1179,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1180,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1181,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1182,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1183,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
1184,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1185,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1186,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1187,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1188,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1189,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1190,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1191,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1192,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1193,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1194,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1195,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1196,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1197,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1198,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1199,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1200,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1201,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1202,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1203,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1204,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1205,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
1206,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1207,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1208,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1209,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1210,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1211,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1212,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1213,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1214,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1215,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1216,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1217,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1218,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1219,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1220,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1221,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1222,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1223,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1224,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1225,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1226,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1227,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1228,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1229,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1230,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1231,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1232,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
1233,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
1234,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1235,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
1236,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1237,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1238,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1239,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1240,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1241,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1242,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1243,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1244,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1245,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1246,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1247,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1248,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1249,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1250,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1251,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1252,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1253,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1254,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1255,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1256,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1257,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1258,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1259,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1260,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1261,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1262,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1263,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1264,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1265,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1266,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1267,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1268,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1269,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1270,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1271,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1272,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1273,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1274,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1275,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1276,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1277,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1278,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1279,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1280,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1281,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1282,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1283,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1284,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1285,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1286,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1287,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1298,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1299,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
1300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1333,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
1334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
1336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
