Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNF_M_R
2363,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2364,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2365,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2366,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2367,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2368,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2369,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2370,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2371,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2372,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2373,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2374,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2375,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2376,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2377,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2378,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2379,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2380,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2381,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2382,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2383,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2384,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2385,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2386,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2387,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2388,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2389,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2390,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2391,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2392,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2393,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2394,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2395,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2396,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2397,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2398,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2399,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2400,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2401,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2402,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2403,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2404,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2405,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2406,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2407,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2408,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2409,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2410,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2411,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2412,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2413,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2414,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2415,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2416,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2417,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2418,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2419,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2420,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2421,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2422,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2423,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2424,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2425,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2426,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2427,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2428,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2429,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2430,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2431,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2432,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2433,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2434,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2435,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2436,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2437,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2438,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2439,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2440,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2441,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2442,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2443,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2444,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2445,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2446,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2447,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2448,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2449,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2450,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2451,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2452,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2453,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2454,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2455,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2456,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2457,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2458,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
2459,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2460,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
2461,Bareland,Water,Water,NULL,Water,NULL,NULL,Wetland
2462,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2463,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2464,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2465,Bareland,Water,Water,Non_Water,Water,NULL,NULL,NULL
2466,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2467,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2468,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2469,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2470,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2471,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2472,Bareland,Water,Water,Water,Water,NULL,NULL,NULL
2473,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2474,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2475,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2476,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2477,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2478,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2479,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2480,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2481,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2482,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2483,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2484,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2485,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2486,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2487,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2488,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2489,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2490,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2491,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2492,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2493,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2494,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2495,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2496,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2497,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2498,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2499,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2500,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2501,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2502,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2503,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2504,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2505,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2506,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2507,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2508,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2509,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2510,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2511,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2512,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2513,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2514,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2515,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2516,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2517,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2518,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2519,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2520,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2521,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2522,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2523,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2524,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2525,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2526,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2527,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2528,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2529,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2530,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2531,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2532,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2533,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2534,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2535,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2536,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2537,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2538,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2539,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2540,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2541,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2542,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2543,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2544,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2545,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2546,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2547,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2548,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2549,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2550,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2551,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2552,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2553,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2554,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2555,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2556,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2557,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2558,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2559,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2560,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2561,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2562,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2563,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2564,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2565,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2566,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2567,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2568,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2569,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2570,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2571,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2572,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2573,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2574,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2575,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2576,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2577,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2578,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2579,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2580,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2581,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2582,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2583,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2584,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2585,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2586,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2587,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2588,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2589,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2590,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2591,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2592,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2593,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2594,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2595,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2596,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2597,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2598,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2599,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2600,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2601,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2602,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2603,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2604,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2605,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2606,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
2607,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
2608,Bareland,Forest,Water,NULL,Water,NULL,NULL,Cropland
2609,Bareland,Forest,Water,NULL,Water,NULL,NULL,Wetland
2610,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
2611,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
2612,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2613,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2614,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2615,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2616,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2617,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2618,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2619,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2620,Bareland,Forest,Water,Water,Water,NULL,NULL,NULL
2621,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
2622,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2623,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
2624,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2625,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2626,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2627,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2628,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2629,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2630,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2631,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2632,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2633,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2634,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2635,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2636,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2637,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2638,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
2639,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2640,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2641,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2642,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2643,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2644,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2645,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2646,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2647,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2648,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2649,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2650,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2651,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2652,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2653,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2654,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2655,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2656,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2657,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2658,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2659,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2660,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2661,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2662,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2663,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2664,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2665,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2666,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2667,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2668,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2669,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2670,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2671,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2672,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2673,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2674,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2675,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2676,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2677,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2678,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2679,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2680,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2681,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2682,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2683,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2684,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2685,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2686,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2687,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2688,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2689,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2690,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2691,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2692,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2693,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2694,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2695,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2696,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2697,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2698,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2699,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2700,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2701,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2702,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
