Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRT_M_R
7639,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7640,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7641,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7642,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7643,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7644,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7645,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7646,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7647,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7648,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7649,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7650,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7651,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7652,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7653,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7654,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7655,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
7656,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7657,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
7658,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
7659,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
7660,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
7661,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7662,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
7663,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7664,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7665,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7666,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7667,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7668,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7669,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7670,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7671,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7672,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
7673,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
7674,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
7675,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
7676,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
7677,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7678,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7679,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7680,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7681,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7682,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7683,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7684,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7685,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
7686,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7687,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
7688,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
7689,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7690,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
7691,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7692,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7693,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
7694,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7695,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7696,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7697,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
7698,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7699,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
7700,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
7701,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7702,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7703,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7704,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7705,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
7706,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7707,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
7708,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7709,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7710,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7711,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
7712,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7713,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
7714,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7715,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7716,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7717,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7718,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
7719,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7720,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7721,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
7722,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
7723,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
7724,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7725,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
7726,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7727,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7728,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7729,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
7730,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
7731,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
7732,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
7733,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7734,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
7735,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
7736,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
7737,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7738,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7739,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
7740,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7741,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
7742,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
7743,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
7744,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
7745,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
7746,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7747,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
7748,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7749,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7750,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7751,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7752,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
7753,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
7754,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
7755,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7756,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
7757,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7758,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7759,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
7760,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
7761,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
7762,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7763,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7764,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
7765,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
7766,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7767,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
7768,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7769,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7770,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7771,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7772,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7773,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7774,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7775,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7776,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
7777,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7778,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7779,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
7780,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7781,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7782,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
7783,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7784,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7785,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7786,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
7787,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7788,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7789,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7790,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7791,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7792,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7793,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7794,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7795,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7796,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7797,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7798,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7799,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7800,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7801,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7802,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7803,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7804,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7805,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7806,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7807,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7808,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7809,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7810,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7811,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7812,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7813,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7814,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
7815,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7816,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
7817,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
7818,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
7819,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7820,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7821,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
7822,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7823,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7824,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7825,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7826,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7827,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7828,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
7829,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
7830,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
7831,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
7832,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7833,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7834,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7835,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Built-up
7836,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7837,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7838,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
7839,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7840,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7841,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
7842,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7843,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7844,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
7845,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7846,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7847,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
7848,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7849,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7850,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7851,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7852,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7853,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7854,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7855,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7856,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
7857,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7858,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7859,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7860,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7861,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
7862,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7863,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7864,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
7865,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
7866,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7867,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7868,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7869,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7870,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
7871,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7872,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7873,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
7874,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7875,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
7876,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7877,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7878,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
7879,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
7880,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7881,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
7882,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
7883,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7884,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7885,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
7886,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
7887,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7888,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
7889,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
7890,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7891,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7892,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7893,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
7894,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7895,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
7896,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7897,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
7898,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
7899,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
7900,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
7901,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
7902,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
7903,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
7904,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7905,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7906,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7907,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
7908,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
7909,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
7910,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Water
7911,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
7912,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7913,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7914,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
7915,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
7916,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7917,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7918,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7919,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
7920,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
7921,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
7922,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
7923,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7924,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7925,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7926,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
7927,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7928,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
7929,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
7930,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7931,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
7932,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7933,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7934,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7935,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
7936,Water,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
7937,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
7938,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
7939,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
7940,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
7941,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7942,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
7943,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
7944,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
7945,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
7946,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7947,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
7948,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
7949,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
7950,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
7951,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
7952,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
7953,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
7954,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7955,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
7956,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7957,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7958,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
7959,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7960,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7961,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
7962,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7963,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
7964,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
7965,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7966,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7967,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7968,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
7969,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7970,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
7971,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
7972,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7973,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
7974,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
7975,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
7976,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
7977,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
7978,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
7979,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7980,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7981,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
7982,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
7983,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7984,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7985,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7986,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7987,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7988,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7989,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7990,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
7991,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7992,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
7993,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Built-up,Water
7994,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7995,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7996,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
7997,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
7998,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
7999,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
