Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMF_M_R
5264,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5265,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5266,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5267,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5268,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5269,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5270,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5271,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5272,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5273,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5274,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5275,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5276,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5277,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5278,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5279,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5280,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5281,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5282,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5283,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5284,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5285,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5286,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5287,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5288,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5289,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5290,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5291,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5292,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5293,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5294,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5295,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5296,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5297,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5298,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5299,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5300,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5301,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5302,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5303,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5304,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5305,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5306,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5307,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5308,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
5309,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5310,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5311,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5312,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5313,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5314,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5315,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5316,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5317,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5318,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5319,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5320,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5321,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5322,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5323,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5324,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5325,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5326,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5327,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5328,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5329,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5330,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5331,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5332,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5333,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5334,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
5335,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5336,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5337,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5338,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5339,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5340,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5341,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5342,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5343,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5344,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5345,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5346,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5347,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5348,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5349,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5350,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5351,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5352,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5353,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5354,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
5355,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5356,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5357,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5358,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5359,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5360,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5361,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5362,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5363,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5364,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5365,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5366,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5367,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5368,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5369,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5370,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5371,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5372,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5373,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5374,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5375,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5376,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5377,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5378,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5379,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5380,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5381,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5382,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5383,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5384,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5385,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5386,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5387,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5388,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5389,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5390,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5391,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5392,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5393,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5394,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5395,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5396,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
5397,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
5398,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
5399,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
5400,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5401,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
5402,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5403,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5404,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5405,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5406,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5407,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5408,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
5409,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5410,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5411,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5412,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
5413,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5414,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5415,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5416,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
5417,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
5418,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
5419,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
5420,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5421,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5422,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
5423,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
5424,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5425,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
5426,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
5427,Wetland,NULL,Water,Non_Water,Water,Bareland,Shrubland,NULL
5428,Wetland,NULL,Water,Non_Water,Water,Bareland,Shrubland,Wetland
5429,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
5430,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
5431,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
5432,Wetland,NULL,Water,Water,Water,Bareland,Shrubland,Water
5433,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
5434,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
5435,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
5436,Wetland,NULL,Water,Water,Water,Water,Water,Water
5437,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5438,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5439,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5440,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5441,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
5442,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5443,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
5444,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5445,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5446,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5447,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5448,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5449,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5450,Wetland,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
5451,Wetland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
5452,Wetland,Cropland,Water,NULL,Water,Bareland,Water,NULL
5453,Wetland,Cropland,Water,Non_Water,Water,Wetland,Water,Water
5454,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5455,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5456,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5457,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5458,Wetland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Water
5459,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5460,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
5461,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
5462,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5463,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5464,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5465,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
5466,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5467,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
5468,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
5469,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
5470,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
5471,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5472,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5473,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5474,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5475,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
5476,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
5477,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5478,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5479,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
5480,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5481,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5482,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5483,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5484,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
5485,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
5486,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5487,Wetland,Water,Water,NULL,Water,Water,Wetland,Wetland
5488,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
5489,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
5490,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
5491,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
5492,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5493,Wetland,Water,Water,Water,Water,Wetland,Water,Water
5494,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
5495,Wetland,Water,Water,Water,Water,Bareland,Water,Water
5496,Wetland,Water,Water,Water,Water,Water,Water,Wetland
5497,Wetland,Water,Water,Water,Water,Water,Water,Water
5498,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5499,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5500,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
5501,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5502,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5503,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5504,Wetland,Forest,Water,NULL,Water,Wetland,Water,Wetland
5505,Wetland,Forest,Water,Non_Water,Water,Bareland,Water,Wetland
5506,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
5507,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
5508,Wetland,Forest,Water,Water,Water,Wetland,Water,Forest
5509,Wetland,Forest,Water,Water,Water,Bareland,Water,Wetland
5510,Wetland,Forest,Water,Water,Water,Bareland,Water,Forest
5511,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
5512,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5513,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5514,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5515,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5516,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5517,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5518,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5519,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5520,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5521,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5522,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5523,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5524,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5525,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5526,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
5527,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
5528,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5529,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5530,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5531,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5532,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5533,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5534,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5535,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5536,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5537,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5538,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5539,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5540,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5541,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
5542,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5543,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5544,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5545,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5546,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5547,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5548,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5549,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5550,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5551,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5552,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5553,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5554,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5555,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5556,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5557,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5558,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5559,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5560,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5561,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5562,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5563,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5564,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5565,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5566,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5567,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5568,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5569,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5570,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5571,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5572,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5573,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5574,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
5575,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5576,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5577,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5578,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
5579,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5580,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5581,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5582,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5583,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5584,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5585,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5586,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5587,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5588,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5589,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5590,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5591,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
