Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRH_M_R
4942,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4943,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4944,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4945,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
4946,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4947,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
4948,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4949,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4950,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
4951,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4952,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4953,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4954,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4955,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4956,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4957,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4958,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
4959,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
4960,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4961,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4962,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4963,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4964,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4965,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4966,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4967,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4968,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4969,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4970,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4971,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4972,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4973,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4974,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4975,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4976,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4977,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4978,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
4979,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
4980,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4981,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
4982,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
4983,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4984,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4985,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4986,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4987,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4988,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4989,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
4990,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4991,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4992,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4993,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4994,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4995,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4996,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4997,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
4998,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
4999,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5000,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5001,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5002,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5003,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5004,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5005,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5006,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5007,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5008,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5009,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
5010,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5011,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
5012,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
5013,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5014,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5015,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5016,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5017,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5018,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5019,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5020,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5021,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5022,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5023,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
5024,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5025,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5026,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5027,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5028,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
5029,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5030,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5031,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
5032,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5033,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5034,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5035,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5036,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
5037,Cropland,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
5038,Cropland,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Wetland
5039,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5040,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5041,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5042,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5043,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5044,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5045,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5046,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5047,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5048,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5049,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5050,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5051,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
5052,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5053,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5054,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5055,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
5056,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5057,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5058,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5059,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5060,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5061,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5062,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5063,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5064,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5065,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5066,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5067,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5068,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
5069,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5070,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5071,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5072,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5073,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5074,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5075,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
5076,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5077,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5078,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
5079,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5080,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5081,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
5082,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5083,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5084,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5085,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5086,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
5087,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5088,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5089,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5090,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5091,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5092,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5093,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
5094,Cropland,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Wetland
5095,Cropland,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Wetland
5096,Cropland,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
5097,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5098,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5099,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5100,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5101,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5102,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5103,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5104,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
5105,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
5106,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5107,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5108,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
5109,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5110,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5111,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5112,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
5113,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
5114,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5115,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
5116,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5117,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5118,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5119,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5120,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5121,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5122,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5123,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5124,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
5125,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5126,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5127,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5128,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5129,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5130,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
5131,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5132,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5133,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5134,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5135,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
5136,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
5137,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5138,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5139,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
5140,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5141,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5142,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5143,Cropland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Wetland
5144,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5145,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5146,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5147,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5148,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5149,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5150,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
5151,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
5152,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5153,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5154,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5155,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
5156,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5157,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5158,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
5159,Cropland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5160,Cropland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5161,Cropland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
5162,Cropland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5163,Cropland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5164,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5165,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
5166,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5167,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5168,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5169,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5170,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5171,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5172,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5173,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5174,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5175,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5176,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5177,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5178,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
5179,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5180,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5181,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5182,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5183,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5184,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5185,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5186,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5187,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5188,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5189,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5190,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5191,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5192,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5193,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5194,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5195,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5196,Cropland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5197,Cropland,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5198,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5199,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5200,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5201,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5202,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5203,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5204,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5205,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5206,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5207,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5208,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5209,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5210,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
5211,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5212,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
5213,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5214,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5215,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5216,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5217,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5218,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5219,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5220,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5221,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5222,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5223,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5224,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5225,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5226,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5227,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5228,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5229,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5230,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5231,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5232,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5233,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5234,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5235,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5236,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5237,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5238,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5239,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
5240,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5241,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5242,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5243,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5244,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5245,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5246,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5247,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5248,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5249,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5250,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5251,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5252,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
