Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPK_M_R
695,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
696,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
697,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
698,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
699,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
700,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
701,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
702,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
703,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
704,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
705,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
706,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
707,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
708,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
709,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
710,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Forest
711,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
712,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
713,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
714,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
715,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
716,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
717,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
718,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Wetland
719,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
720,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
721,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
722,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
724,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
725,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
726,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
727,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
728,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
729,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
730,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
731,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
732,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
733,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
734,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
735,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
736,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
738,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
739,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
740,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
741,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
742,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
743,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
744,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
745,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
746,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
747,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
748,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
749,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
751,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
752,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
753,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
754,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
755,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
756,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
757,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
758,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
759,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
760,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
761,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
762,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
764,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
765,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
766,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
767,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
768,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
769,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
770,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
771,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
772,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
773,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
774,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
775,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
776,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
777,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
778,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
779,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
780,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
781,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
782,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
783,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
784,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
785,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
786,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
787,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
788,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
789,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
790,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
791,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
792,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
793,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
794,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
795,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
796,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
797,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
798,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
799,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
800,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
801,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
802,Forest,NULL,Water,Water,Water,NULL,NULL,Water
803,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
804,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
805,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
806,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
807,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
808,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
809,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
810,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
811,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
812,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
813,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
815,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
816,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
817,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
818,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
819,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
820,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
821,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
822,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
823,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
824,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
825,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
826,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
827,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
828,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
829,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
830,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
832,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
833,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
834,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
835,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
836,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
837,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
839,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
841,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
842,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
844,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
845,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
847,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
848,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
849,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
850,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
852,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
853,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
854,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
855,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
856,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
857,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
858,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
859,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
860,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
861,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
862,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
863,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
864,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
865,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
866,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
868,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
869,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
870,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
871,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
872,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
873,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
874,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
875,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
876,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
877,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
878,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
879,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
880,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
881,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
882,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
883,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
884,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
885,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
886,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
887,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
888,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
889,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
890,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
891,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
892,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
893,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
894,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
895,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
896,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
897,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
898,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
899,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
900,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
901,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
903,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
905,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
906,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
907,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
908,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
909,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
910,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
911,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
912,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
913,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
914,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
915,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
916,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
917,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
919,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
920,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
921,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
923,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
924,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
925,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
926,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
927,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
928,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
929,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
930,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
931,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
932,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
933,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
934,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
935,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
936,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
937,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
938,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
939,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
940,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
941,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
942,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
943,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
944,Forest,Water,Water,NULL,Water,NULL,NULL,Water
945,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
946,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
947,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
948,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
949,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
950,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
951,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
952,Forest,Water,Water,Water,Water,NULL,NULL,Water
953,Forest,Water,Water,Water,Water,NULL,NULL,Forest
954,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
955,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
956,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
957,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
958,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
959,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
960,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
961,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
962,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
964,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
965,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
966,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
967,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
968,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
969,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
970,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
971,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
972,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
973,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
974,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
975,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
977,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
978,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
979,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
980,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
982,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
983,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
984,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
985,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
986,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
987,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
988,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
989,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
990,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
991,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
992,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
993,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
994,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
995,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
997,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
999,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1000,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1002,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1003,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1004,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1006,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1007,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1008,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1009,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1010,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1011,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1012,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1013,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1014,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1015,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1016,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1017,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1018,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1019,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1020,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1021,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1022,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1024,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1026,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1028,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1030,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1031,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1032,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1033,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1034,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1037,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1038,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1039,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1040,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1041,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1042,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1043,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
