Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCF_M_R
5421,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5422,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5423,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5424,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5425,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5426,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5427,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5428,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5429,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5430,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5431,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5432,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5433,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5434,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5435,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5436,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5437,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5438,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5439,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
5440,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5441,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5442,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5443,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5444,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5445,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5446,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5447,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5448,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5449,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5450,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5451,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5452,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5453,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5454,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5455,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5456,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
5457,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5458,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5459,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5460,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5461,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5462,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5463,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5464,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5465,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5466,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5467,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5468,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5469,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5470,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5471,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5472,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5473,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5474,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5475,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5476,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
5477,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5478,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
5480,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5481,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5482,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5483,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
5484,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5485,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5486,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5487,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
5488,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5489,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5490,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5491,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
5492,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5493,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
5494,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5495,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5496,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5497,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
5498,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5499,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
5500,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5501,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
5502,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5503,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
5504,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5505,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5506,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
5507,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
5508,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5509,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5510,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5511,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5512,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5513,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5514,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5515,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5516,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5517,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5518,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5519,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5520,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5521,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5522,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5523,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5524,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5525,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5526,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5527,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
5528,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5529,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
5530,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
5531,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5532,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5533,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5534,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5535,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5536,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5537,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5538,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5539,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5540,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
5541,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5542,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
5543,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5544,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5545,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5546,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5547,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5548,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
5549,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5550,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5551,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5552,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5553,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5554,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5555,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5556,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5557,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5558,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5559,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5560,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5561,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5562,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5563,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5564,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5565,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
5566,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5567,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5568,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5569,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5570,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5571,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
5572,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
5573,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5574,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5575,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
5576,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5577,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
5578,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5579,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5580,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
5581,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5582,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
5583,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5584,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
5585,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5586,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5587,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5588,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
5589,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5590,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5591,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5592,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5593,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5594,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
5595,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5596,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5597,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5598,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5599,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5600,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5601,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5602,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
5603,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5604,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5605,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
5606,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5607,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
5608,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
5609,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5610,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5611,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5612,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5613,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5614,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5615,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
5616,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5617,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5618,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
5619,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5620,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
5621,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
5622,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5623,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
5624,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5625,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
5626,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
5627,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
5628,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Water
5629,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
5630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5633,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5634,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
5635,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5636,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
5637,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5638,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5639,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5640,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5641,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5642,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5643,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
5644,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5645,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5646,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5647,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5648,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
5649,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5650,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
5651,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5652,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5653,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5654,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5655,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5656,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5657,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
5658,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
5659,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
5660,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
5661,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5662,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5663,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
5664,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
5665,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
5666,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5667,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5668,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5669,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5670,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5671,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5672,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5673,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5674,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5675,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
5676,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5677,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5678,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5679,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5680,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5681,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5682,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5683,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5684,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
5685,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5686,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5687,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5688,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5689,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5690,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5691,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5692,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5693,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5694,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
5695,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5696,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5697,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5698,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
5699,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5700,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5701,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
5702,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5703,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
5704,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
5705,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
5706,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
5707,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5708,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5709,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5710,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5711,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5712,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5713,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5714,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5715,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5716,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5717,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5718,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5719,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5720,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5721,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
5722,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5723,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5724,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5725,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5726,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5727,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5728,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5729,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5730,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
