Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R
794,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
795,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
796,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
797,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
798,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
799,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
800,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
801,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
802,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
803,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
804,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
805,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
806,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
807,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
808,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
809,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
810,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
811,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
812,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
813,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
814,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
815,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
816,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
817,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
818,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
819,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
820,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
821,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Water
822,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
823,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
824,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
825,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
826,Cropland,Wetland,Wetland,Water,Wetland,NULL,Forest
827,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
828,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
829,Cropland,Wetland,Water,NULL,Water,NULL,Grassland
830,Cropland,Wetland,Water,NULL,Water,NULL,Bareland
831,Cropland,Wetland,Water,NULL,Water,NULL,Forest
832,Cropland,Wetland,Water,Non_Water,Water,NULL,Grassland
833,Cropland,Wetland,Water,Non_Water,Water,NULL,Forest
834,Cropland,Wetland,Water,Water,Water,NULL,Grassland
835,Cropland,Wetland,Water,Water,Water,NULL,Bareland
836,Cropland,Wetland,Water,Water,Water,NULL,Water
837,Cropland,Wetland,Water,Water,Water,NULL,Forest
838,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
839,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
840,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
841,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
842,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
843,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
844,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
845,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
846,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
847,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
848,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
849,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Water
850,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
851,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
852,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,Water
853,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
854,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
855,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
856,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
857,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
858,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
859,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
860,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
861,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
862,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
863,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
864,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
865,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
866,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
867,Cropland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
868,Cropland,Bareland,Wetland,Water,Wetland,NULL,Bareland
869,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
870,Cropland,Bareland,Water,NULL,Water,NULL,Grassland
871,Cropland,Bareland,Water,NULL,Water,NULL,Water
872,Cropland,Bareland,Water,NULL,Water,NULL,Forest
873,Cropland,Bareland,Water,Water,Water,NULL,Bareland
874,Cropland,Bareland,Water,Water,Water,NULL,Water
875,Cropland,Bareland,Water,Water,Water,NULL,Forest
876,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
877,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
878,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
879,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Bareland
880,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
881,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
882,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
883,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
884,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
885,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
886,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
887,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
888,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
889,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
890,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
891,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
892,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
893,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Bareland
894,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
895,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
896,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
897,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Water
898,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
899,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
900,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Bareland
901,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Forest
902,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
903,Cropland,Water,NULL,Water,Non_Wetland,NULL,Grassland
904,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
905,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
906,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
907,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
908,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
909,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
910,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
911,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
912,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
913,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
914,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
915,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
916,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Water
917,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
918,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
919,Cropland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
920,Cropland,Water,Grassland,Water,Non_Wetland,NULL,Water
921,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
922,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
923,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Water
924,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
925,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
926,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
927,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
928,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
929,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
930,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
931,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Water
932,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Forest
933,Cropland,Water,Wetland,NULL,Wetland,NULL,Grassland
934,Cropland,Water,Wetland,NULL,Wetland,NULL,Bareland
935,Cropland,Water,Wetland,NULL,Wetland,NULL,Water
936,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
937,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
938,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Water
939,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Forest
940,Cropland,Water,Wetland,Water,Wetland,NULL,Grassland
941,Cropland,Water,Wetland,Water,Wetland,NULL,Wetland
942,Cropland,Water,Wetland,Water,Wetland,NULL,Bareland
943,Cropland,Water,Wetland,Water,Wetland,NULL,Water
944,Cropland,Water,Wetland,Water,Wetland,NULL,Forest
945,Cropland,Water,Water,NULL,Water,NULL,Grassland
946,Cropland,Water,Water,NULL,Water,NULL,Water
947,Cropland,Water,Water,NULL,Water,NULL,Forest
948,Cropland,Water,Water,Non_Water,Water,NULL,Grassland
949,Cropland,Water,Water,Non_Water,Water,NULL,Water
950,Cropland,Water,Water,Non_Water,Water,NULL,Forest
951,Cropland,Water,Water,Water,Water,NULL,Grassland
952,Cropland,Water,Water,Water,Water,NULL,Wetland
953,Cropland,Water,Water,Water,Water,NULL,Bareland
954,Cropland,Water,Water,Water,Water,NULL,Water
955,Cropland,Water,Water,Water,Water,NULL,Forest
956,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
957,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
958,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Water
959,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Forest
960,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
961,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
962,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
963,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
964,Cropland,Water,Forest,Water,Non_Wetland,NULL,Grassland
965,Cropland,Water,Forest,Water,Non_Wetland,NULL,Bareland
966,Cropland,Water,Forest,Water,Non_Wetland,NULL,Water
967,Cropland,Water,Forest,Water,Non_Wetland,NULL,Forest
968,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
969,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Water
970,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
971,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
972,Cropland,Forest,NULL,Water,Non_Wetland,NULL,Water
973,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
974,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
975,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
976,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
977,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
978,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
979,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
980,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
981,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
982,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
983,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
984,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
985,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Water
986,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
987,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
988,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
989,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
990,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
991,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
992,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
993,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
994,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
995,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
996,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland
997,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
998,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
999,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1000,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1001,Cropland,Forest,Wetland,NULL,Wetland,NULL,Water
1002,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
1003,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1004,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Water
1005,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1006,Cropland,Forest,Wetland,Water,Wetland,NULL,Water
1007,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1008,Cropland,Forest,Water,NULL,Water,NULL,Grassland
1009,Cropland,Forest,Water,NULL,Water,NULL,Water
1010,Cropland,Forest,Water,NULL,Water,NULL,Forest
1011,Cropland,Forest,Water,Non_Water,Water,NULL,Grassland
1012,Cropland,Forest,Water,Non_Water,Water,NULL,Forest
1013,Cropland,Forest,Water,Water,Water,NULL,Grassland
1014,Cropland,Forest,Water,Water,Water,NULL,Water
1015,Cropland,Forest,Water,Water,Water,NULL,Forest
1016,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1017,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1018,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
1019,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Water
1020,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1021,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1022,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1023,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1024,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1025,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1026,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Water
1027,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1028,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1029,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1030,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1031,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1032,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1033,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1034,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1035,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water
1036,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1037,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1038,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1039,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1040,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1041,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1042,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1043,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1044,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1045,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1046,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1047,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1048,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1049,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1050,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1051,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1052,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1053,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1054,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1055,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1056,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1057,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1058,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1059,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1060,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1061,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1062,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1063,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
1064,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1065,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1066,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1067,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water
1068,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1069,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1070,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1071,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
1072,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
1073,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1074,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1075,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1076,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1077,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
1078,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
1079,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
1080,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
1081,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1082,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1083,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1084,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1085,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1086,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1087,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1088,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1089,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1090,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Water
1091,Wetland,NULL,Water,NULL,Water,NULL,Grassland
1092,Wetland,NULL,Water,NULL,Water,NULL,Bareland
1093,Wetland,NULL,Water,NULL,Water,NULL,Water
1094,Wetland,NULL,Water,NULL,Water,NULL,Forest
1095,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
1096,Wetland,NULL,Water,Non_Water,Water,NULL,Bareland
1097,Wetland,NULL,Water,Non_Water,Water,NULL,Water
1098,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
1099,Wetland,NULL,Water,Water,Water,NULL,Grassland
1100,Wetland,NULL,Water,Water,Water,NULL,Bareland
1101,Wetland,NULL,Water,Water,Water,NULL,Water
1102,Wetland,NULL,Water,Water,Water,NULL,Forest
1103,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1104,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1105,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1106,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1107,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1108,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1109,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1110,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1111,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1112,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1113,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1114,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
1115,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1116,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1117,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1118,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
1119,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1120,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1121,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1122,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
1123,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1124,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1125,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,Water
1126,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1127,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Forest
1128,Wetland,Cropland,Wetland,Water,Wetland,NULL,Forest
1129,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,Water
1130,Wetland,Cropland,Built-up,Water,Non_Wetland,NULL,Grassland
1131,Wetland,Cropland,Water,NULL,Water,NULL,Grassland
1132,Wetland,Cropland,Water,NULL,Water,NULL,Water
1133,Wetland,Cropland,Water,Non_Water,Water,NULL,Wetland
1134,Wetland,Cropland,Water,Water,Water,NULL,Grassland
1135,Wetland,Cropland,Water,Water,Water,NULL,Wetland
1136,Wetland,Cropland,Water,Water,Water,NULL,Bareland
1137,Wetland,Cropland,Water,Water,Water,NULL,Water
1138,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1139,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1140,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Bareland
1141,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Forest
1142,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1143,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1144,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1145,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1146,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1147,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
1148,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
1149,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1150,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
1151,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Water
1152,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1153,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1154,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1155,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1156,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1157,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1158,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1159,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1160,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1161,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1162,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1163,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1164,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1165,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1166,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1167,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1168,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1169,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1170,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1171,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1172,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1173,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1174,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1175,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1176,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
