Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLJ_M_R
1501,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1502,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1504,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1505,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1506,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1507,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1508,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1509,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1510,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1511,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1512,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1513,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1514,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1515,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1516,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1517,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1518,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1519,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1520,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1521,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1522,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1523,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1526,Wetland,Water,Water,NULL,Water,NULL,NULL,NULL
1527,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1528,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1529,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1530,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1531,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1532,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1533,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1534,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1535,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1536,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
1537,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1538,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1539,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1540,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1541,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1542,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1543,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1544,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1545,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1546,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1547,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1548,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1549,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1550,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1551,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1552,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1553,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1554,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1555,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1556,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1557,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1558,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1559,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1560,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1561,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1562,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1563,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1564,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1565,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1566,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1567,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1568,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1569,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1570,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1571,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1572,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1573,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1574,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1575,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1576,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1577,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1578,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1579,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1580,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1581,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1582,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1583,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1584,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1585,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1586,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1587,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1588,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1590,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1591,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1592,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1593,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1594,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1595,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1596,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1597,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1598,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1599,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1600,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1601,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1602,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1603,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1604,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1605,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1606,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1607,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1608,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1609,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1610,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1611,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1612,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1613,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1614,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1615,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1616,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1617,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1618,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1619,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1620,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1621,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1623,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1624,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1625,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1626,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1627,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1628,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1629,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1630,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1631,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1632,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1633,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1634,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1635,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1636,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1637,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1638,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1639,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1640,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1641,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1642,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1643,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1645,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1646,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1647,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1648,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1649,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1650,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1651,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1652,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1653,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1654,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1655,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1656,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1657,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1658,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1659,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1660,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1662,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1663,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1664,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1665,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1666,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1667,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1668,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1669,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1670,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1671,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1672,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1673,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1674,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1675,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1676,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1677,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1678,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1679,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1680,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1681,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1682,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1683,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1684,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1685,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1686,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1687,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1688,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1689,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1690,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1691,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1692,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1693,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1694,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1695,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1696,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1698,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1699,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1700,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1701,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1702,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1703,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1704,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1705,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1706,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1707,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1708,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1709,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1710,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1711,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1712,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1713,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1714,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1715,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1716,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1717,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1718,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1719,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1721,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1722,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1723,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1724,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1725,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1726,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1727,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1728,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1729,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1730,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1731,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1732,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1733,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1734,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1735,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1736,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1737,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1738,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1739,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1740,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1741,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1742,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1743,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1744,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1745,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1746,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1747,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1748,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1749,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1750,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1751,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1752,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1753,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1755,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1756,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1757,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1758,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1759,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1760,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1761,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1762,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1763,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1764,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1765,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1766,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1767,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1768,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1769,Bareland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1770,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1771,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1772,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1773,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1774,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1775,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1776,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1777,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1778,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1779,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1780,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1781,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1782,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1784,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1785,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1786,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1787,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1788,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1789,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1790,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1791,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1792,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1793,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1794,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1795,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1796,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1797,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1798,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1799,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1800,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1801,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1802,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1803,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1804,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1805,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1806,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1807,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1808,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1809,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1810,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1811,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1812,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1813,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1814,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1815,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1816,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1817,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1818,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1819,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1820,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1821,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1822,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1823,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1824,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1825,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1826,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1827,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1828,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1829,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1830,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1831,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1832,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1833,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1834,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1836,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1837,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1838,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
