Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBN_M_R
835,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
836,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
837,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
838,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
839,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
840,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
841,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
842,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
843,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
844,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
845,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
846,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
847,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
848,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
849,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
850,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
851,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
852,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
853,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
854,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
855,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
856,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
857,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
858,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
859,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
860,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
861,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
862,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
863,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
864,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
865,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
866,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
867,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
868,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
869,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
870,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
871,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
872,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
873,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
874,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
875,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
876,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
877,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
878,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
879,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
880,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
881,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
882,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
883,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
884,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
885,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
886,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
887,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
888,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
889,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
890,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
891,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
892,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
893,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
894,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
895,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
896,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
897,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
898,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
899,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
900,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
901,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
902,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
903,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
904,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
905,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
906,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
907,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
908,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
909,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
910,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
911,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
912,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
913,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
914,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
915,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
916,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
917,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
918,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
919,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
920,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
921,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
922,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
923,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
924,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
925,Grassland,NULL,Water,NULL,Water,Grassland,Water,Bareland
926,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
927,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
928,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Forest
929,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
930,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
931,Grassland,NULL,Water,Water,Water,NULL,Water,Water
932,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
933,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
934,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
935,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
936,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
937,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Water
938,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
939,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
940,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
941,Grassland,NULL,Water,Water,Water,Water,Water,Water
942,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
943,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
944,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
945,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
946,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
947,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
948,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
949,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
950,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
951,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
952,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
953,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
954,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
955,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
956,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
957,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
958,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
959,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
960,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
961,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
962,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
963,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
964,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
965,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
966,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
967,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
968,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
969,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
970,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
971,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
972,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
973,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
974,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
975,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
976,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
977,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
978,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
979,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
980,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
981,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
982,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
983,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
984,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
985,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
986,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
987,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
988,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
989,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
990,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
991,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
992,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
993,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
994,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
995,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
996,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
997,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
998,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
999,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1000,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1001,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1002,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1003,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1004,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1005,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1006,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1007,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1008,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1009,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1010,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1011,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1012,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1013,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1014,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1015,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1016,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1017,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1018,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1019,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1020,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1021,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1022,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1023,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1024,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1025,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1026,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1027,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1028,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1029,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1030,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1031,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1032,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1033,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1034,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1035,Grassland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1036,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1037,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1038,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1039,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1040,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1041,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1042,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1043,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1044,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1045,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1046,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1047,Grassland,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1048,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1049,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1050,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1051,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1052,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Water
1053,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1054,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1055,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1056,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1057,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1058,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1059,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1060,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1061,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1062,Grassland,Water,Water,NULL,Water,Grassland,Water,Forest
1063,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1064,Grassland,Water,Water,Non_Water,Water,Water,Water,Grassland
1065,Grassland,Water,Water,Water,Water,Grassland,Wetland,Grassland
1066,Grassland,Water,Water,Water,Water,Grassland,Water,Water
1067,Grassland,Water,Water,Water,Water,Wetland,Water,Water
1068,Grassland,Water,Water,Water,Water,Water,Water,Water
1069,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1070,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1071,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1072,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1073,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1074,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1075,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1076,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1077,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1078,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1079,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1080,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1081,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1082,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1083,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1084,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1085,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1086,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1087,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1088,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1089,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1090,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
1091,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1092,Grassland,Forest,Water,Water,Water,NULL,Water,Water
1093,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1094,Grassland,Forest,Water,Water,Water,Grassland,Water,Wetland
1095,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1096,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1097,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1098,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1099,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1100,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1101,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1102,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1103,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1104,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1105,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1106,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1107,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1108,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1109,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1110,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1111,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1112,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1113,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1114,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1115,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1116,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1117,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1118,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1119,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1120,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1121,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1122,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1123,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1124,Cropland,NULL,Water,Non_Water,Water,Grassland,Water,Water
1125,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Water
1126,Cropland,NULL,Water,Non_Water,Water,Water,Water,Water
1127,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Water
1128,Cropland,NULL,Water,Water,Water,Grassland,Water,Grassland
1129,Cropland,NULL,Water,Water,Water,Grassland,Water,Water
1130,Cropland,NULL,Water,Water,Water,Bareland,Wetland,Water
1131,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
1132,Cropland,NULL,Water,Water,Water,Water,Water,Water
1133,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1134,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1135,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1136,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1137,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1138,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1139,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1140,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1141,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1142,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1143,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1144,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1145,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1146,Cropland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1147,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1148,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1149,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1150,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1151,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1152,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1153,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1154,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1155,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1156,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1157,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1158,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1159,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1160,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1161,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1162,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1163,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1164,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1165,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1166,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1167,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1168,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1169,Cropland,Bareland,Water,Non_Water,Water,Water,Water,Water
1170,Cropland,Bareland,Water,Water,Water,Built-up,Built-up,Water
