Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEB_M_R
825,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
826,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
827,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
828,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
829,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Water
830,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
831,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
832,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
833,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
834,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
835,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
836,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
837,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
838,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
839,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
840,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
841,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
842,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
843,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
844,Grassland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
845,Grassland,NULL,Water,NULL,Water,Wetland,Forest,Forest
846,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
847,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
848,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Forest
849,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
850,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
851,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
852,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
853,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
854,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
855,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
856,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
857,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
858,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
859,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
860,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
861,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
862,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
863,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
864,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
865,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
866,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
867,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
868,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
869,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
870,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
871,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
872,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
873,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
874,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
875,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
876,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
877,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
878,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
879,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
880,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
881,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
882,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
883,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
884,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
885,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
886,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
887,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
888,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
889,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
890,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Bareland
891,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
892,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
893,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
894,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
895,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
896,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
897,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
898,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
899,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
900,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
901,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
902,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
903,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
904,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
905,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
906,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
907,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
908,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
909,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
910,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
911,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
912,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
913,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
914,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
915,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
916,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
917,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
918,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
919,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
920,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
921,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
922,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
923,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
924,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
925,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
926,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
927,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
928,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
929,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
930,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
931,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
932,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
933,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
934,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
935,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
936,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
937,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
938,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
939,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
940,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
941,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
942,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
943,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
944,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
945,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
946,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
947,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
948,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
949,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
950,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
951,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
952,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
953,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
954,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
955,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
956,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
957,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
958,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
959,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
960,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
961,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
962,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
963,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
964,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
965,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
966,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
967,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
968,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
969,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
970,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
971,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
972,Grassland,Water,Water,Water,Water,Grassland,Grassland,Forest
973,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
974,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
975,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
976,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
977,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
978,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
979,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
980,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
981,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
982,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
983,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
984,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
985,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
986,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
987,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
988,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
989,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
990,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
991,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
992,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
993,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
994,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
995,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
996,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
997,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
998,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
999,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1000,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1001,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1002,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1003,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1004,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1005,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1006,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1007,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1008,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1009,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1010,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1011,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1012,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1013,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1014,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1015,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1016,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1017,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1018,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1019,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1020,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1021,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1022,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1023,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1024,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1025,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1026,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1027,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1028,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1029,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1030,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1031,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1032,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1033,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1034,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1035,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1036,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1037,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1038,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1039,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1040,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1041,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1042,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1043,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1044,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1045,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1046,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1047,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1048,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1049,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1050,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1051,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1052,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1053,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1054,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1055,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1056,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1057,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1058,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1059,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1060,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1061,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1062,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1063,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1064,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1065,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1066,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1067,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1068,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1069,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1070,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1071,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1072,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1073,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1074,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1075,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1076,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1077,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1078,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1079,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1080,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1081,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1082,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1083,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1084,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1085,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1086,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1087,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1088,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1089,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1090,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1091,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1092,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1093,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1094,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1095,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1096,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1097,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1098,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1099,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1100,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1101,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1102,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1103,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1104,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1105,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1106,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1107,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1108,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1109,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1110,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1111,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1112,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1113,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1114,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1115,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1116,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1117,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1118,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1119,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1120,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1121,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1122,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1123,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1124,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1125,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1126,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1127,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1128,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1129,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1130,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1131,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1132,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1133,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1134,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1135,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1136,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1137,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1138,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1139,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1140,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1141,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1142,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1143,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1144,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1145,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1146,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1147,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1148,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1149,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
