Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R
7843,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7844,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7845,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7846,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7847,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7848,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7849,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7850,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7851,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7852,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7853,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
7854,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7855,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7856,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7857,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7858,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7859,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7860,Water,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
7861,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7862,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7863,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7864,Water,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
7865,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7866,Water,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
7867,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7868,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7869,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
7870,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
7871,Water,Forest,Wetland,Water,Wetland,Forest,Water,Forest
7872,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
7873,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
7874,Water,Forest,Water,NULL,Water,NULL,Water,Water
7875,Water,Forest,Water,NULL,Water,Bareland,Wetland,Forest
7876,Water,Forest,Water,NULL,Water,Bareland,Water,Forest
7877,Water,Forest,Water,NULL,Water,Water,Grassland,Water
7878,Water,Forest,Water,Water,Water,Bareland,Shrubland,Forest
7879,Water,Forest,Water,Water,Water,Bareland,Bareland,Forest
7880,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7881,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7882,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7883,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7884,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7885,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7886,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7887,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
7888,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7889,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7890,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7891,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
7892,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7893,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Water
7894,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7895,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7896,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7897,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7898,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
7899,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7900,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
7901,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
7902,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
7903,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
7904,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7905,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
7906,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7907,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7908,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7909,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7910,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7911,Water,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
7912,Water,Forest,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
7913,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7914,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7915,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
7916,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7917,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Water,Water
7918,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
7919,Permanent_ice_and_snow,Forest,Water,Water,Water,Water,Water,Forest
7920,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7921,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7922,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7923,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7924,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7925,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7926,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7927,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
7928,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7929,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7930,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7931,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7932,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7933,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
7934,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7935,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7936,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
7937,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7938,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7939,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7940,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
7941,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7942,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7943,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7944,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7945,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
7946,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7947,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7948,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7949,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7950,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7951,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7952,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
7953,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7954,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7955,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7956,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7957,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7958,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
7959,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7960,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7961,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
7962,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7963,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7964,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
7965,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
7966,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
7967,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7968,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
7969,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
7970,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
7971,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7972,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7973,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7974,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7975,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7976,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7977,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7978,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7979,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7980,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7981,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7982,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7983,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7984,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7985,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7986,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
7987,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7988,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
7989,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7990,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
7991,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7992,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
7993,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7994,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7995,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
7996,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7997,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7998,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7999,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8000,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8001,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8002,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8003,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8004,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8005,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8006,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
8007,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8008,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
8009,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8010,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
8011,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8012,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
8013,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8014,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8015,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8016,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8017,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Built-up
8018,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8019,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
8020,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8021,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8022,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8023,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8024,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8025,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8026,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
8027,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8028,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
8029,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8030,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8031,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8032,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8033,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8034,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8035,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8036,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8037,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8038,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8039,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8040,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8041,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8042,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8043,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
8044,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8045,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8046,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8047,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8048,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
8049,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8050,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
8051,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
8052,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8053,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8054,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8055,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8056,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
8057,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8058,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8059,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8060,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8061,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
8062,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
8063,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8064,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
8065,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8066,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
8067,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8068,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
8069,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8070,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
8071,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
8072,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
8073,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
8074,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8075,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
8076,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
8077,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
8078,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
8079,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
8080,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8081,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
8082,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
8083,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
8084,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
8085,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
8086,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8087,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
8088,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8089,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8090,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8091,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8092,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
8093,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8094,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
8095,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8096,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
8097,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8098,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
8099,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8100,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
8101,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8102,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8103,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8104,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
8105,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8106,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8107,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8108,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8109,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8110,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8111,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
8112,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8113,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8114,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
8115,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
8116,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
8117,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8118,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
8119,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
8120,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
8121,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8122,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
8123,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
8124,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
8125,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8126,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8127,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8128,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
8129,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
8130,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
8131,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
8132,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
8133,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
8134,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
8135,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
8136,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
8137,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
8138,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
8139,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8140,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8141,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8142,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8143,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8144,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8145,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8146,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8147,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8148,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8149,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8150,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8151,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
8152,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8153,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8154,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
8155,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8156,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
8157,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
8158,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8159,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8160,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8161,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8162,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8163,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8164,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8165,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8166,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8167,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8168,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8169,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8170,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8171,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8172,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8173,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8174,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8175,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8176,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8177,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
