Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMD_M_R
681,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
682,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
683,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
684,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
685,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
686,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
687,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
688,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
689,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
690,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
691,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
692,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
693,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
694,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
695,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
696,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
697,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
698,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
699,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
700,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
701,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
702,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
703,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
704,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
705,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
706,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
707,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
708,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
709,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
710,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
711,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
712,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
713,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
714,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
716,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
717,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
719,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
720,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
721,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
722,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
723,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
724,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
725,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
726,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
727,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
728,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
729,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
730,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
731,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
732,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
734,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
735,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
736,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
737,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
738,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
739,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
741,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
742,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
743,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
745,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
746,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
747,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
748,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
749,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
750,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
751,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
753,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
754,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
755,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
756,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
757,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
759,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
760,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
761,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
762,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
763,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
764,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
765,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
767,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
768,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
769,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
770,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
771,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
772,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
773,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
775,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
776,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
777,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
778,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
779,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
780,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
782,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
783,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
785,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
786,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
787,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
788,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
789,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
790,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
791,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
792,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
793,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
794,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
795,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
796,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
797,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
798,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
799,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
800,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
801,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Built-up
802,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
803,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
804,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
805,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
806,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
807,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
809,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
810,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
811,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
812,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
813,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
814,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
815,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
816,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
817,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
818,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
819,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
820,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
821,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
822,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
823,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
824,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
825,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
826,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
827,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
828,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
829,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
830,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
831,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
832,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
833,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
834,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
835,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
836,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
837,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
838,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
839,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
840,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
841,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
842,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
843,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
845,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
846,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
848,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
849,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
850,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
851,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
852,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
853,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
854,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
855,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
856,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
857,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
858,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
859,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
860,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
861,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
862,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
863,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
864,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
865,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
866,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
867,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
868,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
869,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
870,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
871,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
872,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
873,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
875,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
877,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
878,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
879,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
880,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
881,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
882,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
883,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
884,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
885,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
886,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
887,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
888,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
889,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
891,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
892,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
893,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
894,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
895,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
896,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
897,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
898,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
899,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
900,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
901,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
903,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
904,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
906,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
907,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
908,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
909,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
910,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
911,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
912,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
913,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
914,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
915,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
916,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
917,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
918,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
919,Cropland,Built-up,Water,NULL,Water,NULL,NULL,NULL
920,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
921,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Water
922,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
923,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
924,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
925,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
926,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
927,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
928,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
930,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
931,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
932,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
933,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
934,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
935,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
936,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
937,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
938,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
939,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
940,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
941,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
943,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
944,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
945,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
947,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
948,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
949,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
950,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
952,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
953,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
954,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
955,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
956,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
958,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
959,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
960,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
961,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
962,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
963,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
964,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
965,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
966,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
967,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
968,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
969,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
970,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
971,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
972,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
973,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
974,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
975,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
977,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
978,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
979,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
981,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
982,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
983,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
984,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
985,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
986,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
987,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
988,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
989,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
990,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
991,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
992,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
993,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
994,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
995,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
998,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
999,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1000,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1002,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1003,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1004,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1006,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1008,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1009,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1010,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1011,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1013,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1014,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1015,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1016,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1017,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1018,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1019,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1020,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1021,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
