Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KND_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KND_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KND_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KND_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KND_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KND_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KND_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KND_M_R
672,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
673,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
674,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
676,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
677,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
678,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
679,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
681,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
682,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
683,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
684,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
685,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
686,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
687,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
688,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
689,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
690,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
691,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
692,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
694,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
695,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
696,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
697,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
698,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
699,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
700,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
701,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
702,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
703,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
704,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
705,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
706,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
707,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
708,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
709,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
710,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
711,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
712,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
713,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
714,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
715,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
716,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
717,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
718,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
719,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
720,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
721,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
722,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
723,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
724,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
725,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
726,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
727,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
728,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
729,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
730,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
731,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
732,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
734,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
735,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
736,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
737,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
738,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
739,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
740,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
741,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
742,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
743,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
744,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
745,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
746,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
747,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
748,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
749,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
750,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
751,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
752,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
753,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
754,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
755,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
756,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
757,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
758,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
759,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
760,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
761,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
762,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
763,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
765,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
766,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
767,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
768,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
769,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
770,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
771,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
772,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
773,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
774,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
776,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
777,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
778,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
779,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
780,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
781,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
782,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
783,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
784,Bareland,Water,Water,Water,Water,NULL,NULL,Water
785,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
786,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
787,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
788,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
789,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
790,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
791,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
792,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
793,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
794,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
795,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
796,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
797,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
798,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
799,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
800,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
801,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
803,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
804,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
805,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
807,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
809,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
810,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
811,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
812,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
813,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
814,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
816,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
817,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
818,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
819,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
820,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
822,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
823,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
824,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
825,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
826,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
827,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
828,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
829,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
830,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
831,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
832,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
833,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
834,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
835,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
836,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
837,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
839,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
840,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
841,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
842,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
843,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
845,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
848,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
849,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
850,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
851,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
852,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
853,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
854,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
855,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
856,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
857,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
858,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
859,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
860,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
861,Bareland,Forest,Water,NULL,Water,NULL,NULL,Cropland
862,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
863,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
864,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
865,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
866,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
867,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
868,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
869,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
870,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
871,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
872,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
873,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
874,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
875,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
876,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
877,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
878,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
879,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
880,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
881,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
883,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
884,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
886,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
887,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
888,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
889,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
891,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
892,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
893,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
894,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
895,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
896,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
897,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
898,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
899,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
900,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
901,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
902,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
903,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
904,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
905,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
906,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
908,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
909,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
910,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
911,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
912,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
914,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
915,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
916,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
917,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
918,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
919,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
920,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
921,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
922,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
923,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
924,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
926,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
927,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
928,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
929,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
930,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
931,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
932,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
933,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
934,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
935,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
936,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
937,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
938,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
939,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
940,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
941,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
942,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
943,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
944,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
945,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
946,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
947,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
948,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
949,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
950,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
951,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
952,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
953,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
954,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
955,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
956,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
957,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
958,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
961,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
962,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
964,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
965,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
966,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
967,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
968,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
969,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
970,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
971,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
973,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
974,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
975,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
976,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
977,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
978,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
979,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
980,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
981,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
982,Water,Bareland,Water,Water,Water,NULL,NULL,Water
983,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
984,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
985,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
986,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
987,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
988,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
989,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
990,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
991,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
992,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
993,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
994,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
995,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
996,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
997,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
998,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
999,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1000,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1002,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1003,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1004,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1005,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1006,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1007,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1010,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1011,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1012,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1013,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1014,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1015,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1016,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1017,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1018,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1019,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1020,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1021,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1022,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1023,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1024,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1025,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1026,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
