Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXS_M_R
5044,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,NULL
5045,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5046,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
5047,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Water
5048,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
5049,Cropland,NULL,Water,NULL,Water,Grassland,Water,Grassland
5050,Cropland,NULL,Water,NULL,Water,Grassland,Forest,Forest
5051,Cropland,NULL,Water,NULL,Water,Cropland,NULL,Grassland
5052,Cropland,NULL,Water,NULL,Water,Cropland,NULL,Forest
5053,Cropland,NULL,Water,NULL,Water,Cropland,Forest,Grassland
5054,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
5055,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Forest
5056,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
5057,Cropland,NULL,Water,NULL,Water,Water,NULL,Grassland
5058,Cropland,NULL,Water,NULL,Water,Water,NULL,Bareland
5059,Cropland,NULL,Water,NULL,Water,Water,NULL,Water
5060,Cropland,NULL,Water,NULL,Water,Water,Grassland,Grassland
5061,Cropland,NULL,Water,NULL,Water,Water,Grassland,Water
5062,Cropland,NULL,Water,NULL,Water,Forest,NULL,Forest
5063,Cropland,NULL,Water,NULL,Water,Forest,Grassland,Grassland
5064,Cropland,NULL,Water,NULL,Water,Forest,Grassland,Forest
5065,Cropland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
5066,Cropland,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
5067,Cropland,NULL,Water,Non_Water,Water,Bareland,NULL,Forest
5068,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Water
5069,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
5070,Cropland,NULL,Water,Water,Water,NULL,Water,Water
5071,Cropland,NULL,Water,Water,Water,Water,NULL,Water
5072,Cropland,NULL,Water,Water,Water,Water,Water,Water
5073,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5074,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5075,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5076,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5077,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5078,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
5079,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5080,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5081,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5082,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5083,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5084,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5085,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5086,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5087,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5088,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5089,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5090,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5091,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5092,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
5093,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
5094,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
5095,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Built-up
5096,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5097,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5098,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5099,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5100,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5101,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5102,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5103,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5104,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5105,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5106,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5107,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5108,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5109,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5110,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
5111,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5112,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5113,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5114,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5115,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5116,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5117,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5118,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5119,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5120,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5121,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5122,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5123,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
5124,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5125,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
5126,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
5127,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5128,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5129,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5130,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5131,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5132,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5133,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5134,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5135,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5136,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
5137,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5138,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5139,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5140,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5141,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5142,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
5143,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5144,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5145,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5146,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5147,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5148,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
5149,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5150,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5151,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5152,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5153,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5154,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5155,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5156,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5157,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5158,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5159,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5160,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
5161,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5162,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5163,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5164,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5165,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5166,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5167,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5168,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5169,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5170,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5171,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
5172,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5173,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5174,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5175,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
5176,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5177,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
5178,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
5179,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
5180,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5181,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
5182,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5183,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
5184,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
5185,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5186,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5187,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5188,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5189,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5190,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5191,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5192,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5193,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5194,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5195,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5196,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5197,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5198,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5199,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5200,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
5201,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5202,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
5203,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
5204,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5205,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5206,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
5207,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5208,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5209,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
5210,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
5211,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5212,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
5213,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
5214,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
5215,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
5216,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5217,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
5218,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Water
5219,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Wetland
5220,Cropland,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
5221,Cropland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
5222,Cropland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
5223,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5224,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5225,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5226,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5227,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5228,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5229,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
5230,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5231,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5232,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5233,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5234,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5235,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5236,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5237,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
5238,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5239,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
5240,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5241,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5242,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
5243,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5244,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5245,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5246,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5247,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5248,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5249,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5250,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5251,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5252,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5253,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5254,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5255,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5256,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5257,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
5258,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5259,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5260,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5261,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5262,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5263,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5264,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5265,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
5266,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5267,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5268,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5269,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
5270,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5271,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5272,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5273,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5274,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5275,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
5276,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5277,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5278,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5279,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5280,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
5281,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5282,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5283,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5284,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5285,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5286,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5287,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5288,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
5289,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
5290,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
5291,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
5292,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5293,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5294,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5295,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5296,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5297,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
5298,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5299,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5300,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5301,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5302,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5303,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5304,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5305,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5306,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
5307,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
5308,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5309,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5310,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5311,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5312,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5313,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5314,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
5315,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5316,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5317,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5318,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5319,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5320,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5321,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
5322,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5323,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
5324,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5325,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5326,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5327,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
5328,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5329,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5330,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5331,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
5332,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5333,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5334,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5335,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5336,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5337,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
5338,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
5339,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5340,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
5341,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5342,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
5343,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
5344,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5345,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Cropland
5346,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
5347,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5348,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5349,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5350,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
5351,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Water
5352,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5353,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5354,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5355,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
5356,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5357,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5358,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5359,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5360,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5361,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5362,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5363,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5364,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5365,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5366,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
5367,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5368,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
5369,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5370,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5371,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5372,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
