Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLP_M_R
7393,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7394,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7395,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7396,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
7397,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7398,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
7399,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7400,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7401,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7402,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7403,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
7404,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7405,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7406,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7407,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7408,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7409,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7410,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7411,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7412,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7413,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7414,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7415,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7416,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7417,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7418,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7419,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7420,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7421,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7422,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
7423,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7424,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7425,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7426,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7427,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
7428,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7429,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
7430,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7431,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7432,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7433,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7434,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7435,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
7436,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7437,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7438,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7439,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7440,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7441,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7442,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
7443,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7444,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7445,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7446,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7447,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7448,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7449,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7450,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7451,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
7452,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
7453,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
7454,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
7455,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7456,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
7457,Wetland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
7458,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7459,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
7460,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7461,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7462,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7463,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7464,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
7465,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
7466,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7467,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
7468,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
7469,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
7470,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
7471,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7472,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
7473,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
7474,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
7475,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7476,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
7477,Wetland,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
7478,Wetland,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
7479,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7480,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7481,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7482,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
7483,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
7484,Wetland,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
7485,Wetland,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
7486,Wetland,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7487,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7488,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
7489,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7490,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7491,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7492,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7493,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7494,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7495,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
7496,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Wetland
7497,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
7498,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
7499,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
7500,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
7501,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
7502,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
7503,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
7504,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7505,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
7506,Wetland,Water,Wetland,NULL,Wetland,Bareland,Forest,Wetland
7507,Wetland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
7508,Wetland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
7509,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
7510,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Water
7511,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7512,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
7513,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Water
7514,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7515,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
7516,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
7517,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
7518,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7519,Wetland,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
7520,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
7521,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7522,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
7523,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
7524,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7525,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
7526,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
7527,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7528,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7529,Wetland,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
7530,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
7531,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
7532,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
7533,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7534,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
7535,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7536,Wetland,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
7537,Wetland,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
7538,Wetland,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
7539,Wetland,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
7540,Wetland,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
7541,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7542,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
7543,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7544,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
7545,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
7546,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
7547,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
7548,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
7549,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7550,Wetland,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
7551,Wetland,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7552,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
7553,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
7554,Wetland,Water,Water,NULL,Water,Grassland,NULL,Forest
7555,Wetland,Water,Water,NULL,Water,Wetland,NULL,Grassland
7556,Wetland,Water,Water,NULL,Water,Wetland,NULL,Wetland
7557,Wetland,Water,Water,NULL,Water,Wetland,NULL,Water
7558,Wetland,Water,Water,NULL,Water,Wetland,NULL,Forest
7559,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
7560,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
7561,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
7562,Wetland,Water,Water,NULL,Water,Wetland,Forest,Water
7563,Wetland,Water,Water,NULL,Water,Bareland,NULL,Grassland
7564,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Forest
7565,Wetland,Water,Water,NULL,Water,Water,NULL,Water
7566,Wetland,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
7567,Wetland,Water,Water,Water,Water,Wetland,Water,Water
7568,Wetland,Water,Water,Water,Water,Wetland,Forest,Water
7569,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7570,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7571,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7572,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7573,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
7574,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7575,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7576,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7577,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
7578,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7579,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7580,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7581,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7582,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7583,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7584,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7585,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7586,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7587,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7588,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7589,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7590,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7591,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7592,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
7593,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7594,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7595,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7596,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
7597,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7598,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7599,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
7600,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7601,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
7602,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
7603,Wetland,Water,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
7604,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
7605,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
7606,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
7607,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7608,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7609,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7610,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
7611,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7612,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7613,Wetland,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
7614,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
7615,Wetland,Forest,Water,NULL,Water,Wetland,Water,Forest
7616,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
7617,Wetland,Forest,Water,Water,Water,NULL,Forest,Water
7618,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
7619,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7620,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
7621,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7622,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7623,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7624,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7625,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7626,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
7627,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7628,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
7629,Wetland,Forest,Forest,Water,Non_Wetland,Water,Forest,Grassland
7630,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7631,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7632,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7633,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7634,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7635,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7636,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7637,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7638,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7639,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7640,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7641,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7642,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7643,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7644,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7645,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7646,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7647,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7648,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7649,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7650,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7651,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7652,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7653,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
7654,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7655,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7656,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7657,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7658,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7659,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7660,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7661,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7662,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7663,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
7664,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7665,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7666,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7667,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7668,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7669,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7670,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7671,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7672,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7673,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7674,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
7675,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
7676,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7677,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7678,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7679,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7680,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7681,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7682,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7683,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7684,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7685,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7686,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7687,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7688,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7689,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7690,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7691,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7692,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7693,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7694,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7695,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7696,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7697,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7698,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7699,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7700,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7701,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7702,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7703,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7704,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7705,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7706,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7707,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7708,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7709,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7710,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7711,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7712,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7713,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7714,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7715,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7716,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7717,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7718,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7719,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7720,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7721,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7722,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7723,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7724,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
7725,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7726,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7727,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7728,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7729,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
