Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KET_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KET_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KET_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KET_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KET_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KET_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KET_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KET_M_R
666,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
667,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
668,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
669,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
670,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
671,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
672,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
673,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
674,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
675,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
676,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
677,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Water
678,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Cropland
679,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
680,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
681,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
682,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
683,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
685,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
686,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
687,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
688,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
689,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
690,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
691,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
692,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
693,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
694,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
695,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
696,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
697,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
698,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
699,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
700,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
701,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
702,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
703,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Cropland
704,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
705,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
706,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
707,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Water
708,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
709,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
710,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
711,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
712,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
713,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Grassland
714,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
715,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
716,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
717,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
718,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
719,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
720,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
721,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
722,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
723,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
724,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
725,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
726,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
727,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
728,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
729,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
731,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
732,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
734,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
735,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
736,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
737,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
738,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
739,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
740,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
741,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
742,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
743,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
745,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
746,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
747,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
748,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
749,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
750,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
751,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
752,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
753,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
754,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
755,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
756,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
757,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
758,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
759,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
761,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
762,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
764,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
765,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
766,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
768,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
769,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
770,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
771,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
772,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
773,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
774,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
775,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
776,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
777,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
779,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
781,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
782,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
783,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
784,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
