Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPJ_M_R
4971,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4972,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
4973,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4974,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
4975,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4976,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4977,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Wetland
4978,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
4979,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4980,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
4981,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
4982,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
4983,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Bareland
4984,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4985,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4986,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4987,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
4988,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
4989,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4990,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
4991,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
4992,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
4993,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Bareland
4994,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
4995,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
4996,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
4997,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
4998,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
4999,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5000,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
5001,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5002,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5003,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
5004,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5005,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5006,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
5007,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
5008,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
5009,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Wetland
5010,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5011,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
5012,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
5013,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
5014,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5015,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
5016,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5017,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5018,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
5019,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5020,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5021,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5022,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
5023,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
5024,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
5025,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
5026,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5027,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5028,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
5029,Bareland,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
5030,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5031,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5032,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
5033,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5034,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5035,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5036,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5037,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
5038,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5039,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5040,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5041,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5042,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5043,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
5044,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5045,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5046,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5047,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5048,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
5049,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
5050,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
5051,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5052,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
5053,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5054,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5055,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
5056,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5057,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5058,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5059,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5060,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5061,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5062,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
5063,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
5064,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5065,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5066,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
5067,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5068,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5069,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5070,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5071,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5072,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5073,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5074,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5075,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5076,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5077,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5078,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5079,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5080,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5081,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5082,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5083,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
5084,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5085,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5086,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5087,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
5088,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5089,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5090,Bareland,NULL,Water,NULL,Water,Shrubland,NULL,Bareland
5091,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
5092,Bareland,NULL,Water,Non_Water,Water,NULL,Water,Water
5093,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Wetland
5094,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
5095,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5096,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5097,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5098,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5099,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5100,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5101,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5102,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5103,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5104,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
5105,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5106,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5107,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5108,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5109,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5110,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5111,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5112,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5113,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5114,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5115,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5116,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5117,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
5118,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5119,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5120,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5121,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5122,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5123,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5124,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5125,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5126,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5127,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5128,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5129,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5130,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5131,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5132,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5133,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5134,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5135,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5136,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5137,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5138,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5139,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5140,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5141,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5142,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5143,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5144,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5145,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5146,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5147,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5148,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5149,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5150,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5151,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5152,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5153,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5154,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5155,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5156,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5157,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5158,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5159,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5160,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5161,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5162,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5163,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5164,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5165,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5166,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
5167,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
5168,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5169,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5170,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5171,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5172,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5173,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
5174,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5175,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
5176,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
5177,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5178,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5179,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5180,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5181,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5182,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5183,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5184,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5185,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5186,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5187,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5188,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5189,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5190,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5191,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5192,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5193,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5194,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5195,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5196,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5197,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5198,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
5199,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5200,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
5201,Bareland,Cropland,NULL,Water,Non_Wetland,Shrubland,Bareland,Bareland
5202,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5203,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5204,Bareland,Cropland,NULL,Water,Non_Wetland,Water,Water,Bareland
5205,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5206,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5207,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5208,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5209,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5210,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5211,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5212,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5213,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5214,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5215,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5216,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5217,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5218,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5219,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5220,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5221,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5222,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5223,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5224,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5225,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5226,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5227,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5228,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5229,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
5230,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
5231,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5232,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5233,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5234,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5235,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5236,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5237,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5238,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5239,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5240,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5241,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5242,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5243,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5244,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5245,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5246,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5247,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5248,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5249,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5250,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5251,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5252,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5253,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5254,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5255,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5256,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5257,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5258,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5259,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5260,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5261,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5262,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5263,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5264,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5265,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5266,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5267,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5268,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5269,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5270,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5271,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5272,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5273,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Cropland
5274,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5275,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5276,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5277,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5278,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
5279,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
5280,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5281,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5282,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5283,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5284,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5285,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5286,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5287,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
5288,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5289,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
5290,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
