Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZC_M_R
5245,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
5246,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5247,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5248,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
5249,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5250,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
5251,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5252,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
5253,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5254,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5255,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5256,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5257,Wetland,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
5258,Wetland,Water,Water,Non_Water,Water,Wetland,Shrubland,Wetland
5259,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5260,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
5261,Wetland,Water,Water,Water,Water,Wetland,Water,Water
5262,Wetland,Water,Water,Water,Water,Bareland,Water,Water
5263,Wetland,Water,Water,Water,Water,Water,Water,Water
5264,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5265,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5266,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
5267,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5268,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5269,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5270,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5271,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5272,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5273,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5274,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5275,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5276,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5277,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5278,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5279,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5280,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5281,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5282,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5283,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5284,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5285,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5286,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5287,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5288,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5289,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5290,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5291,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5292,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5293,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5294,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5295,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5296,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5297,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5298,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5299,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5300,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5301,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5302,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5303,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5304,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5305,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5306,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5307,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5308,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5309,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5310,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
5311,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5312,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5313,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5314,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5315,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5316,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5317,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5318,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5319,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5320,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5321,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5322,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5323,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5324,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5325,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5326,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5327,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5328,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5329,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5330,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5331,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5332,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5333,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5334,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5335,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5336,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5337,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5338,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5339,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5340,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5341,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5342,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5343,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5344,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5345,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5346,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5347,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5348,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5349,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5350,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5351,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5352,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5353,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5354,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5355,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5356,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5357,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5358,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5359,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5360,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5361,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5362,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5363,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5364,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5365,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5366,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5367,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5368,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5369,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5370,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5371,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5372,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5373,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5374,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5375,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5376,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5377,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5378,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5379,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5380,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5381,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5382,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5383,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5384,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5385,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5386,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5387,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5388,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5389,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5390,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
5391,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5392,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5393,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5394,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5395,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5396,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5397,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5398,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5399,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5400,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5401,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5402,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5403,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5404,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5405,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5406,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5407,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5408,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5409,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5410,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5411,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5412,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5413,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5414,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5415,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5416,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5417,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
5418,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5419,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5420,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5421,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5422,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5423,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5424,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5425,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5426,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5427,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5428,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5429,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5430,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5431,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5432,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5433,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
5434,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
5435,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5436,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5437,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
5438,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
5439,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
5440,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5441,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5442,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5443,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
5444,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
5445,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5446,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Bareland
5447,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5448,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5449,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5450,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
5451,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
5452,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
5453,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
5454,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
5455,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5456,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
5457,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5458,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5459,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5460,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5461,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5462,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5463,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5464,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
5465,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5466,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5467,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5468,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5469,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5470,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5471,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5472,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5473,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5474,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5475,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Bareland
5476,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5477,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
5478,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Bareland
5479,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5480,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Water
5481,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
5482,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
5483,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Water
5484,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5485,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5486,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5487,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5488,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5489,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5490,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5491,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5492,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5493,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5494,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5495,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5496,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5497,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5498,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5499,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5500,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5501,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5502,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5503,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5504,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5505,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5506,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5507,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5508,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5509,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5510,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5511,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5512,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
5513,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5514,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5515,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5516,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5517,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5518,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5519,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5520,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5521,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5522,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5523,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5524,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5525,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5526,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5527,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5528,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5529,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5530,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5531,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5532,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5533,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5534,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5535,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5536,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5537,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5538,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5539,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5540,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5541,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5542,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5543,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5544,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5545,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5546,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5547,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5548,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5549,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5550,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5551,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5552,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5553,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5554,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5558,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5559,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5560,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5561,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5562,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5563,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
