Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEB_M_R
4887,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4888,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4889,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4890,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4891,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4892,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4893,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4894,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4895,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4896,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4897,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Water
4898,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4899,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4900,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4901,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
4902,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4903,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
4904,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4905,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
4906,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4907,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4908,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4909,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
4910,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest,Wetland
4911,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Cropland
4912,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
4913,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4914,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4915,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4916,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4917,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4918,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4919,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4920,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4921,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4922,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4923,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4924,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4925,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4926,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4927,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4928,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4929,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4930,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4931,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4932,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4933,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4934,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4935,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4936,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4937,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4938,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4939,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4940,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4941,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4942,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4943,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
4944,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4945,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4946,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4947,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4948,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4949,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4950,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4951,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4952,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4953,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up,NULL,NULL
4954,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4955,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4956,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4957,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4958,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4959,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4960,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4961,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4962,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4963,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4964,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4965,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4966,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4967,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4968,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4969,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4970,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4971,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4972,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4973,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
4974,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
4975,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4976,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4977,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4978,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4979,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4980,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4981,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4982,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4983,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
4984,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4985,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4986,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4987,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4988,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4989,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
4990,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
4991,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4992,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4993,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4994,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
4995,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4996,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4997,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4998,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4999,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5000,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5001,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5002,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5003,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5004,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5005,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5006,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5007,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5008,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5009,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5010,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5011,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5012,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5013,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5014,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5015,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5016,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5017,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5018,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5019,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5020,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5021,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5022,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5023,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5024,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5025,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5026,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
5027,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5028,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5029,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
5030,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5031,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5032,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5033,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5034,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5035,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5036,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
5037,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5038,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5039,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5040,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Water
5041,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
5042,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5043,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5044,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5045,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5046,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
5047,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5048,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5049,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5050,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
5051,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
5052,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
5053,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
5054,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5055,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5056,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
5057,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
5058,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5059,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
5060,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5061,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
5062,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5063,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
5064,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
5065,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
5066,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5067,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5068,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
5069,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5070,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
5071,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5072,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
5073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
5075,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5086,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5087,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5088,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5089,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5090,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5091,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5092,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5093,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
5094,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5095,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
5096,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5097,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
5098,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5099,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5100,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5101,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5102,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5103,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5104,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5105,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5106,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5107,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5108,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
5109,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
5110,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5111,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
5112,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
5113,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
5114,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5115,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5116,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5117,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5118,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5119,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
5120,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
5121,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
5122,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5123,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
5124,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5125,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5126,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5127,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
5128,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5129,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5130,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5131,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5132,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5133,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
5134,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5135,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5136,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5137,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5138,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5139,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5140,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5141,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5142,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5143,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
5144,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
5145,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5146,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5147,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5148,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
5149,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5150,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5151,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5152,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5153,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5154,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5155,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5156,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5157,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
5158,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5159,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5160,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5161,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5162,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5163,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5164,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5165,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5166,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5167,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
5168,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
5169,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5170,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5171,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5172,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
5173,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
5174,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5175,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
5176,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
5177,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
5178,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
5179,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
5180,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5181,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5182,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5183,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5184,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5185,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5186,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5187,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,NULL,NULL
5188,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
5189,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
5190,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
5191,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5192,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5193,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
5194,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
5195,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
