Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZT_M_R
12773,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12774,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12775,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12776,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12777,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12778,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
12779,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
12780,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
12781,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12782,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
12783,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
12784,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
12785,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
12786,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
12787,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
12788,Bareland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12789,Bareland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Cropland
12790,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
12791,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
12792,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
12793,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
12794,Bareland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
12795,Bareland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
12796,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
12797,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
12798,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
12799,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12800,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12801,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12802,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12803,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12804,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12805,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12806,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12807,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12808,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12809,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
12810,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12811,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12812,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12813,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
12814,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
12815,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12816,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12817,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12818,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
12819,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
12820,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
12821,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12822,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
12823,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
12824,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12825,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
12826,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12827,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12828,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12829,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12830,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12831,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12832,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12833,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12834,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12835,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12836,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12837,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12838,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12839,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12840,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12841,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12842,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12843,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12844,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12845,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12846,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12847,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
12848,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12849,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
12850,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
12851,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
12852,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
12853,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12854,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12855,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12856,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12857,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12858,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
12859,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12860,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12864,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12865,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12866,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12869,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12870,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12871,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
12872,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12873,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
12874,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12875,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
12876,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
12877,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12878,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12879,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12880,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
12881,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12882,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12883,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12884,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12885,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12886,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12887,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12888,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12889,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12890,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12891,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12892,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12893,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12894,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
12895,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12896,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
12897,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12898,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
12899,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12900,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
12901,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
12902,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
12903,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12904,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
12905,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12906,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12907,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
12910,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12911,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
12912,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12913,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
12914,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
12915,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12916,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
12917,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12918,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12919,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12920,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12921,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12922,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12923,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12924,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12925,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12926,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12927,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12928,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12929,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
12930,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12931,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12932,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
12933,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
12934,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12935,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
12936,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
12937,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
12938,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
12939,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
12940,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
12941,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
12942,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
12943,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
12944,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
12945,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
12946,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12947,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12948,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
12949,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12950,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12951,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
12952,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
12953,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12954,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12955,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12956,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12957,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12958,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12959,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12960,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12961,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12962,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12963,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12964,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12965,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12966,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12967,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12968,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12969,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12970,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12971,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12972,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
12973,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12974,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12975,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12976,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12977,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12978,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12979,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
12980,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12981,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12982,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12983,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
12984,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Bareland
12985,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12986,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12987,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
12988,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12989,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12990,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
12991,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12992,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12993,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12994,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12995,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12996,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12997,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12998,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12999,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13000,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13001,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13002,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13003,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13004,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13005,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13006,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13007,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13008,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
13009,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13010,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
13011,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13012,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
13013,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
13014,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13015,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13016,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13017,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
13018,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
13019,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
13020,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13021,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
13022,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
13023,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
13024,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13025,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13026,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13027,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13028,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
13029,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13030,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13031,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13032,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13033,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13034,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13035,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13036,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13037,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13038,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13039,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13040,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13041,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13042,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13043,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13044,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
13045,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
13046,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
13047,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
13048,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
13049,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13050,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13051,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13052,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13053,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13054,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13055,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13056,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
13057,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13058,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13059,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13060,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13061,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13062,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13063,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13064,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13065,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13066,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13067,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
13068,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13069,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
13070,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13071,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
13072,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
13073,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
13074,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13075,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13076,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
13077,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13078,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
13079,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13080,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
13081,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
13082,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
13083,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13084,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13085,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13086,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
13087,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
