Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTB_M_R
1126,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1127,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1128,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1129,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1130,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
1131,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1132,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1133,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1134,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
1135,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1136,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1137,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1138,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1139,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1140,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1141,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
1142,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1143,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1144,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1145,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1146,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1147,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1148,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1149,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1150,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1151,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1152,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
1153,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1154,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1155,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
1156,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1157,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1158,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1159,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1160,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1161,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1162,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1163,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1164,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1165,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1166,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1167,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1168,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1169,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
1170,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1171,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
1172,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1173,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1174,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1175,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1176,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1177,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1178,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1179,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1180,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1181,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1182,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1183,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1184,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1185,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
1186,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1187,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1188,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1189,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
1190,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1191,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1192,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
1193,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1194,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1195,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1196,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1197,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1198,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1199,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1200,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1201,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1202,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1203,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1204,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1205,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1206,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1207,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1208,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1209,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1210,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1211,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1212,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1213,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1214,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1215,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1216,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1217,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1218,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1219,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1220,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1221,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1222,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1223,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1224,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1225,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1226,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1227,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1228,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1229,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1230,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1231,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1232,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1233,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1234,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1235,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1236,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1237,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1238,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1239,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1240,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1241,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1242,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1243,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1244,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1245,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
1246,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1247,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1248,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1249,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1250,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1251,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1252,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,NULL,Wetland
1253,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1255,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1256,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1258,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1259,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1260,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1261,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1262,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
1263,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1264,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1265,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1266,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
1267,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
1268,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
1269,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1270,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Wetland
1271,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Forest
1272,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
1273,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1274,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1275,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1276,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1277,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
1278,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
1279,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Wetland
1280,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1281,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1282,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1283,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1284,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1285,Grassland,NULL,Water,NULL,Water,Water,NULL,Grassland
1286,Grassland,NULL,Water,NULL,Water,Water,NULL,Wetland
1287,Grassland,NULL,Water,NULL,Water,Water,Grassland,Wetland
1288,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1289,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
1290,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1291,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1292,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1293,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
1294,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
1295,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
1296,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1297,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1298,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
1299,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
1300,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
1301,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
1302,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
1303,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1304,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1305,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1307,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1308,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1309,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1310,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1311,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1312,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1313,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1314,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1315,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1316,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1317,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1318,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1319,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1320,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1321,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1322,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1323,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1324,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1325,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1326,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1327,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1328,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1329,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1330,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1331,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1332,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1333,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1334,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1335,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1336,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1337,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1338,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1339,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1340,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1341,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1342,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1343,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1344,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
1345,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1346,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1347,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1348,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1349,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1350,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1351,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1352,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1353,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1354,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1355,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1356,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1357,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1358,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1359,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1360,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1361,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1362,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1363,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1364,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1365,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1366,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1367,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1368,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1369,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1370,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1371,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1372,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1373,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1374,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1375,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1376,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1377,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1378,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1380,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1381,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1382,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1383,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1384,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1385,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1386,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1387,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1388,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1389,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1390,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1391,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1392,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1393,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1394,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1395,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1396,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1397,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1398,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1399,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1400,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1401,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1402,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1403,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1404,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1405,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1406,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1407,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1408,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1409,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1410,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1411,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1412,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1413,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1414,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1415,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1416,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1417,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1418,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1419,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1420,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1421,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1422,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1423,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1424,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1425,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1426,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1427,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1428,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1429,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1430,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1431,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1432,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1433,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1434,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1435,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1436,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1437,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1438,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1439,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1440,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1441,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1442,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1443,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1444,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1445,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1446,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1447,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1448,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1449,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1450,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1451,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1452,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
