Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R
8853,Cropland,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
8854,Cropland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
8855,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8856,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
8857,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8858,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8859,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8860,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8861,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8862,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8863,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8864,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
8865,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8866,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8867,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8868,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8869,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8870,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8871,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8872,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8873,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8874,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8875,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8876,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8877,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8878,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8879,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8880,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8881,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8882,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8883,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8884,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8885,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8886,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8887,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8888,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8889,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8890,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8891,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8892,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8893,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8894,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
8895,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
8896,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8897,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8898,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
8899,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8900,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8901,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
8902,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8903,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8904,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
8905,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
8906,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Wetland
8907,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
8908,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8909,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
8910,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8911,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8912,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
8913,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8914,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8915,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8916,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
8917,Cropland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
8918,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
8919,Cropland,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
8920,Cropland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
8921,Cropland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8922,Cropland,Forest,Wetland,NULL,Wetland,Forest,Bareland,Wetland
8923,Cropland,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
8924,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
8925,Cropland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
8926,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8927,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8928,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8929,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
8930,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
8931,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
8932,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8933,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8934,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8935,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8936,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8937,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8938,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8939,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8940,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8941,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8942,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8943,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8944,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8945,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8946,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8947,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8948,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8949,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8950,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8951,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8952,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8953,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
8954,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8955,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8956,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8957,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
8958,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
8959,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8960,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8961,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8962,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8963,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
8964,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
8965,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8966,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8967,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8968,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8969,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8970,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8971,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8972,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8973,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8974,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8975,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8976,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
8977,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8978,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8979,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
8980,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8981,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
8982,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8983,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8984,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8985,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
8986,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8987,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
8988,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8989,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8990,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8991,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8992,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
8993,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
8994,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
8995,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8996,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8997,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8998,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8999,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9000,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9001,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9002,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9003,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9004,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9005,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
9006,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9007,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
9008,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9009,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
9010,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9011,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
9012,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9013,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
9014,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9015,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9016,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9017,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
9018,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9019,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9020,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9021,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9022,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
9023,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9024,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
9025,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
9026,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9027,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
9028,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9029,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
9030,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
9031,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9032,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
9033,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9034,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9035,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9036,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9037,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9038,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
9039,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9040,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
9041,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9042,Wetland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9043,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9044,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
9045,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9046,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
9047,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
9048,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
9049,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
9050,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
9051,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
9052,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9053,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9054,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
9055,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
9056,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9057,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
9058,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9059,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
9060,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
9061,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
9062,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9063,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9064,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
9065,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
9066,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
9067,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Wetland
9068,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9069,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
9070,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
9071,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9072,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9073,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
9074,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9075,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9076,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
9077,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9078,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9079,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9080,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
9081,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9082,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
9083,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9084,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
9085,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
9086,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9087,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9088,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9089,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9090,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9091,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9092,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9093,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9094,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9095,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
9096,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
9097,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9098,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9099,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
9100,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9101,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9102,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9103,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9104,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
9105,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
9106,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9107,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9108,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
9109,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
9110,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
9111,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9112,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
9113,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
9114,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9115,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9116,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9117,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
9118,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
9119,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
9120,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9121,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9122,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
9123,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9124,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
9125,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
9126,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
9127,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
9128,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9129,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
9130,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9131,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9132,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9133,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9134,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
9135,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Built-up,Grassland
9136,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
9137,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
9138,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
9139,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
9140,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
9141,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
9142,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
9143,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
9144,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
9145,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
9146,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
9147,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
9148,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
9149,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
9150,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
9151,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
9152,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
9153,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9154,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
9155,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
9156,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
9157,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Wetland
9158,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
9159,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
9160,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
9161,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9162,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
9163,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
9164,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
9165,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
9166,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
9167,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
9168,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
9169,Wetland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
9170,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
9171,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
9172,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
9173,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
9174,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
9175,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Bareland,Wetland
9176,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Water,Grassland
