Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMC_M_R
12605,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
12606,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
12607,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,NULL
12608,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
12609,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
12610,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
12611,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12612,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
12613,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
12614,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
12615,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
12616,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
12617,Water,Water,Wetland,Water,Wetland,NULL,Water,NULL
12618,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
12619,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
12620,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
12621,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
12622,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
12623,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
12624,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
12625,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12626,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
12627,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
12628,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12629,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
12630,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
12631,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,NULL
12632,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
12633,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
12634,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
12635,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
12636,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
12637,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
12638,Water,Water,Wetland,Water,Wetland,Grassland,Water,NULL
12639,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
12640,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
12641,Water,Water,Wetland,Water,Wetland,Cropland,Water,NULL
12642,Water,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
12643,Water,Water,Wetland,Water,Wetland,Cropland,Water,Cropland
12644,Water,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
12645,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
12646,Water,Water,Wetland,Water,Wetland,Cropland,Water,Forest
12647,Water,Water,Wetland,Water,Wetland,Cropland,Forest,Forest
12648,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Water
12649,Water,Water,Wetland,Water,Wetland,Wetland,Water,Cropland
12650,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
12651,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
12652,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
12653,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
12654,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Bareland
12655,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
12656,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Forest
12657,Water,Water,Wetland,Water,Wetland,Bareland,Water,NULL
12658,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
12659,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
12660,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
12661,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
12662,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
12663,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
12664,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
12665,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Bareland
12666,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
12667,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
12668,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
12669,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
12670,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
12671,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
12672,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
12673,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
12674,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
12675,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
12676,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
12677,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
12678,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
12679,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
12680,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
12681,Water,Water,Wetland,Water,Wetland,Water,Water,Water
12682,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
12683,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
12684,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
12685,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
12686,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
12687,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
12688,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
12689,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
12690,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
12691,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
12692,Water,Water,Wetland,Water,Wetland,Forest,Forest,NULL
12693,Water,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
12694,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
12695,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
12696,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12697,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
12698,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12699,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12700,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
12701,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
12702,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
12703,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
12704,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
12705,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
12706,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
12707,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
12708,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
12709,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
12710,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
12711,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
12712,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
12713,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
12714,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
12715,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
12716,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
12717,Water,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
12718,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
12719,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
12720,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12721,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12722,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12723,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
12724,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
12725,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,NULL
12726,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
12727,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
12728,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
12729,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
12730,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
12731,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
12732,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
12733,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
12734,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
12735,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
12736,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
12737,Water,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
12738,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
12739,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
12740,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
12741,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
12742,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
12743,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
12744,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
12745,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
12746,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
12747,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
12748,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
12749,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
12750,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
12751,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
12752,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
12753,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12754,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
12755,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Wetland
12756,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
12757,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
12758,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
12759,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
12760,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
12761,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Water
12762,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
12763,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Bareland
12764,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
12765,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Shrubland,Forest
12766,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
12767,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Forest
12768,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
12769,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
12770,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
12771,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
12772,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
12773,Water,Water,Water,NULL,Water,NULL,NULL,Forest
12774,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
12775,Water,Water,Water,NULL,Water,NULL,Water,Grassland
12776,Water,Water,Water,NULL,Water,NULL,Water,Bareland
12777,Water,Water,Water,NULL,Water,NULL,Water,Water
12778,Water,Water,Water,NULL,Water,NULL,Water,Forest
12779,Water,Water,Water,NULL,Water,NULL,Forest,Forest
12780,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
12781,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
12782,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
12783,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
12784,Water,Water,Water,NULL,Water,Shrubland,Water,Water
12785,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
12786,Water,Water,Water,NULL,Water,Shrubland,Forest,Water
12787,Water,Water,Water,NULL,Water,Shrubland,Forest,Forest
12788,Water,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
12789,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
12790,Water,Water,Water,NULL,Water,Wetland,Shrubland,Forest
12791,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
12792,Water,Water,Water,NULL,Water,Wetland,Water,Water
12793,Water,Water,Water,NULL,Water,Wetland,Water,Forest
12794,Water,Water,Water,NULL,Water,Bareland,Shrubland,Wetland
12795,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
12796,Water,Water,Water,NULL,Water,Bareland,Shrubland,Forest
12797,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
12798,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
12799,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
12800,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
12801,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
12802,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
12803,Water,Water,Water,NULL,Water,Bareland,Water,Water
12804,Water,Water,Water,NULL,Water,Bareland,Water,Forest
12805,Water,Water,Water,NULL,Water,Bareland,Forest,Water
12806,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
12807,Water,Water,Water,NULL,Water,Water,NULL,Grassland
12808,Water,Water,Water,NULL,Water,Water,NULL,Cropland
12809,Water,Water,Water,NULL,Water,Water,NULL,Water
12810,Water,Water,Water,NULL,Water,Water,Shrubland,NULL
12811,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
12812,Water,Water,Water,NULL,Water,Water,Shrubland,Cropland
12813,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
12814,Water,Water,Water,NULL,Water,Water,Shrubland,Bareland
12815,Water,Water,Water,NULL,Water,Water,Shrubland,Water
12816,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
12817,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
12818,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
12819,Water,Water,Water,NULL,Water,Water,Grassland,Water
12820,Water,Water,Water,NULL,Water,Water,Grassland,Forest
12821,Water,Water,Water,NULL,Water,Water,Wetland,Water
12822,Water,Water,Water,NULL,Water,Water,Wetland,Forest
12823,Water,Water,Water,NULL,Water,Water,Bareland,Water
12824,Water,Water,Water,NULL,Water,Water,Water,NULL
12825,Water,Water,Water,NULL,Water,Water,Water,Grassland
12826,Water,Water,Water,NULL,Water,Water,Water,Cropland
12827,Water,Water,Water,NULL,Water,Water,Water,Wetland
12828,Water,Water,Water,NULL,Water,Water,Water,Bareland
12829,Water,Water,Water,NULL,Water,Water,Water,Water
12830,Water,Water,Water,NULL,Water,Water,Water,Forest
12831,Water,Water,Water,NULL,Water,Water,Forest,Grassland
12832,Water,Water,Water,NULL,Water,Water,Forest,Water
12833,Water,Water,Water,NULL,Water,Water,Forest,Forest
12834,Water,Water,Water,NULL,Water,Forest,NULL,Water
12835,Water,Water,Water,NULL,Water,Forest,Shrubland,Water
12836,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
12837,Water,Water,Water,NULL,Water,Forest,Water,Water
12838,Water,Water,Water,NULL,Water,Forest,Water,Forest
12839,Water,Water,Water,NULL,Water,Forest,Forest,Water
12840,Water,Water,Water,NULL,Water,Forest,Forest,Forest
12841,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
12842,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
12843,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Wetland
12844,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Water
12845,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Forest
12846,Water,Water,Water,Non_Water,Water,NULL,Grassland,Grassland
12847,Water,Water,Water,Non_Water,Water,NULL,Grassland,Cropland
12848,Water,Water,Water,Non_Water,Water,NULL,Wetland,Cropland
12849,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
12850,Water,Water,Water,Non_Water,Water,NULL,Water,Cropland
12851,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
12852,Water,Water,Water,Non_Water,Water,NULL,Water,Water
12853,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
12854,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
12855,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
12856,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
12857,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Water
12858,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Forest
12859,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
12860,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
12861,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
12862,Water,Water,Water,Non_Water,Water,Shrubland,Grassland,Grassland
12863,Water,Water,Water,Non_Water,Water,Shrubland,Grassland,Water
12864,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,NULL
12865,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,Cropland
12866,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
12867,Water,Water,Water,Non_Water,Water,Shrubland,Bareland,Grassland
12868,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
12869,Water,Water,Water,Non_Water,Water,Shrubland,Water,Cropland
12870,Water,Water,Water,Non_Water,Water,Shrubland,Water,Bareland
12871,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
12872,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
12873,Water,Water,Water,Non_Water,Water,Shrubland,Forest,Water
12874,Water,Water,Water,Non_Water,Water,Shrubland,Forest,Forest
12875,Water,Water,Water,Non_Water,Water,Cropland,Forest,Forest
12876,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
12877,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Cropland
12878,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Water
12879,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Forest
12880,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
12881,Water,Water,Water,Non_Water,Water,Wetland,Wetland,NULL
12882,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
12883,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
12884,Water,Water,Water,Non_Water,Water,Wetland,Water,NULL
12885,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
12886,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
12887,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
12888,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Forest
12889,Water,Water,Water,Non_Water,Water,Bareland,Wetland,NULL
12890,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Wetland
12891,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
12892,Water,Water,Water,Non_Water,Water,Bareland,Water,NULL
12893,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
12894,Water,Water,Water,Non_Water,Water,Bareland,Water,Cropland
12895,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
12896,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
12897,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
12898,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
12899,Water,Water,Water,Non_Water,Water,Bareland,Forest,Forest
12900,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
12901,Water,Water,Water,Non_Water,Water,Water,NULL,Cropland
12902,Water,Water,Water,Non_Water,Water,Water,NULL,Water
12903,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
12904,Water,Water,Water,Non_Water,Water,Water,Shrubland,NULL
12905,Water,Water,Water,Non_Water,Water,Water,Shrubland,Grassland
12906,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
12907,Water,Water,Water,Non_Water,Water,Water,Shrubland,Forest
12908,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
12909,Water,Water,Water,Non_Water,Water,Water,Grassland,Cropland
12910,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
12911,Water,Water,Water,Non_Water,Water,Water,Wetland,NULL
12912,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
12913,Water,Water,Water,Non_Water,Water,Water,Wetland,Cropland
12914,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
12915,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
12916,Water,Water,Water,Non_Water,Water,Water,Bareland,Bareland
12917,Water,Water,Water,Non_Water,Water,Water,Built-up,Water
12918,Water,Water,Water,Non_Water,Water,Water,Water,NULL
12919,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
12920,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
12921,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
12922,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
12923,Water,Water,Water,Non_Water,Water,Water,Water,Water
12924,Water,Water,Water,Non_Water,Water,Water,Water,Forest
12925,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
12926,Water,Water,Water,Non_Water,Water,Water,Forest,Water
12927,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
12928,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
12929,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Water
12930,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
12931,Water,Water,Water,Non_Water,Water,Forest,Grassland,Water
12932,Water,Water,Water,Non_Water,Water,Forest,Water,Water
12933,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
12934,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
12935,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
12936,Water,Water,Water,Water,Water,NULL,NULL,Grassland
12937,Water,Water,Water,Water,Water,NULL,NULL,Wetland
12938,Water,Water,Water,Water,Water,NULL,NULL,Water
12939,Water,Water,Water,Water,Water,NULL,NULL,Forest
12940,Water,Water,Water,Water,Water,NULL,Shrubland,Wetland
12941,Water,Water,Water,Water,Water,NULL,Shrubland,Water
12942,Water,Water,Water,Water,Water,NULL,Shrubland,Forest
12943,Water,Water,Water,Water,Water,NULL,Grassland,Water
12944,Water,Water,Water,Water,Water,NULL,Water,Grassland
12945,Water,Water,Water,Water,Water,NULL,Water,Cropland
12946,Water,Water,Water,Water,Water,NULL,Water,Wetland
12947,Water,Water,Water,Water,Water,NULL,Water,Water
12948,Water,Water,Water,Water,Water,NULL,Water,Forest
12949,Water,Water,Water,Water,Water,NULL,Forest,Cropland
12950,Water,Water,Water,Water,Water,NULL,Forest,Water
12951,Water,Water,Water,Water,Water,NULL,Forest,Forest
12952,Water,Water,Water,Water,Water,Shrubland,NULL,Forest
12953,Water,Water,Water,Water,Water,Shrubland,Shrubland,Bareland
12954,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
12955,Water,Water,Water,Water,Water,Shrubland,Shrubland,Forest
12956,Water,Water,Water,Water,Water,Shrubland,Grassland,Grassland
12957,Water,Water,Water,Water,Water,Shrubland,Water,NULL
12958,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
12959,Water,Water,Water,Water,Water,Shrubland,Water,Cropland
12960,Water,Water,Water,Water,Water,Shrubland,Water,Water
12961,Water,Water,Water,Water,Water,Shrubland,Water,Forest
12962,Water,Water,Water,Water,Water,Shrubland,Forest,Forest
12963,Water,Water,Water,Water,Water,Cropland,Water,Water
12964,Water,Water,Water,Water,Water,Cropland,Water,Forest
12965,Water,Water,Water,Water,Water,Wetland,NULL,Water
12966,Water,Water,Water,Water,Water,Wetland,Shrubland,Forest
12967,Water,Water,Water,Water,Water,Wetland,Water,Grassland
12968,Water,Water,Water,Water,Water,Wetland,Water,Wetland
12969,Water,Water,Water,Water,Water,Wetland,Water,Water
12970,Water,Water,Water,Water,Water,Wetland,Water,Forest
12971,Water,Water,Water,Water,Water,Bareland,Shrubland,Water
12972,Water,Water,Water,Water,Water,Bareland,Water,Grassland
12973,Water,Water,Water,Water,Water,Bareland,Water,Bareland
12974,Water,Water,Water,Water,Water,Bareland,Water,Water
12975,Water,Water,Water,Water,Water,Bareland,Water,Forest
12976,Water,Water,Water,Water,Water,Water,NULL,Water
12977,Water,Water,Water,Water,Water,Water,NULL,Forest
12978,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
12979,Water,Water,Water,Water,Water,Water,Shrubland,Wetland
12980,Water,Water,Water,Water,Water,Water,Shrubland,Bareland
12981,Water,Water,Water,Water,Water,Water,Shrubland,Water
12982,Water,Water,Water,Water,Water,Water,Shrubland,Forest
12983,Water,Water,Water,Water,Water,Water,Grassland,Grassland
12984,Water,Water,Water,Water,Water,Water,Grassland,Water
12985,Water,Water,Water,Water,Water,Water,Wetland,NULL
12986,Water,Water,Water,Water,Water,Water,Wetland,Grassland
12987,Water,Water,Water,Water,Water,Water,Wetland,Water
12988,Water,Water,Water,Water,Water,Water,Bareland,Water
12989,Water,Water,Water,Water,Water,Water,Built-up,Grassland
12990,Water,Water,Water,Water,Water,Water,Built-up,Water
12991,Water,Water,Water,Water,Water,Water,Water,NULL
12992,Water,Water,Water,Water,Water,Water,Water,Grassland
12993,Water,Water,Water,Water,Water,Water,Water,Cropland
12994,Water,Water,Water,Water,Water,Water,Water,Wetland
12995,Water,Water,Water,Water,Water,Water,Water,Bareland
12996,Water,Water,Water,Water,Water,Water,Water,Water
12997,Water,Water,Water,Water,Water,Water,Water,Forest
12998,Water,Water,Water,Water,Water,Water,Forest,Water
12999,Water,Water,Water,Water,Water,Water,Forest,Forest
13000,Water,Water,Water,Water,Water,Forest,NULL,Forest
13001,Water,Water,Water,Water,Water,Forest,Shrubland,Water
13002,Water,Water,Water,Water,Water,Forest,Shrubland,Forest
13003,Water,Water,Water,Water,Water,Forest,Water,NULL
13004,Water,Water,Water,Water,Water,Forest,Water,Wetland
13005,Water,Water,Water,Water,Water,Forest,Water,Water
13006,Water,Water,Water,Water,Water,Forest,Water,Forest
13007,Water,Water,Water,Water,Water,Forest,Forest,Water
13008,Water,Water,Water,Water,Water,Forest,Forest,Forest
13009,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
