Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXK_M_R
2459,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2460,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2461,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2462,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2463,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2464,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2465,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2466,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
2467,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
2468,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2469,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2470,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2471,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
2472,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2473,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
2474,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
2475,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2476,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Built-up
2477,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2478,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2479,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2480,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
2481,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
2482,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2483,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2484,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2485,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2486,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2487,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2488,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2489,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2490,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2491,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2492,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2493,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2494,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2495,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2496,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2497,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2498,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2499,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2500,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2501,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2502,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2503,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2504,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2505,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2506,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2507,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2508,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2509,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2510,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2511,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2512,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2513,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2514,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2515,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2516,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2517,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2518,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2519,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2520,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2521,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2522,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2523,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2524,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2525,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2526,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2527,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2528,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2529,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2530,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
2531,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2532,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2533,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2534,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
2535,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2536,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2537,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2538,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2539,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2540,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2541,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2542,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
2543,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
2544,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
2545,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2546,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
2547,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2548,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2549,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2550,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2551,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2552,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2553,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2554,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2555,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2556,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2557,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2558,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
2559,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
2560,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
2561,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
2562,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
2563,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Water
2564,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
2565,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
2566,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
2567,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
2568,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2569,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2570,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2571,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2572,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2573,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2574,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2575,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2576,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2577,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2578,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2579,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2580,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2581,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2582,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2583,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2584,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2585,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2586,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2587,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2588,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2589,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2590,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2591,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2592,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2593,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2594,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2595,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2596,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2597,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2598,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2599,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2600,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2601,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2602,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2603,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2604,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2605,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2606,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2607,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2608,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2609,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2610,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2611,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2612,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2613,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2614,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2615,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2616,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2617,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2618,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2619,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2620,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2621,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2622,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2623,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2624,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2625,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2626,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2627,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2628,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2629,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2630,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2631,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2632,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2633,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2634,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2635,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2636,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2637,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2638,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2639,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2640,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2641,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2642,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2643,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2644,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2645,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2646,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2647,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2648,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2649,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2650,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2651,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2652,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2653,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2654,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2655,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2656,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2657,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2658,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2659,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2660,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2661,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2662,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2663,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2664,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2665,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2666,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2667,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2668,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2669,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2670,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2671,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2672,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2673,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2674,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2675,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2676,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2677,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2678,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2679,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2680,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
2681,Bareland,Water,Water,NULL,Water,NULL,NULL,Wetland
2682,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2683,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2684,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2685,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2686,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2687,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2688,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2689,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2690,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2691,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2692,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
2693,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
2694,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2695,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2696,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2697,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2698,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2699,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2700,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2701,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2702,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2703,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2704,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2705,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2706,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2707,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2708,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2709,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2710,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2711,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2712,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2713,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2714,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2715,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2716,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2717,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2718,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2719,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2720,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2721,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2722,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2723,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2724,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2725,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2726,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2727,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2728,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2729,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2730,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2731,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2732,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2733,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2734,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2735,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2736,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2737,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2738,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2739,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2740,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2741,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2742,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2743,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2744,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2745,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2746,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2747,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2748,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2749,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2750,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2751,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2752,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2753,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2754,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2755,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2756,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2757,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2758,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2759,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2760,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2761,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2762,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2763,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2764,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2765,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2766,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2767,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2768,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2769,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2770,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2771,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2772,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2773,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2774,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2775,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2776,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2777,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2778,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2779,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
2780,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
2781,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
2782,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2783,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2784,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2785,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2786,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2787,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
2788,Bareland,Forest,Water,Water,Water,NULL,NULL,Cropland
2789,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
2790,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2791,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
2792,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2793,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2794,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2795,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2796,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2797,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2798,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2799,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2800,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2801,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
