Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBL_M_R
6673,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6674,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6675,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6676,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6677,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6678,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6679,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6680,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6681,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6682,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6683,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6684,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6685,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6686,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6687,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6688,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6689,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6690,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6691,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6692,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6693,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6694,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
6695,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6696,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6697,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6698,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
6699,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6700,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6701,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6702,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6703,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6704,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6705,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6706,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6707,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6708,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6709,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6710,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6711,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6712,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6713,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6714,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6715,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6716,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6717,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6718,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6719,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6720,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6721,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6722,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6723,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6724,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6725,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6726,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6727,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6728,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6729,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6730,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6731,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6732,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6733,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6734,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6735,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6736,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6737,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6738,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6739,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6740,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6741,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6742,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6743,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6744,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6745,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6746,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6747,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6748,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6749,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6750,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6751,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6752,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6753,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6754,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6755,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6756,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6757,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6758,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6759,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6760,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6761,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6762,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6763,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6764,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6765,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6766,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6767,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6768,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6769,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6770,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6771,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6772,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6773,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6774,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6775,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6776,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
6777,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6778,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6779,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6780,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6781,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6782,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6783,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6784,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6785,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6786,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6787,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6788,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6789,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6790,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6791,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6792,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6793,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6794,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6795,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6796,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6797,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6798,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6799,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6800,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6801,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6802,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6803,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6804,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6805,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6806,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6807,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6808,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6809,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6810,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6811,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6812,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6813,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6814,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
6815,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
6816,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6817,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6818,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6819,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6820,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6821,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6822,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6823,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
6824,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
6825,Bareland,Cropland,Water,NULL,Water,NULL,Built-up,Bareland
6826,Bareland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
6827,Bareland,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
6828,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6829,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
6830,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6831,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
6832,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
6833,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6834,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6835,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6836,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6837,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6838,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6839,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6840,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6841,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6842,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6843,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6844,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6845,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6846,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6847,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6848,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6849,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6850,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6851,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6852,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6853,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6854,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6855,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6856,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6857,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6858,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6859,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6860,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6861,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6862,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6863,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6864,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6865,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6866,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6867,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6868,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6869,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6870,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6871,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6872,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
6873,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6874,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6875,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6876,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
6877,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6878,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6879,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6880,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6881,Bareland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6882,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6883,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6884,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6885,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
6886,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
6887,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6888,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Cropland,Water,Bareland
6889,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Cropland,Water,Water
6890,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
6891,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6892,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
6893,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
6894,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
6895,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
6896,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6897,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6898,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6899,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6900,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6901,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Water,Water
6902,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6903,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
6904,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6905,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
6906,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6907,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Water
6908,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Bareland
6909,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
6910,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6911,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
6912,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
6913,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6914,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6915,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6916,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
6917,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland,Water,Water
6918,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,NULL,Bareland
6919,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,NULL,Water
6920,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
6921,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6922,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
6923,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,NULL,Bareland
6924,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Shrubland,Water
6925,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
6926,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
6927,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Wetland,Bareland
6928,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
6929,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
6930,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
6931,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Water,Water
6932,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Forest,Water
6933,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
6934,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
6935,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
6936,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
6937,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Water
6938,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6939,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
6940,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6941,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6942,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
6943,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
6944,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Water
6945,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
6946,Bareland,Bareland,Wetland,Water,Wetland,Cropland,NULL,Grassland
6947,Bareland,Bareland,Wetland,Water,Wetland,Cropland,NULL,Bareland
6948,Bareland,Bareland,Wetland,Water,Wetland,Cropland,NULL,Water
6949,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
6950,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Cropland
6951,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Bareland
6952,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
6953,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Grassland
6954,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Bareland
6955,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
6956,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
6957,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Grassland
6958,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Bareland
6959,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
6960,Bareland,Bareland,Wetland,Water,Wetland,Water,Shrubland,Water
6961,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
6962,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
6963,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
6964,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
6965,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6966,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland,NULL,Water
6967,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6968,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6969,Bareland,Bareland,Water,NULL,Water,Bareland,NULL,Bareland
6970,Bareland,Bareland,Water,Non_Water,Water,Grassland,NULL,Bareland
6971,Bareland,Bareland,Water,Non_Water,Water,Cropland,NULL,Bareland
6972,Bareland,Bareland,Water,Non_Water,Water,Cropland,Wetland,Grassland
6973,Bareland,Bareland,Water,Non_Water,Water,Cropland,Water,Water
6974,Bareland,Bareland,Water,Non_Water,Water,Bareland,NULL,Bareland
6975,Bareland,Bareland,Water,Non_Water,Water,Water,NULL,Bareland
6976,Bareland,Bareland,Water,Non_Water,Water,Water,NULL,Water
6977,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
6978,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
6979,Bareland,Bareland,Water,Water,Water,Cropland,Wetland,Bareland
6980,Bareland,Bareland,Water,Water,Water,Cropland,Water,Water
6981,Bareland,Bareland,Water,Water,Water,Water,NULL,Bareland
6982,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
6983,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
6984,Bareland,Bareland,Water,Water,Water,Water,Water,Water
6985,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6986,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6987,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
6988,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6989,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6990,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6991,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6992,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
