Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHB_M_R
3197,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3198,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3199,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3200,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3201,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3202,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3203,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3204,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3205,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3206,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3207,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3208,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3209,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3210,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3211,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3212,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3213,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3214,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3215,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3216,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
3217,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
3218,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3219,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3220,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3221,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3222,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
3223,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3224,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3225,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
3226,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
3227,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3228,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
3229,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3230,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3231,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3232,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3233,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3234,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3235,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3236,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3237,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3238,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3239,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3240,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3241,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3242,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3243,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3244,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3245,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3246,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3247,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3248,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3249,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
3250,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3251,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3252,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3253,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3254,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3255,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3256,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3257,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3258,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3259,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3260,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3261,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3262,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3263,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
3264,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3265,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3266,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3267,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3268,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3269,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
3270,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3271,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3272,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3273,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland,Water,Grassland
3274,Grassland,Wetland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
3275,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3276,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3277,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
3278,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3279,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3280,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3281,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3282,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3283,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3284,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3285,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3286,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3287,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3288,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3289,Grassland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3290,Grassland,Wetland,Water,NULL,Water,NULL,Wetland,Forest
3291,Grassland,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
3292,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
3293,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
3294,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3295,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3296,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3297,Grassland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3298,Grassland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3299,Grassland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3300,Grassland,Bareland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3301,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3302,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3303,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3304,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3305,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3306,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3307,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3308,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3309,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3310,Grassland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
3311,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3312,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3313,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3314,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3315,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3316,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
3317,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3318,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3319,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3320,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3321,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3322,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3323,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3324,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3325,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3326,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3327,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3328,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3329,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3330,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3331,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3332,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3333,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3334,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3335,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3336,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3337,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3338,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3339,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3340,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3341,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3342,Grassland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
3343,Grassland,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
3344,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3345,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3346,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3347,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3348,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3349,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3350,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3351,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3352,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3353,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3354,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3355,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3356,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3357,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3358,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3359,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3360,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3361,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3362,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3363,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
3364,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3365,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3366,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3367,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3368,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3369,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3370,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3371,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3372,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3373,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3374,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3375,Grassland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
3376,Grassland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
3377,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3378,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3379,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3380,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3381,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3382,Grassland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
3383,Grassland,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3384,Grassland,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
3385,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3386,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3387,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3388,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3389,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3390,Grassland,Water,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
3391,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3392,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3393,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3394,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3395,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3396,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3397,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3398,Grassland,Water,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
3399,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3400,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3401,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3402,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3403,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3404,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3405,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3406,Grassland,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3407,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3408,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3409,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3410,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3411,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3412,Grassland,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
3413,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3414,Grassland,Water,Water,NULL,Water,Bareland,Water,Bareland
3415,Grassland,Water,Water,NULL,Water,Forest,Forest,Forest
3416,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
3417,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
3418,Grassland,Water,Water,Water,Water,Bareland,Grassland,Forest
3419,Grassland,Water,Water,Water,Water,Water,Water,Wetland
3420,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3421,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3422,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3423,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3424,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3425,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3426,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3427,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3428,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3429,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3430,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3431,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3432,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3433,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3434,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3435,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3436,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3437,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3438,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3439,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3440,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3441,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3442,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3443,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3444,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3445,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3446,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3447,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3448,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3449,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3450,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3451,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3452,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3453,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3454,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3455,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3456,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3457,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3458,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3459,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3460,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3461,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3462,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3463,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3464,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3465,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3466,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3467,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3468,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3469,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3470,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3471,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3472,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3473,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3474,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3475,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3476,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3477,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3478,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3479,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3480,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3481,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3482,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3483,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3484,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3485,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3486,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3487,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3488,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3489,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3490,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3491,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3492,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3493,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3494,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3495,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3496,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3497,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3498,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3499,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3500,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3501,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3502,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3503,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
3504,Grassland,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
3505,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3506,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3507,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3508,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
3509,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3510,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3511,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3512,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3513,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3514,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3515,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3516,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3517,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3518,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3519,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3520,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3521,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
