Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXF_M_R
8807,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8808,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8809,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
8810,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
8811,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
8812,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8813,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
8814,Bareland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8815,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland,Bareland,Grassland
8816,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland,Bareland,Wetland
8817,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
8818,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
8819,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8820,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8821,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
8822,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8823,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8824,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8825,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8826,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
8827,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
8828,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8829,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8830,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8831,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8832,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8833,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8834,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8835,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8836,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
8837,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
8838,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8839,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
8840,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8841,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8842,Bareland,Water,Cropland,Water,Non_Wetland,Cropland,Bareland,Grassland
8843,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
8844,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Water
8845,Bareland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8846,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
8847,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
8848,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
8849,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Water
8850,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
8851,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8852,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
8853,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
8854,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
8855,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
8856,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
8857,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
8858,Bareland,Water,Bareland,Water,Non_Wetland,Cropland,Water,Grassland
8859,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
8860,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8861,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8862,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8863,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8864,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
8865,Bareland,Water,Water,NULL,Water,Cropland,Water,Grassland
8866,Bareland,Water,Water,NULL,Water,Cropland,Forest,Forest
8867,Bareland,Water,Water,NULL,Water,Wetland,Water,Water
8868,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
8869,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
8870,Bareland,Water,Water,NULL,Water,Water,Water,Water
8871,Bareland,Water,Water,NULL,Water,Forest,NULL,Forest
8872,Bareland,Water,Water,NULL,Water,Forest,Water,Water
8873,Bareland,Water,Water,NULL,Water,Forest,Water,Forest
8874,Bareland,Water,Water,Water,Water,NULL,Water,Water
8875,Bareland,Water,Water,Water,Water,Shrubland,Water,Water
8876,Bareland,Water,Water,Water,Water,Cropland,Water,Water
8877,Bareland,Water,Water,Water,Water,Wetland,Water,Water
8878,Bareland,Water,Water,Water,Water,Bareland,NULL,Grassland
8879,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
8880,Bareland,Water,Water,Water,Water,Bareland,Water,Wetland
8881,Bareland,Water,Water,Water,Water,Water,Bareland,Water
8882,Bareland,Water,Water,Water,Water,Water,Water,Water
8883,Bareland,Water,Water,Water,Water,Forest,Water,Water
8884,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8885,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8886,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8887,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8888,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8889,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8890,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8891,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8892,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8893,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8894,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8895,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8896,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8897,Bareland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8898,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8899,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
8900,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8901,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
8902,Bareland,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
8903,Bareland,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
8904,Bareland,Water,Forest,Water,Non_Wetland,Cropland,Bareland,Grassland
8905,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Wetland
8906,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
8907,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
8908,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
8909,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8910,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8911,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8912,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8913,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8914,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8915,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8916,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8917,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8918,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8919,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8920,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
8921,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8922,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8923,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8924,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8925,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8926,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8927,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8928,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8929,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8930,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8931,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8932,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8933,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8934,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8935,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8936,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8937,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8938,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8939,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8940,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8941,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
8942,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8943,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
8944,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8945,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8946,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8947,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8948,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8949,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8950,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8951,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8952,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8953,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8954,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8955,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8956,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8957,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8958,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8959,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8960,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8961,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8962,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8963,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8964,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8965,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8966,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8967,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8968,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
8969,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8970,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8971,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8972,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8973,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8974,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8975,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8976,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8977,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8978,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8979,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8980,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8981,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
8982,Bareland,Forest,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
8983,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8984,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8985,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8986,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8987,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8988,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8989,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8990,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8991,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8992,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8993,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8994,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8995,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
8996,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8997,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8998,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8999,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9000,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
9001,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9002,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
9003,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9004,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9005,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9006,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9007,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9008,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
9009,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
9010,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
9011,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
9012,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9013,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9014,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9015,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9016,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9017,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9018,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9019,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9020,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9021,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9022,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9023,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9024,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9025,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9026,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9027,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9028,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
9029,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9030,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9031,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9032,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
9033,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
9034,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9035,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9036,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
9037,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9038,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9039,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9040,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9041,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9042,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9043,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9044,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9045,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9046,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9047,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9048,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9049,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9050,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9051,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9052,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9053,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9054,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9055,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
9056,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
9057,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9058,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9059,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9060,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9061,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
9062,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
9063,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
9064,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
9065,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9066,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9067,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9068,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9069,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
9070,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
9071,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
9072,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
9073,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
9074,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
9075,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
9076,Water,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
9077,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
9078,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Water
9079,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
9080,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
9081,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
9082,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
9083,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
9084,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
9085,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
9086,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
9087,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
9088,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9089,Water,NULL,Water,NULL,Water,NULL,Shrubland,Forest
9090,Water,NULL,Water,NULL,Water,NULL,Water,Water
9091,Water,NULL,Water,NULL,Water,Shrubland,NULL,Bareland
9092,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
9093,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
9094,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
9095,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
9096,Water,NULL,Water,NULL,Water,Wetland,Water,Water
9097,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
9098,Water,NULL,Water,NULL,Water,Bareland,Water,Water
9099,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
9100,Water,NULL,Water,NULL,Water,Water,Bareland,Water
9101,Water,NULL,Water,NULL,Water,Water,Water,Grassland
9102,Water,NULL,Water,NULL,Water,Water,Water,Water
9103,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
9104,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
9105,Water,NULL,Water,Non_Water,Water,Cropland,Water,Water
9106,Water,NULL,Water,Non_Water,Water,Bareland,Shrubland,Water
9107,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
9108,Water,NULL,Water,Water,Water,Wetland,Shrubland,Water
9109,Water,NULL,Water,Water,Water,Wetland,Shrubland,Forest
9110,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
9111,Water,NULL,Water,Water,Water,Wetland,Water,Water
9112,Water,NULL,Water,Water,Water,Bareland,Shrubland,Forest
9113,Water,NULL,Water,Water,Water,Water,Water,Wetland
9114,Water,NULL,Water,Water,Water,Water,Water,Water
9115,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9116,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9117,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9118,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9119,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9120,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
9121,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
9122,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9123,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9124,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9125,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9126,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9127,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9128,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
9129,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
9130,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9131,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
9132,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
9133,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
9134,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9135,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
9136,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
9137,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
9138,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9139,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9140,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
9141,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9142,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9143,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9144,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9145,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9146,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9147,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9148,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9149,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
