Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZB_M_R
5447,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5448,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5449,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5450,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5451,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5452,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5453,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5454,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5455,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5456,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5457,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5458,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5459,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
5460,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
5461,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
5462,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
5463,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
5464,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
5465,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5466,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5467,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5468,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5469,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5470,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5471,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5472,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5473,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5474,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5475,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5476,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5477,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5478,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5479,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5480,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5481,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5482,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5483,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5484,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5485,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5486,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5487,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
5488,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5489,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5490,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5491,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5492,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5493,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5494,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5495,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5496,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5497,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5498,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5499,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5500,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5501,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5502,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5503,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5504,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
5505,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5506,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5507,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5508,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5509,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5510,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5511,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5512,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5513,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5514,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5515,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5516,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5517,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5518,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5519,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5520,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5521,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5522,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5523,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
5524,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5525,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5526,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5527,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5528,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5529,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5530,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5531,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5532,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
5533,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
5534,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5535,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5536,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5537,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5538,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5539,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5540,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5541,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5542,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5543,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5544,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5545,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5546,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5547,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5548,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5549,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5550,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5551,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5552,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5553,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5554,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5555,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5556,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5557,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5558,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5559,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
5560,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5561,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5562,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5563,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5564,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5565,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5566,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5567,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5568,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5569,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5570,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5571,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5572,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5573,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5574,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5575,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5576,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5577,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5578,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5579,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5580,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5581,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5582,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5583,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5584,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5585,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5586,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5587,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5588,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5589,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5590,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5591,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5592,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5593,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5594,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5595,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5596,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5597,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5598,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5599,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5600,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5601,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5602,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5603,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5604,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5605,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5606,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5607,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5608,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5609,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5610,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5611,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5612,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5613,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5614,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5615,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5616,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5617,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5618,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5619,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5620,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5621,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5622,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5623,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5624,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5625,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5626,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5627,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5628,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5629,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5630,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5631,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5632,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5633,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5634,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5635,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5636,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5637,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5638,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5639,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5640,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5641,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5642,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5643,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5644,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5645,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5646,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5647,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5648,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5649,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5650,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5651,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5652,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5653,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5654,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5655,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5656,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5657,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5658,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5659,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5660,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
5661,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5662,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5663,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5664,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5665,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5666,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5667,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5668,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5669,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5670,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5671,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
5672,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5673,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5674,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5675,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5676,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5677,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5678,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5679,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5680,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5681,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5682,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5683,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5684,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5685,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5686,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5687,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5688,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5689,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5690,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5691,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5692,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5693,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5694,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5695,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5696,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5697,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5698,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5699,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
5700,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5701,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5702,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5703,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5704,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5705,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5706,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5707,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
5708,Cropland,Water,Water,NULL,Water,Grassland,NULL,Grassland
5709,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5710,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5711,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5712,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5713,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5714,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5715,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5716,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5717,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5718,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5719,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5720,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5721,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5722,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
5723,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5724,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5725,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5726,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5727,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5728,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5729,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5730,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5731,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5732,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5733,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5734,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5735,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5736,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5737,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5738,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5739,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5740,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5741,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5742,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5743,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5744,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5745,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5746,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5747,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5748,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5749,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5750,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5751,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5752,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5753,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5754,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5755,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5756,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5757,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5758,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5759,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5760,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
