Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R
6623,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6624,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6625,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6626,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6627,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6628,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6629,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6630,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
6631,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6632,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6633,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6634,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6635,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
6636,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6637,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6638,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
6639,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6640,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
6641,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6642,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
6643,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6644,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
6645,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6646,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6647,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6648,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
6649,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6650,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6651,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
6652,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6653,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6654,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6655,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6656,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6657,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6658,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6659,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6660,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6661,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6662,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6663,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6664,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6665,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6666,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6667,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6668,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6669,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
6670,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6671,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
6672,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6673,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
6674,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
6675,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
6676,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6677,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6678,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6679,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
6680,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Water
6681,Forest,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6682,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
6683,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6684,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6685,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6686,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6687,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6688,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6689,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6690,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6691,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6692,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6693,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6694,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6695,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6696,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6697,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
6698,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6699,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
6700,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6701,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6702,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
6703,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6704,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6705,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6706,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6707,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6708,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6709,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
6710,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6711,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6712,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6713,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
6714,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6715,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6716,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6717,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6718,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6719,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
6720,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6721,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6722,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6723,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6724,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6725,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6726,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6727,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6728,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6729,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
6730,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
6731,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6732,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6733,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6734,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6735,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6736,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6737,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
6738,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6739,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6740,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6741,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
6742,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6743,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6744,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6745,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6746,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6747,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6748,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6749,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6750,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6751,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6752,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6753,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6754,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6755,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6756,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6757,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6758,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6759,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6760,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6761,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6762,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6763,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6764,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6765,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
6766,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
6767,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
6768,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6769,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
6770,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
6771,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
6772,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6773,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
6774,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6775,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
6776,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6777,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
6778,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
6779,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6780,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
6781,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6782,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6783,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6784,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6785,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6786,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6787,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6788,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
6789,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6790,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6791,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
6792,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6793,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
6794,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
6795,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
6796,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6797,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6798,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6799,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6800,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6801,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6802,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
6803,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6804,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
6805,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6806,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
6807,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6808,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
6809,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6810,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6811,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6812,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
6813,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6814,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6815,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6816,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
6817,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
6818,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6819,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6820,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
6821,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
6822,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6823,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
6824,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6825,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6826,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
6827,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6828,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6829,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6830,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6831,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6832,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6833,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6834,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6835,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6836,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6837,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
6838,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6839,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
6840,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6841,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
6842,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
6843,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6844,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
6845,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6846,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
6847,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
6848,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Forest
6849,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6850,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
6851,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6852,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6853,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6854,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6855,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6856,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6857,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6858,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6859,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6860,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6861,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
6862,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6863,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6864,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
6865,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
6866,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6867,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6868,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
6869,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6870,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6871,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6872,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6873,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
6874,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
6875,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6876,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6877,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
6878,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
6879,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
6880,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6881,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
6882,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6883,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
6884,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
6885,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
6886,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6887,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6888,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
6889,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
6890,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
6891,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6892,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6893,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
6894,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
6895,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6896,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6897,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
6898,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
6899,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6900,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6901,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6902,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
6903,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6904,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6905,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
6906,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6907,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6908,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
6909,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6910,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
6911,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
6912,Forest,NULL,Wetland,Water,Wetland,Water,Bareland,Forest
6913,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6914,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6915,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
6916,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
6917,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
6918,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
6919,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6920,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
6921,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
6922,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
6923,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
6924,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
6925,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Grassland
6926,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6927,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6928,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6929,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6930,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6931,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6932,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6933,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6934,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
6935,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6936,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6937,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
6938,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6939,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6940,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
6941,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6942,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6943,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6944,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6945,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6946,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6947,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Built-up
6948,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6949,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
6950,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6951,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Built-up
6952,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6953,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
6954,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
6955,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6956,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6957,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
