Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMH_M_R
334,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
335,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
336,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
338,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
339,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
340,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
341,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
342,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
343,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
344,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
345,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
346,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
347,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
348,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
349,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
350,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
351,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
352,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
353,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
354,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
355,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
356,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
357,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
358,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
359,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
360,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
361,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
362,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
363,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
364,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
365,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
366,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
367,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
368,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
369,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
370,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
371,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
372,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
373,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
374,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
375,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
376,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
377,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
378,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
379,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
380,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
381,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
382,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
383,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Water
384,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
385,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
386,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Water
387,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
388,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
389,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
390,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
391,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
392,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
393,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
394,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
395,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
396,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
397,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
398,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
399,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
400,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
401,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
402,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
403,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
404,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
405,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
406,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
407,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
408,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
409,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
410,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
411,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
412,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
413,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
414,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
415,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
416,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
417,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
418,Grassland,Water,Water,Water,Water,NULL,NULL,Water
419,Grassland,Water,Water,Water,Water,Bareland,Bareland,Water
420,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
421,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
422,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
423,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
424,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
425,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
426,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
427,Grassland,Forest,Water,Water,Water,Bareland,Bareland,Water
428,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
430,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
431,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
432,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
433,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
434,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
435,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
436,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
437,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
438,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
439,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
440,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
441,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
442,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
443,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
444,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
446,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
447,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
448,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
449,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
450,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
451,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
452,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
453,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
454,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
455,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
456,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
457,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
458,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
459,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
460,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
461,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
462,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
463,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
464,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
465,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
466,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
467,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
468,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
469,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
470,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
471,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
472,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
473,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
474,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
475,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
476,Cropland,Water,Water,NULL,Water,Bareland,Bareland,Water
477,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
478,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
480,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
481,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
482,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
484,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
485,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
486,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
487,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
488,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
490,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
491,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
492,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
493,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
494,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
495,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
496,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
497,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
498,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
499,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
500,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
501,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
502,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
503,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
504,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
505,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
506,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
507,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
508,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
509,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
510,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
511,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
512,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
513,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
514,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
515,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
516,Wetland,Wetland,Water,Water,Water,Grassland,Bareland,Grassland
517,Wetland,Wetland,Water,Water,Water,Grassland,Bareland,Bareland
518,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
519,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
520,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
521,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
522,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
523,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
524,Wetland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
525,Wetland,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
526,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
527,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
528,Wetland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
529,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
530,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
531,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
532,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
533,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
534,Wetland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
535,Wetland,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
536,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
537,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Water
538,Wetland,Water,Water,Water,Water,Grassland,Bareland,Water
539,Wetland,Water,Water,Water,Water,Bareland,Bareland,Bareland
540,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
541,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
542,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
544,Wetland,Water,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
545,Wetland,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
546,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
547,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
548,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
549,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
550,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
555,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
556,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
557,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
558,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
559,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
560,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
561,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
562,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
563,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
564,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
565,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
566,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
567,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
568,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
569,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
570,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
571,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
572,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
573,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
574,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
575,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
576,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
577,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
578,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
579,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
580,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
581,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
582,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
583,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
584,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
585,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
586,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
587,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
588,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
589,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
590,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
591,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
592,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
593,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
594,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
595,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
596,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
597,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
598,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
599,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
600,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
601,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
602,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland,Forest
603,Bareland,Bareland,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
604,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Water
605,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
606,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
607,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
608,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
609,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
610,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Bareland,Water
611,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
612,Bareland,Bareland,Water,NULL,Water,Grassland,Bareland,Bareland
613,Bareland,Bareland,Water,NULL,Water,Grassland,Bareland,Water
614,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
615,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
616,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
617,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
618,Bareland,Bareland,Water,Water,Water,NULL,Bareland,Bareland
619,Bareland,Bareland,Water,Water,Water,NULL,Bareland,Water
620,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
621,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
622,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
623,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
624,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
625,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
626,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
627,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
628,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
629,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
630,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
631,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
632,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
633,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
634,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
635,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
636,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Bareland,Water
637,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
638,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
639,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
640,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
641,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
642,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
643,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
644,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
645,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
646,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
647,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
648,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
649,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
650,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
651,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
652,Bareland,Built-up,Water,NULL,Water,Grassland,Bareland,Water
653,Bareland,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
654,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
655,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Water
656,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
657,Bareland,Built-up,Water,NULL,Water,Forest,Bareland,Forest
658,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Water
659,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
660,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
661,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
662,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
663,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
664,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
665,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
666,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
667,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Bareland,Water
668,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
669,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
