Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHU_M_R
6861,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6862,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6863,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6864,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6865,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6866,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6867,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6868,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6869,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6870,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6871,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6872,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
6873,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6874,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6875,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6876,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
6877,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6878,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6879,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6880,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6881,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6882,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6883,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6884,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6885,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
6886,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
6887,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
6888,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
6889,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6890,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6891,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6892,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
6893,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6894,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6895,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6896,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
6897,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
6898,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
6899,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6900,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6901,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
6902,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6903,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6904,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6905,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6906,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6907,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6908,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6909,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6910,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6911,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6912,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6913,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6914,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6915,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6916,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6917,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6918,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6919,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6920,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6921,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6922,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
6923,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6924,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6925,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6926,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6927,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6928,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6929,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6930,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6931,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6932,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6933,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6934,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6935,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6936,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6937,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6938,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6939,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6940,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6941,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6942,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6943,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6944,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6945,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6946,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6947,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6948,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6949,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6950,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6951,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6952,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6953,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6954,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6955,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6956,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6957,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6958,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6959,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6960,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6961,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6962,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6963,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6964,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6965,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6966,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6967,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6968,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6969,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6970,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6971,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6972,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6973,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6974,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6975,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6976,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6977,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6978,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6979,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6980,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6981,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6982,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6983,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6984,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6985,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6986,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6987,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6988,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6989,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6990,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6991,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
6992,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6993,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6994,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6995,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6996,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6997,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6998,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6999,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7000,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Bareland
7001,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
7002,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
7003,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7004,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
7005,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
7006,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7007,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
7008,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7009,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
7010,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7011,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
7012,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
7013,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7014,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7015,Cropland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
7016,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7017,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7018,Cropland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
7019,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7020,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7021,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7022,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7023,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7024,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
7025,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7026,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7027,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
7028,Cropland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
7029,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7030,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
7031,Cropland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
7032,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
7033,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7034,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
7035,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
7036,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
7037,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
7038,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
7039,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7040,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Built-up
7041,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
7042,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7043,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7044,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7045,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7046,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Bareland
7047,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
7048,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
7049,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7050,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7051,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7052,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7053,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7054,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7055,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7056,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7057,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7058,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7059,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7060,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7061,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7062,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7063,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7064,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
7065,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7066,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
7067,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
7068,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7069,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7070,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
7071,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7072,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7073,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7074,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7075,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
7076,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7077,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7078,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7079,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7080,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7081,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7082,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7083,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
7084,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7085,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
7086,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
7087,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7088,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7089,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7090,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7091,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7092,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7093,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7094,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7095,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7096,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7097,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7098,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7099,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7100,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7101,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7102,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7103,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
7104,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7105,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7106,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
7107,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
7108,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
7109,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7110,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7111,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7112,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
7113,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
7114,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7115,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
7116,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
7117,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Water
7118,Cropland,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
7119,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
7120,Cropland,NULL,Water,Water,Water,Bareland,Grassland,Bareland
7121,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7122,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7123,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7124,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7125,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7126,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7127,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7128,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7129,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7130,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
7131,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7132,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7133,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7134,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7135,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7136,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7137,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7138,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
7139,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7140,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7141,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7142,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7143,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7144,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7145,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7146,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7147,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7148,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7149,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7150,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7151,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7152,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7153,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7154,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
7155,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7156,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7157,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7158,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7159,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7160,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7161,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7162,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7163,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7164,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
7165,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
7166,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7167,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7168,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7169,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7170,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7171,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7172,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7173,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7174,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7175,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7176,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7177,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7178,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7179,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
7180,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7181,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
