Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBQ_M_R
680,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
681,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
682,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
683,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
684,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
685,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
686,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
687,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
688,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
689,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
690,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
691,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
692,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
693,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
694,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
695,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
696,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
697,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
698,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
699,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
700,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
701,NULL,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
702,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
703,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
704,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
705,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
706,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
707,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
708,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
709,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
710,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
711,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
712,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
713,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
714,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
715,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
716,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
717,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
718,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
719,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
720,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
721,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
722,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
723,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
724,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
725,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
726,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
727,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
728,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
729,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
730,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
731,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
732,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
733,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
734,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
735,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
736,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
737,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
738,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
739,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
740,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
741,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
742,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
743,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
744,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
745,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
746,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
747,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
748,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
749,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
750,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
751,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
752,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
753,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
754,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
755,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
756,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
757,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
758,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
759,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
760,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
761,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
762,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
763,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
764,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
765,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
766,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
767,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
768,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
769,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
770,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
771,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
772,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
773,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
774,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
775,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
776,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
777,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
778,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
779,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
780,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
781,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
782,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
783,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
784,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
785,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
786,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
811,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
812,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
813,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
814,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
815,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
816,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
817,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
818,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
819,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
820,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
821,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
822,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
823,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
824,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
825,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
826,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
827,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
828,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
829,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
830,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
831,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
832,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
833,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
834,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
835,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
836,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
837,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
838,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
839,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
840,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
841,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
842,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
843,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
844,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
845,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
846,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
847,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
848,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
849,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
850,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
851,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
852,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
853,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
854,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
855,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
856,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
857,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
858,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
859,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
860,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
861,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
862,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
863,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
864,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
865,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
866,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
867,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
868,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
869,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
870,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
871,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
872,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
873,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
874,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
875,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
876,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
877,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
878,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
879,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
880,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
881,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
882,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
883,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
884,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
885,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
886,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
887,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
888,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
889,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
890,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
891,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
892,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
893,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
894,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
895,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
896,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
897,Grassland,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
898,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
899,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
900,Grassland,NULL,Water,Water,Water,Shrubland,Water,Wetland
901,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
902,Grassland,NULL,Water,Water,Water,Water,Water,Water
903,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
904,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
905,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
906,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
907,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
908,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
909,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
910,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
911,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
912,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
913,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
914,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
915,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
916,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
917,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
918,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
919,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
920,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
921,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
922,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
923,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
924,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
925,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
926,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
927,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
928,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
929,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
930,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
931,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
932,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
933,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
934,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
935,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
936,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
937,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
938,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
939,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
940,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
941,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
942,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
943,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
944,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
945,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
946,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
947,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
948,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
949,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
950,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
951,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
952,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
953,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
954,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
955,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
956,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
957,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
958,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
959,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
960,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
961,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
962,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
963,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
964,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
965,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
966,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
967,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
968,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
969,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
970,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
971,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
972,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
973,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
974,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
975,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
976,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
977,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
978,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
979,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
980,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
981,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
982,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
983,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
984,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
985,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
986,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
987,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
988,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
989,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
990,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
991,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
992,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
993,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
994,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
995,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
996,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
997,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
998,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
999,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1000,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1001,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1002,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
