Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRM_M_R
8558,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8559,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8560,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8561,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8562,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
8563,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
8564,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
8565,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8566,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8567,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
8568,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8569,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
8570,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8571,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8572,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8573,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
8574,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8575,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8576,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
8577,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8578,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8579,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
8580,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
8581,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
8582,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
8583,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
8584,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8585,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
8586,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
8587,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8588,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
8589,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8590,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8591,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
8592,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
8593,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
8594,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
8595,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8596,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
8597,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8598,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
8599,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Cropland
8600,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
8601,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8602,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8603,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8604,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
8605,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8606,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
8607,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
8608,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Bareland
8609,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8610,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8611,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8612,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8613,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
8614,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Cropland
8615,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Bareland
8616,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8617,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8618,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8619,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8620,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8621,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
8622,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
8623,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8624,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8625,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8626,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8627,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
8628,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
8629,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
8630,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
8631,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8632,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
8633,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water,Bareland
8634,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8635,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8636,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8637,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8638,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8639,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8640,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8641,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8642,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8643,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8644,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8645,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8646,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8647,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8648,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8649,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8650,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8651,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8652,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8653,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8654,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8655,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8656,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
8657,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8658,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8659,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8660,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8661,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8662,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8663,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
8664,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8665,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8666,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8667,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8668,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8669,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8670,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8671,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8672,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8673,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8674,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8675,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8676,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8677,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
8678,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8679,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
8680,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
8681,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
8682,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
8683,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8684,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8685,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8686,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8687,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8688,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8689,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
8690,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8691,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8692,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8693,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8694,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8695,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8696,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8697,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8698,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8699,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8700,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8701,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8702,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8703,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8704,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8705,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
8706,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8707,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
8708,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
8709,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
8710,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8711,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8712,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8713,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8714,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
8715,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8716,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8717,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8718,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8719,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
8720,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8721,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8722,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8723,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8724,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8725,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8726,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8727,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8728,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8729,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8730,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8731,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8732,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8733,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8734,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8735,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8736,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8737,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8738,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8739,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8740,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
8741,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8742,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8743,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8744,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
8745,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8746,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
8747,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
8748,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8749,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
8750,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8751,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8752,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
8753,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8754,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8755,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8756,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8757,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8758,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
8759,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8760,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
8761,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
8762,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
8763,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8764,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
8765,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8766,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
8767,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
8768,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
8769,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
8770,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8771,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
8772,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8773,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
8774,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8775,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8776,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8777,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8778,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8779,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8780,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
8781,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8782,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
8783,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
8784,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8785,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8786,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8787,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8788,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
8789,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8790,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8791,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8792,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8793,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
8794,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8795,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
8796,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
8797,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8798,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8799,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
8800,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
8801,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8802,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
8803,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8804,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
8805,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8806,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8807,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
8808,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8809,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8810,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8811,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
8812,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
8813,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
8814,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
8815,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8816,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
8817,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
8818,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
8819,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
8820,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8821,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
8822,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
8823,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
8824,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
8825,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
8826,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
8827,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
8828,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
8829,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
8830,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
8831,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
8832,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
8833,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
8834,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
8835,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
8836,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
8837,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
8838,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
8839,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
8840,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8841,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
8842,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
8843,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
8844,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Built-up
8845,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
8846,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8847,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
8848,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
8849,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
8850,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
8851,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
8852,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Bareland
8853,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
8854,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
8855,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
8856,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
8857,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8858,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8859,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
8860,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
8861,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
8862,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
8863,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8864,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Cropland
8865,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
8866,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8867,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
8868,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
8869,Bareland,NULL,Wetland,Water,Wetland,Grassland,Built-up,Water
8870,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
8871,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
8872,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
8873,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
8874,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8875,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
8876,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
8877,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8878,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
