Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R
9420,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9421,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
9422,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9423,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
9424,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
9425,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
9426,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9427,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
9428,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9429,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9430,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9431,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9432,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
9433,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9434,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9435,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9436,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
9437,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
9438,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
9439,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9440,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9441,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9442,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9443,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9444,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9445,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
9446,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9447,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9448,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9449,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
9450,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
9451,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9452,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9453,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
9454,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9455,Wetland,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9456,Wetland,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
9457,Wetland,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9458,Wetland,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9459,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9460,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9461,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9462,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9463,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
9464,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
9465,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9466,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9467,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9468,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
9469,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
9470,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
9471,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9472,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9473,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
9474,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
9475,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
9476,Wetland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
9477,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9478,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
9479,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
9480,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
9481,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9482,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9483,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
9484,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Water
9485,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9486,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
9487,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
9488,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9489,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9490,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9491,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9492,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9493,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9494,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
9495,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
9496,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9497,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9498,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9499,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9500,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9501,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9502,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9503,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9504,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
9505,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
9506,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9507,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
9508,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9509,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
9510,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9511,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9512,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
9513,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9514,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9515,Wetland,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
9516,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9517,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9518,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
9519,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9520,Wetland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
9521,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
9522,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
9523,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
9524,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
9525,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
9526,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
9527,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
9528,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9529,Wetland,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
9530,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
9531,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
9532,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
9533,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
9534,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
9535,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
9536,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
9537,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
9538,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Grassland
9539,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
9540,Wetland,Water,Wetland,Water,Wetland,Forest,Forest,Forest
9541,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9542,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
9543,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
9544,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Water
9545,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9546,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9547,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9548,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9549,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9550,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
9551,Wetland,Water,Water,NULL,Water,Shrubland,NULL,Wetland
9552,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
9553,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Wetland
9554,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Water
9555,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
9556,Wetland,Water,Water,NULL,Water,Shrubland,Grassland,Forest
9557,Wetland,Water,Water,NULL,Water,Shrubland,Wetland,Wetland
9558,Wetland,Water,Water,NULL,Water,Shrubland,Water,Grassland
9559,Wetland,Water,Water,NULL,Water,Shrubland,Water,Wetland
9560,Wetland,Water,Water,NULL,Water,Shrubland,Water,Water
9561,Wetland,Water,Water,NULL,Water,Shrubland,Water,Forest
9562,Wetland,Water,Water,NULL,Water,Shrubland,Forest,Wetland
9563,Wetland,Water,Water,NULL,Water,Shrubland,Forest,Water
9564,Wetland,Water,Water,NULL,Water,Shrubland,Forest,Forest
9565,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
9566,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Wetland
9567,Wetland,Water,Water,NULL,Water,Bareland,Water,Wetland
9568,Wetland,Water,Water,NULL,Water,Bareland,Water,Water
9569,Wetland,Water,Water,NULL,Water,Bareland,Forest,Wetland
9570,Wetland,Water,Water,NULL,Water,Water,Shrubland,Wetland
9571,Wetland,Water,Water,NULL,Water,Water,Shrubland,Water
9572,Wetland,Water,Water,NULL,Water,Water,Grassland,Wetland
9573,Wetland,Water,Water,NULL,Water,Water,Grassland,Forest
9574,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
9575,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
9576,Wetland,Water,Water,NULL,Water,Water,Water,Water
9577,Wetland,Water,Water,NULL,Water,Water,Forest,Forest
9578,Wetland,Water,Water,NULL,Water,Forest,Shrubland,Water
9579,Wetland,Water,Water,NULL,Water,Forest,Forest,Wetland
9580,Wetland,Water,Water,Non_Water,Water,NULL,Water,Grassland
9581,Wetland,Water,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
9582,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
9583,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Water
9584,Wetland,Water,Water,Non_Water,Water,Shrubland,Forest,Wetland
9585,Wetland,Water,Water,Non_Water,Water,Bareland,Shrubland,Wetland
9586,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Wetland
9587,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
9588,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
9589,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
9590,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Water
9591,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Forest
9592,Wetland,Water,Water,Water,Water,Shrubland,Wetland,Wetland
9593,Wetland,Water,Water,Water,Water,Shrubland,Water,Wetland
9594,Wetland,Water,Water,Water,Water,Shrubland,Water,Water
9595,Wetland,Water,Water,Water,Water,Shrubland,Water,Forest
9596,Wetland,Water,Water,Water,Water,Shrubland,Forest,Wetland
9597,Wetland,Water,Water,Water,Water,Shrubland,Forest,Forest
9598,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
9599,Wetland,Water,Water,Water,Water,Bareland,Shrubland,Wetland
9600,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
9601,Wetland,Water,Water,Water,Water,Bareland,Water,Water
9602,Wetland,Water,Water,Water,Water,Water,Shrubland,Water
9603,Wetland,Water,Water,Water,Water,Water,Grassland,Water
9604,Wetland,Water,Water,Water,Water,Water,Water,Wetland
9605,Wetland,Water,Water,Water,Water,Water,Water,Water
9606,Wetland,Water,Water,Water,Water,Water,Forest,Wetland
9607,Wetland,Water,Water,Water,Water,Water,Forest,Forest
9608,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9609,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9610,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9611,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9612,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
9613,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9614,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9615,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9616,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9617,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9618,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9619,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9620,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9621,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9622,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
9623,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9624,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9625,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
9626,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9627,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9628,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9629,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9630,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9631,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9632,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9633,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9634,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9635,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
9636,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
9637,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9638,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9639,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9640,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9641,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
9642,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9643,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9644,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9645,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9646,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9647,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9648,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9649,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
9650,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9651,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9652,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
9653,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Water
9654,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9655,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9656,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9657,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9658,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9659,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9660,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9661,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9662,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9663,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9664,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9665,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
9666,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
9667,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
9668,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9669,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
9670,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9671,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9672,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9673,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9674,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9675,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9676,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9677,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9678,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9679,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9680,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9681,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9682,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9683,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9684,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9685,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9686,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9687,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9688,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
9689,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9690,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9691,Wetland,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
9692,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
9693,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9694,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9695,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9696,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
9697,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9698,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9699,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9700,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9701,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9702,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
9703,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Water
9704,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9705,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9706,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9707,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9708,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9709,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9710,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9711,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9712,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9713,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Water,Water
9714,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
9715,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9716,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9717,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Water
9718,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9719,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
9720,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9721,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
9722,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9723,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9724,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9725,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9726,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
9727,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
9728,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
9729,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
9730,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
9731,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
9732,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
9733,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9734,Wetland,Forest,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9735,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
9736,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Water
9737,Wetland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9738,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
9739,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
9740,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9741,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9742,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9743,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9744,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
9745,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9746,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9747,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9748,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
9749,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
9750,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9751,Wetland,Forest,Wetland,Water,Wetland,Shrubland,NULL,Water
9752,Wetland,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9753,Wetland,Forest,Wetland,Water,Wetland,Shrubland,Water,Wetland
9754,Wetland,Forest,Wetland,Water,Wetland,Shrubland,Water,Water
9755,Wetland,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
9756,Wetland,Forest,Wetland,Water,Wetland,Shrubland,Forest,Wetland
9757,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
9758,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
9759,Wetland,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
9760,Wetland,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
9761,Wetland,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Forest
9762,Wetland,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
9763,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
9764,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
