Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNM_M_R
4271,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4272,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4273,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
4274,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4275,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4276,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Wetland
4277,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4278,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
4279,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
4280,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
4281,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4282,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4283,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4284,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4285,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4286,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4287,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4288,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4289,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
4290,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4291,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4292,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4293,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4294,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4295,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4296,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4297,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4298,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4299,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4300,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4301,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4302,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4303,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4304,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4305,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4306,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4307,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4308,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4309,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4310,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4311,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4312,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
4313,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4314,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4315,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
4316,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4317,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4318,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4319,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
4320,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4321,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4322,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4323,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4324,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4325,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4326,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4327,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4328,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4329,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4330,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4331,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4332,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4333,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4334,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4335,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4336,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4337,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,NULL
4338,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4339,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4340,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
4341,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
4342,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4343,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4344,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4345,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4346,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4347,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4348,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4349,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4350,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4351,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4352,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4353,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4354,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4355,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4356,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4357,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4358,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4359,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4360,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4361,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4362,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4363,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4364,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4365,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4366,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4367,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4368,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4369,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4370,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4371,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4372,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4373,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4374,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4375,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4376,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4377,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
4378,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4379,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4380,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
4381,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4382,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4383,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4384,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4385,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4386,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4387,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4388,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4389,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4390,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4391,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
4392,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4393,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4394,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4395,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4396,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4397,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4398,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4399,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4400,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4401,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4402,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4403,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4404,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4405,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4406,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4407,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4408,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4409,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4410,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4411,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4412,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4413,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4414,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4415,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4416,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4417,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4418,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4419,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4420,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4421,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
4422,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4423,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4424,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4425,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4426,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4427,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4428,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4429,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4430,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4431,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4432,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4433,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4434,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4435,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4436,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4437,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4438,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4439,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4440,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4441,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4442,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
4443,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
4444,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4445,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4446,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
4447,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4448,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4449,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4450,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4451,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4452,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4453,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4454,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4455,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4456,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4457,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4458,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4459,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4460,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4461,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4462,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4463,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4464,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4465,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4466,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
4467,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4468,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4469,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4470,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4471,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4472,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4473,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
4474,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4475,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
4476,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4477,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4478,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4480,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4481,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4482,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4483,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
4484,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4485,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4486,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4487,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
4488,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
4489,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4490,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4491,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4492,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4493,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4494,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4495,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4496,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4497,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4498,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4499,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4500,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4501,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4502,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4503,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4504,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4505,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4506,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4507,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4508,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4509,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4510,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4511,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4512,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4513,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4514,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4515,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4516,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4517,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4518,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4519,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4520,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4521,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4522,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
4523,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4524,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4525,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4526,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
4527,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
4528,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4529,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4530,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4531,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4532,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4533,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
4534,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4535,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4536,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4537,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4538,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4539,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4540,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4541,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
4542,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4543,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
4544,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
4545,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4546,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4547,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4548,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4549,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4550,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4551,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
4552,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
4553,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4554,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4555,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
4556,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4557,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
4558,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
4559,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
4560,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4561,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4562,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4563,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4564,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4565,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4566,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4567,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
4568,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4569,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
4570,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
4571,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4572,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4573,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4574,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4575,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
