Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKL_M_R
3542,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3543,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3544,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3545,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3546,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3547,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3548,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3549,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3550,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3551,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3552,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3553,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3554,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3555,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3556,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3557,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3558,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3559,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3560,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3561,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3562,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3563,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3564,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
3565,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3566,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3567,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3568,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3569,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3570,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3571,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3572,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3573,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3574,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3575,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3576,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3577,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3578,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3579,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3580,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3581,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3582,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3583,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3584,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3585,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3586,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3587,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3588,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3589,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3590,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3591,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3592,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3593,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3594,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3595,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3596,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3597,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3598,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3599,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3600,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3601,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3602,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3603,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3604,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3605,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3606,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3607,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3608,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3609,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3610,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3611,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3612,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3613,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3614,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3615,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3616,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3617,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3618,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3619,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3620,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3621,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3622,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3623,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3624,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3625,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
3626,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3627,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3628,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3629,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3630,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3631,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3632,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3633,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3634,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3635,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3636,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3637,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3638,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3639,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3640,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3641,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3642,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3643,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3644,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3645,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3646,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3647,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3648,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3649,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3650,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3651,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3652,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3653,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3654,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3655,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3656,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3657,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
3658,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3659,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3660,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3661,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3662,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3663,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3664,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3665,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3666,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3667,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3668,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3669,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3670,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3671,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3672,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3673,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3674,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3675,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3676,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3677,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3678,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3679,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3680,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3681,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3682,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3683,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3684,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3685,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3686,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3687,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3688,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3689,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3690,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3691,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3692,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3693,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3694,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3695,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3696,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3697,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3698,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3699,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3700,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3701,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3702,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3703,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3704,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
3705,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3706,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3707,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3708,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3709,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3710,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3711,Cropland,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
3712,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3713,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3714,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3715,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3716,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3717,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3718,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3719,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3720,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3721,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3722,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3723,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3724,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3725,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3726,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3727,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3728,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3729,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3730,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3731,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3732,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3733,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3734,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3735,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3736,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3737,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3738,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3739,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3740,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3741,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3742,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3743,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3744,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3745,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3746,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3747,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3748,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3749,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3750,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3751,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3752,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3753,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3754,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3755,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3756,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3757,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3758,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3759,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3760,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3761,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3762,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3763,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3764,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3765,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
3766,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3767,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3768,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3769,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3770,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3771,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3772,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3773,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3774,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3775,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3776,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3777,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3778,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3779,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3780,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3781,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3782,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3783,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3784,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3785,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3786,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3787,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3788,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3789,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3790,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3791,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3792,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3793,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3794,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3795,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3796,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3797,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3798,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3799,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3800,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3801,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3802,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3803,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3804,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
3805,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3806,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3807,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3808,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3809,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3810,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3811,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3812,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3813,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
3814,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3815,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3816,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3817,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3818,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3819,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3820,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3821,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3822,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3823,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3824,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3825,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3826,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3827,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3828,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3829,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3830,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3831,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
3832,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3833,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3834,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3835,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3836,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3837,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3838,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3839,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3840,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3841,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3842,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3843,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3844,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3845,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3846,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3847,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3848,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3849,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3850,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3851,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3852,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3853,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3854,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3855,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
3856,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3857,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
3858,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
