Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTD_M_R
876,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
877,Water,Built-up,Grassland,NULL,Non_Wetland,Water
878,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
879,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
880,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
881,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
882,Water,Built-up,Wetland,Non_Water,Wetland,Water
883,Water,Built-up,Water,NULL,Water,Water
884,Water,Built-up,Water,NULL,Water,Forest
885,Water,Built-up,Water,Water,Water,Forest
886,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
887,Water,Built-up,Forest,NULL,Non_Wetland,Forest
888,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
889,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
890,Water,Built-up,Forest,Water,Non_Wetland,Water
891,Water,Built-up,Forest,Water,Non_Wetland,Forest
892,Water,Water,NULL,NULL,Non_Wetland,Grassland
893,Water,Water,NULL,NULL,Non_Wetland,Bareland
894,Water,Water,NULL,NULL,Non_Wetland,Water
895,Water,Water,NULL,NULL,Non_Wetland,Forest
896,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
897,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
898,Water,Water,NULL,Non_Water,Non_Wetland,Water
899,Water,Water,NULL,Non_Water,Non_Wetland,Forest
900,Water,Water,NULL,Water,Non_Wetland,Water
901,Water,Water,NULL,Water,Non_Wetland,Forest
902,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
903,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
904,Water,Water,Shrubland,NULL,Non_Wetland,Water
905,Water,Water,Shrubland,NULL,Non_Wetland,Forest
906,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
907,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
908,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
909,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
910,Water,Water,Shrubland,Water,Non_Wetland,Grassland
911,Water,Water,Shrubland,Water,Non_Wetland,Bareland
912,Water,Water,Shrubland,Water,Non_Wetland,Water
913,Water,Water,Shrubland,Water,Non_Wetland,Forest
914,Water,Water,Grassland,NULL,Non_Wetland,Grassland
915,Water,Water,Grassland,NULL,Non_Wetland,Bareland
916,Water,Water,Grassland,NULL,Non_Wetland,Water
917,Water,Water,Grassland,NULL,Non_Wetland,Forest
918,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
919,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
920,Water,Water,Grassland,Non_Water,Non_Wetland,Water
921,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
922,Water,Water,Grassland,Water,Non_Wetland,Grassland
923,Water,Water,Grassland,Water,Non_Wetland,Bareland
924,Water,Water,Grassland,Water,Non_Wetland,Water
925,Water,Water,Grassland,Water,Non_Wetland,Forest
926,Water,Water,Cropland,NULL,Non_Wetland,Grassland
927,Water,Water,Cropland,NULL,Non_Wetland,Bareland
928,Water,Water,Cropland,NULL,Non_Wetland,Water
929,Water,Water,Cropland,NULL,Non_Wetland,Forest
930,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
931,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
932,Water,Water,Cropland,Non_Water,Non_Wetland,Water
933,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
934,Water,Water,Cropland,Water,Non_Wetland,Grassland
935,Water,Water,Cropland,Water,Non_Wetland,Cropland
936,Water,Water,Cropland,Water,Non_Wetland,Bareland
937,Water,Water,Cropland,Water,Non_Wetland,Water
938,Water,Water,Cropland,Water,Non_Wetland,Forest
939,Water,Water,Wetland,NULL,Wetland,Grassland
940,Water,Water,Wetland,NULL,Wetland,Bareland
941,Water,Water,Wetland,NULL,Wetland,Water
942,Water,Water,Wetland,NULL,Wetland,Forest
943,Water,Water,Wetland,Non_Water,Wetland,Grassland
944,Water,Water,Wetland,Non_Water,Wetland,Bareland
945,Water,Water,Wetland,Non_Water,Wetland,Water
946,Water,Water,Wetland,Non_Water,Wetland,Forest
947,Water,Water,Wetland,Water,Wetland,Grassland
948,Water,Water,Wetland,Water,Wetland,Bareland
949,Water,Water,Wetland,Water,Wetland,Water
950,Water,Water,Wetland,Water,Wetland,Forest
951,Water,Water,Bareland,NULL,Non_Wetland,Grassland
952,Water,Water,Bareland,NULL,Non_Wetland,Bareland
953,Water,Water,Bareland,NULL,Non_Wetland,Water
954,Water,Water,Bareland,NULL,Non_Wetland,Forest
955,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
956,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
957,Water,Water,Bareland,Non_Water,Non_Wetland,Water
958,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
959,Water,Water,Bareland,Water,Non_Wetland,Grassland
960,Water,Water,Bareland,Water,Non_Wetland,Bareland
961,Water,Water,Bareland,Water,Non_Wetland,Water
962,Water,Water,Bareland,Water,Non_Wetland,Forest
963,Water,Water,Built-up,NULL,Non_Wetland,Bareland
964,Water,Water,Built-up,NULL,Non_Wetland,Water
965,Water,Water,Built-up,NULL,Non_Wetland,Forest
966,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
967,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
968,Water,Water,Built-up,Non_Water,Non_Wetland,Water
969,Water,Water,Built-up,Water,Non_Wetland,Bareland
970,Water,Water,Water,NULL,Water,Grassland
971,Water,Water,Water,NULL,Water,Cropland
972,Water,Water,Water,NULL,Water,Bareland
973,Water,Water,Water,NULL,Water,Water
974,Water,Water,Water,NULL,Water,Forest
975,Water,Water,Water,Non_Water,Water,Grassland
976,Water,Water,Water,Non_Water,Water,Bareland
977,Water,Water,Water,Non_Water,Water,Water
978,Water,Water,Water,Non_Water,Water,Forest
979,Water,Water,Water,Water,Water,Grassland
980,Water,Water,Water,Water,Water,Cropland
981,Water,Water,Water,Water,Water,Bareland
982,Water,Water,Water,Water,Water,Water
983,Water,Water,Water,Water,Water,Forest
984,Water,Water,Forest,NULL,Non_Wetland,Grassland
985,Water,Water,Forest,NULL,Non_Wetland,Bareland
986,Water,Water,Forest,NULL,Non_Wetland,Water
987,Water,Water,Forest,NULL,Non_Wetland,Forest
988,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
989,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
990,Water,Water,Forest,Non_Water,Non_Wetland,Water
991,Water,Water,Forest,Non_Water,Non_Wetland,Forest
992,Water,Water,Forest,Water,Non_Wetland,Grassland
993,Water,Water,Forest,Water,Non_Wetland,Cropland
994,Water,Water,Forest,Water,Non_Wetland,Bareland
995,Water,Water,Forest,Water,Non_Wetland,Water
996,Water,Water,Forest,Water,Non_Wetland,Forest
997,Water,Forest,NULL,NULL,Non_Wetland,Forest
998,Water,Forest,NULL,Non_Water,Non_Wetland,Water
999,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1000,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1001,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1002,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1003,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1004,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1005,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1006,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1007,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1008,Water,Forest,Shrubland,Water,Non_Wetland,Water
1009,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1010,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1011,Water,Forest,Grassland,NULL,Non_Wetland,Water
1012,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1013,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1014,Water,Forest,Grassland,Non_Water,Non_Wetland,Water
1015,Water,Forest,Grassland,Water,Non_Wetland,Bareland
1016,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1017,Water,Forest,Cropland,NULL,Non_Wetland,Water
1018,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1019,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1020,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
1021,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1022,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1023,Water,Forest,Cropland,Water,Non_Wetland,Forest
1024,Water,Forest,Wetland,NULL,Wetland,Forest
1025,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1026,Water,Forest,Wetland,Non_Water,Wetland,Water
1027,Water,Forest,Wetland,Non_Water,Wetland,Forest
1028,Water,Forest,Wetland,Water,Wetland,Grassland
1029,Water,Forest,Wetland,Water,Wetland,Bareland
1030,Water,Forest,Wetland,Water,Wetland,Water
1031,Water,Forest,Wetland,Water,Wetland,Forest
1032,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1033,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1034,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
1035,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1036,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1037,Water,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1038,Water,Forest,Water,NULL,Water,Bareland
1039,Water,Forest,Water,NULL,Water,Water
1040,Water,Forest,Water,NULL,Water,Forest
1041,Water,Forest,Water,Non_Water,Water,Bareland
1042,Water,Forest,Water,Non_Water,Water,Water
1043,Water,Forest,Water,Non_Water,Water,Forest
1044,Water,Forest,Water,Water,Water,Grassland
1045,Water,Forest,Water,Water,Water,Bareland
1046,Water,Forest,Water,Water,Water,Water
1047,Water,Forest,Water,Water,Water,Forest
1048,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1049,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1050,Water,Forest,Forest,NULL,Non_Wetland,Water
1051,Water,Forest,Forest,NULL,Non_Wetland,Forest
1052,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1053,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1054,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1055,Water,Forest,Forest,Water,Non_Wetland,Grassland
1056,Water,Forest,Forest,Water,Non_Wetland,Water
1057,Water,Forest,Forest,Water,Non_Wetland,Forest
1058,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1059,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1060,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1061,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland
1062,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1063,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1064,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1065,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1066,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1067,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1068,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1069,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1070,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1071,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1072,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1073,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1074,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1075,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1076,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1077,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1078,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1079,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1080,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1081,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1082,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1083,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1084,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1085,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1086,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1087,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1088,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1089,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1090,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1091,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1092,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1093,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1094,Forest,NULL,Cropland,Water,Non_Wetland,Water
1095,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1096,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1097,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1098,Forest,NULL,Wetland,Non_Water,Wetland,Water
1099,Forest,NULL,Wetland,Water,Wetland,Grassland
1100,Forest,NULL,Wetland,Water,Wetland,Bareland
1101,Forest,NULL,Wetland,Water,Wetland,Water
1102,Forest,NULL,Wetland,Water,Wetland,Forest
1103,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1104,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1105,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1106,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1107,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1108,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1109,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1110,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1111,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1112,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1113,Forest,NULL,Bareland,Water,Non_Wetland,Water
1114,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1115,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1116,Forest,NULL,Built-up,NULL,Non_Wetland,Water
1117,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1118,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1119,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1120,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
1121,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1122,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
1123,Forest,NULL,Water,NULL,Water,Grassland
1124,Forest,NULL,Water,NULL,Water,Bareland
1125,Forest,NULL,Water,NULL,Water,Water
1126,Forest,NULL,Water,NULL,Water,Forest
1127,Forest,NULL,Water,Non_Water,Water,Grassland
1128,Forest,NULL,Water,Non_Water,Water,Bareland
1129,Forest,NULL,Water,Non_Water,Water,Water
1130,Forest,NULL,Water,Non_Water,Water,Forest
1131,Forest,NULL,Water,Water,Water,Grassland
1132,Forest,NULL,Water,Water,Water,Bareland
1133,Forest,NULL,Water,Water,Water,Water
1134,Forest,NULL,Water,Water,Water,Forest
1135,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1136,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1137,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1138,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1139,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1140,Forest,NULL,Forest,NULL,Non_Wetland,Water
1141,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1142,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1143,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1144,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1145,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1146,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1147,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1148,Forest,NULL,Forest,Water,Non_Wetland,Water
1149,Forest,NULL,Forest,Water,Non_Wetland,Forest
1150,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1151,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1152,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1153,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1154,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1155,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1156,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1157,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1158,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1159,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1160,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1161,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1162,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1163,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1164,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1165,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1166,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1167,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1168,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1169,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1170,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1171,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1172,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1173,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1174,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1175,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1176,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1177,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1178,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1179,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1180,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1181,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1182,Forest,Bareland,Grassland,Water,Non_Wetland,Water
1183,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1184,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1185,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1186,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water
1187,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1188,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
1189,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1190,Forest,Bareland,Cropland,Water,Non_Wetland,Forest
1191,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland
1192,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1193,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
1194,Forest,Bareland,Wetland,Water,Wetland,Grassland
1195,Forest,Bareland,Wetland,Water,Wetland,Water
1196,Forest,Bareland,Wetland,Water,Wetland,Forest
1197,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1198,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
1199,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1200,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1201,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1202,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1203,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1204,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1205,Forest,Bareland,Bareland,Water,Non_Wetland,Forest
1206,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland
1207,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
1208,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1209,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water
1210,Forest,Bareland,Water,NULL,Water,Grassland
1211,Forest,Bareland,Water,NULL,Water,Bareland
1212,Forest,Bareland,Water,NULL,Water,Water
1213,Forest,Bareland,Water,Non_Water,Water,Grassland
1214,Forest,Bareland,Water,Non_Water,Water,Bareland
1215,Forest,Bareland,Water,Non_Water,Water,Water
1216,Forest,Bareland,Water,Non_Water,Water,Forest
1217,Forest,Bareland,Water,Water,Water,Grassland
1218,Forest,Bareland,Water,Water,Water,Bareland
1219,Forest,Bareland,Water,Water,Water,Water
1220,Forest,Bareland,Water,Water,Water,Forest
1221,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1222,Forest,Bareland,Forest,NULL,Non_Wetland,Water
1223,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1224,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1225,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1226,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1227,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
1228,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
1229,Forest,Bareland,Forest,Water,Non_Wetland,Water
1230,Forest,Bareland,Forest,Water,Non_Wetland,Forest
1231,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1232,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1233,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1234,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1235,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1236,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1237,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1238,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1239,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1240,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1241,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1242,Forest,Built-up,Cropland,NULL,Non_Wetland,Water
1243,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1244,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1245,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
1246,Forest,Built-up,Wetland,NULL,Wetland,Forest
1247,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1248,Forest,Built-up,Wetland,Water,Wetland,Water
1249,Forest,Built-up,Wetland,Water,Wetland,Forest
1250,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1251,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1252,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1253,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1254,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1255,Forest,Built-up,Water,NULL,Water,Bareland
1256,Forest,Built-up,Water,NULL,Water,Water
1257,Forest,Built-up,Water,NULL,Water,Forest
1258,Forest,Built-up,Water,Non_Water,Water,Grassland
1259,Forest,Built-up,Water,Non_Water,Water,Bareland
1260,Forest,Built-up,Water,Water,Water,Water
1261,Forest,Built-up,Water,Water,Water,Forest
1262,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1263,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1264,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1265,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1266,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water
1267,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1268,Forest,Built-up,Forest,Water,Non_Wetland,Bareland
1269,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1270,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1271,Forest,Water,NULL,NULL,Non_Wetland,Water
1272,Forest,Water,NULL,NULL,Non_Wetland,Forest
1273,Forest,Water,NULL,Water,Non_Wetland,Water
1274,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1275,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1276,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1277,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1278,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1279,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1280,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1281,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1282,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1283,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1284,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1285,Forest,Water,Shrubland,Water,Non_Wetland,Water
1286,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1287,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1288,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1289,Forest,Water,Grassland,NULL,Non_Wetland,Water
1290,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1291,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1292,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1293,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1294,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1295,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1296,Forest,Water,Grassland,Water,Non_Wetland,Bareland
1297,Forest,Water,Grassland,Water,Non_Wetland,Water
1298,Forest,Water,Grassland,Water,Non_Wetland,Forest
1299,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1300,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1301,Forest,Water,Cropland,NULL,Non_Wetland,Water
1302,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1303,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1304,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1305,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1306,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1307,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1308,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1309,Forest,Water,Cropland,Water,Non_Wetland,Water
1310,Forest,Water,Cropland,Water,Non_Wetland,Forest
1311,Forest,Water,Wetland,NULL,Wetland,Grassland
1312,Forest,Water,Wetland,NULL,Wetland,Bareland
1313,Forest,Water,Wetland,NULL,Wetland,Water
1314,Forest,Water,Wetland,NULL,Wetland,Forest
1315,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1316,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1317,Forest,Water,Wetland,Non_Water,Wetland,Water
1318,Forest,Water,Wetland,Non_Water,Wetland,Forest
1319,Forest,Water,Wetland,Water,Wetland,Grassland
1320,Forest,Water,Wetland,Water,Wetland,Bareland
1321,Forest,Water,Wetland,Water,Wetland,Water
1322,Forest,Water,Wetland,Water,Wetland,Forest
1323,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
