Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R
711,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
712,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
713,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
714,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
715,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
716,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
717,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
719,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
720,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
722,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
723,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
724,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
725,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
726,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
727,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
728,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
729,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
730,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
731,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
732,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
734,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
735,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
736,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
737,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
738,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
739,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
740,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
741,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
742,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
743,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
745,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
746,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
747,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
748,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
749,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
750,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
751,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
752,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
753,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
754,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
755,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
756,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
757,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
758,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
759,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
760,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
761,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
762,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
763,Forest,Water,Water,NULL,Water,NULL,NULL,Water
764,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
765,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
766,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
767,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
768,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
769,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
770,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
771,Forest,Water,Water,Water,Water,NULL,NULL,Water
772,Forest,Water,Water,Water,Water,NULL,NULL,Forest
773,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
774,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
775,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
776,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
777,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
778,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
779,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
781,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
782,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
783,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
784,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
785,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
786,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
788,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
790,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
791,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
792,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
794,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
795,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
796,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
797,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
798,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
799,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
800,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
801,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
802,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
804,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
805,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
806,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
807,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
809,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
810,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
811,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
812,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
813,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
814,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
815,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
816,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
817,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
818,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
819,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
820,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
821,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
822,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
823,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
824,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
825,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
826,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
827,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
828,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
829,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
830,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
831,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
832,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
833,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
834,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
835,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
836,Forest,Forest,Water,Water,Water,NULL,NULL,Water
837,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
838,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
839,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
840,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
841,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
842,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
843,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
844,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
846,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
848,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
849,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
850,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
