Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWS_M_R
11172,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11173,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11174,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11175,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11176,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11177,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11178,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11179,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11180,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11181,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11182,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
11183,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11184,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11185,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11186,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11187,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
11188,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
11189,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
11190,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
11191,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
11192,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11193,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11194,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11195,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11196,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
11197,Wetland,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
11198,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
11199,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11200,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
11201,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
11202,Wetland,Cropland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
11203,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
11204,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
11205,Wetland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11206,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11207,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
11208,Wetland,Cropland,Water,Water,Water,NULL,Water,Wetland
11209,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11210,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
11211,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11212,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11213,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
11214,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11215,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11216,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11217,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11218,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11219,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11220,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11221,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11222,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
11223,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
11224,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11225,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
11226,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
11227,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
11228,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
11229,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11230,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11231,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
11232,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11233,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11234,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11235,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11236,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11237,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11238,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
11239,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
11240,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
11241,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
11242,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11243,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11244,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11245,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11246,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
11247,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11248,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11249,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
11250,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
11251,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11252,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
11253,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
11254,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
11255,Wetland,Wetland,NULL,Water,Non_Wetland,Water,NULL,Wetland
11256,Wetland,Wetland,NULL,Water,Non_Wetland,Water,NULL,Water
11257,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Water
11258,Wetland,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Water
11259,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11260,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11261,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11262,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11263,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
11264,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11265,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11266,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11267,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11268,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
11269,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11270,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
11271,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Water
11272,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11273,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
11274,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11275,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11276,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
11277,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11278,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
11279,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11280,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
11281,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
11282,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
11283,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11284,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11285,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
11286,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
11287,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
11288,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
11289,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,NULL
11290,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11291,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11292,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
11293,Wetland,Wetland,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11294,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,NULL,Wetland
11295,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest,NULL,Wetland
11296,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest,NULL,Forest
11297,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11298,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11299,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11300,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11301,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11302,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
11303,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11304,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11305,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
11306,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11307,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
11308,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11309,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11310,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
11311,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11312,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
11313,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11314,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11315,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11316,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
11317,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11318,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
11319,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
11320,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
11321,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
11322,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Water
11323,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Water
11324,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
11325,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
11326,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11327,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11328,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
11329,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
11330,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
11331,Wetland,Wetland,Wetland,NULL,Wetland,Water,Built-up,Wetland
11332,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
11333,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
11334,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11335,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11336,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
11337,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
11338,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
11339,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
11340,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
11341,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
11342,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
11343,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
11344,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11345,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
11346,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
11347,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11348,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
11349,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
11350,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11351,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
11352,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11353,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
11354,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
11355,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
11356,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
11357,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
11358,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
11359,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
11360,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11361,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
11362,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
11363,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
11364,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
11365,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11366,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
11367,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
11368,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
11369,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
11370,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
11371,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,NULL
11372,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
11373,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Built-up,Wetland
11374,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11375,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
11376,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
11377,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
11378,Wetland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
11379,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland,Wetland
11380,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
11381,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,NULL
11382,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
11383,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
11384,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Water
11385,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
11386,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
11387,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
11388,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
11389,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
11390,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
11391,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
11392,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
11393,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
11394,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
11395,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
11396,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
11397,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
11398,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
11399,Wetland,Wetland,Wetland,Water,Wetland,Water,Built-up,Wetland
11400,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
11401,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
11402,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
11403,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
11404,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Water
11405,Wetland,Wetland,Wetland,Water,Wetland,Forest,NULL,Grassland
11406,Wetland,Wetland,Wetland,Water,Wetland,Forest,NULL,Cropland
11407,Wetland,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
11408,Wetland,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Grassland
11409,Wetland,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Wetland
11410,Wetland,Wetland,Wetland,Water,Wetland,Forest,Grassland,Grassland
11411,Wetland,Wetland,Wetland,Water,Wetland,Forest,Grassland,Wetland
11412,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
11413,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11414,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11415,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
11416,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,NULL,Water
11417,Wetland,Wetland,Water,Non_Water,Water,Shrubland,NULL,Wetland
11418,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
11419,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
11420,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Water
11421,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
11422,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
11423,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Water
11424,Wetland,Wetland,Water,Non_Water,Water,Forest,Shrubland,Wetland
11425,Wetland,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
11426,Wetland,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
11427,Wetland,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
11428,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Wetland
11429,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Water
11430,Wetland,Wetland,Water,Water,Water,Water,NULL,Wetland
11431,Wetland,Wetland,Water,Water,Water,Water,NULL,Water
11432,Wetland,Wetland,Water,Water,Water,Water,Shrubland,Wetland
11433,Wetland,Wetland,Water,Water,Water,Water,Shrubland,Water
11434,Wetland,Wetland,Water,Water,Water,Water,Grassland,Water
11435,Wetland,Wetland,Water,Water,Water,Water,Built-up,Wetland
11436,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
11437,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
11438,Wetland,Wetland,Water,Water,Water,Water,Water,Water
11439,Wetland,Wetland,Water,Water,Water,Water,Forest,Wetland
11440,Wetland,Wetland,Water,Water,Water,Water,Forest,Water
11441,Wetland,Wetland,Water,Water,Water,Forest,NULL,Wetland
11442,Wetland,Wetland,Water,Water,Water,Forest,Shrubland,Wetland
11443,Wetland,Wetland,Water,Water,Water,Forest,Shrubland,Water
11444,Wetland,Wetland,Water,Water,Water,Forest,Shrubland,Forest
11445,Wetland,Wetland,Water,Water,Water,Forest,Water,Wetland
11446,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
11447,Wetland,Wetland,Water,Water,Water,Forest,Forest,Wetland
11448,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11449,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11450,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11451,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11452,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11453,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11454,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11455,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11456,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11457,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11458,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11459,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11460,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
11461,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11462,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11463,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11464,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11465,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11466,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11467,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11468,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11469,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
11470,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
11471,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
11472,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
11473,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
11474,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11475,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
11476,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
11477,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
11478,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
11479,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
11480,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,Water
11481,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11482,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11483,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11484,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
11485,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Water
11486,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
11487,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Wetland
11488,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
11489,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
11490,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11491,Wetland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11492,Wetland,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11493,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
