Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHF_M_R
695,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
696,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
697,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
698,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
699,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
700,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
701,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
702,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
704,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
705,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
706,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
707,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
708,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
709,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
710,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
711,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
712,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
713,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
714,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
715,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
716,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
717,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
718,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
719,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
720,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
721,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
722,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
723,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
724,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
725,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
726,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
727,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
728,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
729,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
730,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
731,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
732,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
733,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
734,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
735,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
737,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
738,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
739,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
740,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
742,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
743,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
744,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
745,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
746,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
747,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
748,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
749,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
750,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
751,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
752,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
753,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
754,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
755,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
756,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
757,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
758,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
759,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
760,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
761,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
762,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
763,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
764,Water,NULL,Water,NULL,Water,NULL,NULL,Water
765,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
766,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
767,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
768,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
769,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
770,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
771,Water,NULL,Water,Water,Water,NULL,NULL,Water
772,Water,NULL,Water,Water,Water,NULL,NULL,Forest
773,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
774,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
775,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
776,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
777,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
778,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
779,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
780,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
782,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
783,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
784,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
785,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
786,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
787,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
788,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
789,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
790,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
791,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
792,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
793,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
794,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
795,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
796,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
797,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
798,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
799,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
800,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
801,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
802,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
803,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
804,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
805,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
806,Water,Wetland,Water,Water,Water,NULL,NULL,Water
807,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
808,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
809,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
810,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
811,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
812,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
813,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
814,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
815,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
816,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
817,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
818,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
822,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
823,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
824,Water,Bareland,Water,Water,Water,NULL,NULL,Water
825,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
826,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
827,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
828,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
829,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
830,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
831,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
833,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
835,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
836,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
837,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
838,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
839,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
840,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
841,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
842,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
843,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
844,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
845,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
846,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
847,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
848,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
849,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
850,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
851,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
852,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
853,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
854,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
855,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
856,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
857,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
858,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
859,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
860,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
861,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
862,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
863,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
864,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
865,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
866,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
867,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
868,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
869,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
870,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
871,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
872,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
873,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
874,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
875,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
876,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
877,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
878,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
879,Water,Water,Water,NULL,Water,NULL,NULL,Water
880,Water,Water,Water,NULL,Water,NULL,NULL,Forest
881,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
882,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
883,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
884,Water,Water,Water,Water,Water,NULL,NULL,Grassland
885,Water,Water,Water,Water,Water,NULL,NULL,Wetland
886,Water,Water,Water,Water,Water,NULL,NULL,Bareland
887,Water,Water,Water,Water,Water,NULL,NULL,Water
888,Water,Water,Water,Water,Water,NULL,NULL,Forest
889,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
890,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
891,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
892,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
893,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
894,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
895,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
897,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
898,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
899,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
900,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
901,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
902,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
903,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
904,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
905,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
906,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
908,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
909,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
910,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
911,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
912,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
913,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
914,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
915,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
916,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
917,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
918,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
919,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
920,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
921,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
922,Water,Forest,Water,NULL,Water,NULL,NULL,Water
923,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
924,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
925,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
926,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
927,Water,Forest,Water,Water,Water,NULL,NULL,Water
928,Water,Forest,Water,Water,Water,NULL,NULL,Forest
929,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
930,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
931,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
932,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
933,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
934,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
935,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
936,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
937,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
939,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
940,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
941,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
942,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
943,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
945,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
946,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
948,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
949,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Water
951,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,NULL,Forest
952,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
953,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
954,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
955,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
956,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
957,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
958,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
959,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
960,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
961,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
962,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
963,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
964,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
966,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
967,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
968,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
969,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
970,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
971,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
972,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
973,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
974,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
975,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
976,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
977,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
979,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
980,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
981,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
982,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
983,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
984,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
985,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
987,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
988,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
989,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
990,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
991,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
992,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
993,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
994,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
995,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
996,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
997,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
998,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
999,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1000,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1001,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1002,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1003,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1004,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1006,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1007,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1010,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1011,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1012,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1013,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1014,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1015,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1016,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1017,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1018,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1019,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1020,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1021,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1022,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1024,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1025,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1026,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1027,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1028,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1029,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1031,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1032,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1033,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1034,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1035,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1036,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1039,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1042,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1044,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1045,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1047,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1048,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1049,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1051,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1052,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1053,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1055,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1056,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
