Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEK_M_R
9035,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9036,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9037,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
9038,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
9039,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9040,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
9041,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
9042,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9043,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
9044,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9045,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
9046,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9047,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9048,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9049,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9050,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9051,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9052,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9053,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9054,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9055,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9056,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9057,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9058,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9059,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9060,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9061,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
9062,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9063,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9064,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9065,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9066,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9067,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9068,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9069,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9070,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9071,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9072,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9073,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9074,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9075,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9076,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
9077,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
9078,Cropland,Bareland,Wetland,NULL,Wetland,Bareland,Shrubland,Water
9079,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
9080,Cropland,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9081,Cropland,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
9082,Cropland,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
9083,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
9084,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
9085,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9086,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Water
9087,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
9088,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9089,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
9090,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Forest
9091,Cropland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
9092,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
9093,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
9094,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
9095,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
9096,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9097,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
9098,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9099,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9100,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9101,Cropland,Bareland,Water,NULL,Water,Bareland,Water,Water
9102,Cropland,Bareland,Water,Non_Water,Water,Grassland,Grassland,Cropland
9103,Cropland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
9104,Cropland,Bareland,Water,Water,Water,Bareland,Water,Water
9105,Cropland,Bareland,Water,Water,Water,Water,Water,Water
9106,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9107,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9108,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9109,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9110,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9111,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9112,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9113,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9114,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9115,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9116,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9117,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9118,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9119,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9120,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9121,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9122,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9123,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9124,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9125,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9126,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9127,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9128,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9129,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9130,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9131,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9132,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9133,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9134,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9135,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9136,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9137,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9138,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9139,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9140,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9141,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9142,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9143,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9144,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9145,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9146,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9147,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
9148,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9149,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9150,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
9151,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9152,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9153,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9154,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
9155,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9156,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9157,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9158,Cropland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9159,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9160,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
9161,Cropland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
9162,Cropland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
9163,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
9164,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
9165,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9166,Cropland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
9167,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
9168,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Water
9169,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
9170,Cropland,Water,Water,Non_Water,Water,Water,Water,Water
9171,Cropland,Water,Water,Water,Water,Shrubland,NULL,Water
9172,Cropland,Water,Water,Water,Water,Bareland,Water,Water
9173,Cropland,Water,Water,Water,Water,Water,Water,Water
9174,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9175,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9176,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9177,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9178,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9179,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9180,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9181,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9182,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9183,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9184,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9185,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9186,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9187,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9188,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9189,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9190,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
9191,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
9192,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9193,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9194,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9195,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9196,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9197,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9198,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9199,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9200,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9201,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9202,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9203,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9204,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9205,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9206,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9207,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9208,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9209,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9210,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9211,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9212,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9213,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9214,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9215,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9216,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9217,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9218,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9219,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9220,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9221,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9222,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9223,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9224,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9225,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9226,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9227,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9228,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9229,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9230,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9231,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9232,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9233,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9234,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9235,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9236,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9237,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
9238,Cropland,Forest,Grassland,Water,Non_Wetland,Forest,NULL,Grassland
9239,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9240,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9241,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9242,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9243,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9244,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9245,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9246,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9247,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9248,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9249,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9250,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9251,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9252,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9253,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9254,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9255,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9256,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9257,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9258,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9259,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9260,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9261,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9262,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9263,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9264,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9265,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9266,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9267,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9268,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9269,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9270,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9271,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9272,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9273,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
9274,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
9275,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
9276,Cropland,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Water
9277,Cropland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
9278,Cropland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
9279,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9280,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9281,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9282,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9283,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9284,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9285,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9286,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9287,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9288,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9289,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9290,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9291,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9292,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9293,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9294,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9295,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9296,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9297,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9298,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9299,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9300,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9301,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9302,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9303,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
9304,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9305,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
9306,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9307,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
9308,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
9309,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9310,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
9311,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9312,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9313,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9314,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9315,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9316,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9317,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9318,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
9319,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9320,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9321,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9322,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9323,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9324,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
9325,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
9326,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9327,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
9328,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9329,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9330,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9331,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9332,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9333,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9334,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9335,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9336,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9337,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9338,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
9339,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9340,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
9341,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9342,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9343,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
9344,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9345,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9346,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9347,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
9348,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9349,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9350,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9351,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9352,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9353,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9354,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
