Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXN_M_R
1873,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
1874,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1875,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1876,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1877,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1878,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1879,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1880,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1881,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1882,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1883,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1884,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1885,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1886,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1887,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1888,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1889,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1890,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1891,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1892,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1893,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1894,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1895,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1896,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1897,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1898,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1899,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1900,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1901,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1902,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
1903,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1904,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1905,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1906,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1907,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1908,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1909,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1910,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
1911,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1912,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1913,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
1914,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1915,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1916,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1917,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1918,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1919,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1920,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1921,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1922,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1923,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1924,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1925,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1926,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1927,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1928,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1929,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1930,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1931,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1932,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1933,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1934,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1935,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
1936,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1937,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1938,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1939,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1940,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1941,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1942,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1943,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1944,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1945,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1946,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1947,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1948,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1949,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1950,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1951,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1952,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1953,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1954,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1955,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1956,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1957,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1958,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Bareland
1959,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1960,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
1961,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1962,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1963,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
1964,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
1965,Grassland,NULL,Water,Water,Water,Grassland,Water,Forest
1966,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1967,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Water
1968,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Forest
1969,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
1970,Grassland,NULL,Water,Water,Water,Water,Water,Water
1971,Grassland,NULL,Water,Water,Water,Water,Forest,Water
1972,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1973,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1974,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1975,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1976,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1977,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1978,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1979,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1980,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1981,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1982,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1983,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1984,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1985,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1986,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1987,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1988,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1989,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1990,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1991,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1992,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1993,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1994,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1995,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1996,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1997,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1998,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1999,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2000,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2001,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2002,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2003,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2004,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2005,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2006,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2007,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2008,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2009,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2010,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2011,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2012,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2013,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2014,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2015,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2016,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2017,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2018,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2019,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2020,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2021,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2022,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2023,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2024,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2025,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2026,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2027,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2028,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2029,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2030,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2031,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2032,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2033,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2034,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2035,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2036,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2037,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2038,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2039,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2040,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2041,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2042,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2043,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2044,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2045,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2046,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2047,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2048,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2049,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2050,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2051,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2052,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2053,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2054,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2055,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2056,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2057,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2058,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2059,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2060,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2061,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2062,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2063,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2064,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2065,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2066,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2067,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2068,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2069,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2070,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2071,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2072,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2073,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2074,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2075,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2076,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2077,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2078,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2079,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2080,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2081,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2082,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2083,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2084,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2085,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2086,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2087,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2088,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2089,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2090,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2091,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2092,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2093,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2094,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2095,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2096,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2097,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2098,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2099,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2100,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2101,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2102,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2103,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2104,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2105,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2106,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2107,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2108,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2109,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2110,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2111,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2112,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2113,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2114,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2115,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2116,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2117,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2118,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2119,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2120,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2121,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2122,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2123,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2124,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2125,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2126,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2127,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2128,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2129,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2130,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2131,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2132,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2133,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2134,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2135,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2136,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2137,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2138,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2139,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2140,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2141,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2142,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2143,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2144,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2145,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2146,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2147,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2148,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2149,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2150,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2151,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2152,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2153,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2154,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2155,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2156,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2157,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2158,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2159,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2160,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2161,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2162,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2163,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2164,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2165,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2166,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2167,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2168,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Water
2169,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2170,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
2171,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
2172,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
2173,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2174,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2175,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2176,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
2177,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2178,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
2179,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Forest
2180,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
2181,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2182,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
2183,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2184,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2185,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
2186,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2187,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
2188,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
