Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTQ_M_R
330,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
331,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
332,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
333,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
334,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
335,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
336,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
337,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
338,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
339,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
340,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
341,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
343,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
344,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
345,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
346,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
347,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
348,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
349,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
350,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
351,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
352,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
353,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
354,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
355,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
356,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
357,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
358,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
359,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
360,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
362,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
363,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
364,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
365,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
366,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
367,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
368,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
369,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
370,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
371,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
372,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
373,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
374,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
375,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
376,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
377,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
378,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
379,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
380,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
381,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
382,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
383,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
384,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
385,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
386,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
387,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
388,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
389,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
390,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
391,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
393,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
394,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
395,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
396,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
397,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
398,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
399,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
400,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
401,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
402,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
403,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
415,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
416,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
417,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
418,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
419,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
420,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
421,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
422,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
424,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
425,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
426,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
427,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
428,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
429,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
430,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
431,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
432,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
433,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
434,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
435,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
436,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
438,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
439,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
440,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
441,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
442,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
443,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
444,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
446,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
447,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
448,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
449,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
450,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
451,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
452,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
453,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
454,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
455,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
456,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
457,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
460,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
462,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
463,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
464,Grassland,Water,Water,Water,Water,Water,Water,Wetland
465,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
466,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
467,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
468,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
469,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
470,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
471,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
472,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
474,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
475,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
476,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
477,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
478,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
479,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
480,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
481,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
483,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
484,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
485,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
487,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
488,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
489,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
490,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
491,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
492,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
493,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
494,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
495,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
496,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
497,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
498,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
499,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
500,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
501,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
502,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
503,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
504,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
505,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
506,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
507,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
508,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
509,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
510,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
511,Wetland,Wetland,Water,Water,Water,Water,Water,Water
512,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
513,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
514,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
515,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
516,Wetland,Water,Water,Water,Water,Water,Water,Wetland
517,Wetland,Water,Water,Water,Water,Water,Water,Water
518,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
519,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
520,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
521,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
522,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
523,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
524,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
525,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
526,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
527,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
528,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
529,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
530,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
531,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
532,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Wetland
533,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
534,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
535,Bareland,Bareland,Water,Water,Water,Grassland,Water,Wetland
536,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
537,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
538,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
539,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
540,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
541,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
542,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
543,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
544,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
545,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
546,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
547,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
548,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
549,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
550,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
551,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
552,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
553,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
554,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
555,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
556,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
557,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
558,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
559,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
560,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
561,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
562,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
563,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
564,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
565,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
566,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
567,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
568,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
569,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
570,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
571,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
572,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
573,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
574,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
575,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
576,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
577,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
578,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
579,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
580,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
581,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
582,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
583,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
584,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
585,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
586,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
587,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
588,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
589,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
590,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
591,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
592,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
593,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
594,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
595,Water,NULL,Water,NULL,Water,Water,Water,Wetland
596,Water,NULL,Water,NULL,Water,Water,Water,Water
597,Water,NULL,Water,NULL,Water,Water,Water,Forest
598,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
599,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
600,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
601,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
602,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
603,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
604,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
605,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
606,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
607,Water,NULL,Water,Water,Water,Wetland,Water,Water
608,Water,NULL,Water,Water,Water,Wetland,Water,Forest
609,Water,NULL,Water,Water,Water,Bareland,Water,Forest
610,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
611,Water,NULL,Water,Water,Water,Water,Wetland,Forest
612,Water,NULL,Water,Water,Water,Water,Water,Grassland
613,Water,NULL,Water,Water,Water,Water,Water,Wetland
614,Water,NULL,Water,Water,Water,Water,Water,Water
615,Water,NULL,Water,Water,Water,Water,Water,Forest
616,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
617,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
618,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
619,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
620,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
621,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
622,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
623,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
624,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
625,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
626,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
627,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
628,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
629,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
630,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
631,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
632,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
633,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
634,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
635,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
636,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
637,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
638,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
639,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
640,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
641,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
642,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
643,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
644,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
645,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
646,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
647,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
648,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
649,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
650,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
651,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
652,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
653,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
654,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
655,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
656,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
657,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
658,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
659,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
660,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
661,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
662,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
663,Water,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
664,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
665,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
666,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
667,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
668,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
669,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
670,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
671,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
672,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
673,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
674,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
675,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
676,Water,Wetland,Water,NULL,Water,Water,Water,Water
677,Water,Wetland,Water,NULL,Water,Water,Water,Forest
678,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
679,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
680,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
681,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
682,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
683,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
684,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
685,Water,Wetland,Water,Water,Water,NULL,Water,Forest
686,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
687,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
