Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXG_M_R
352,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
353,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
354,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
355,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
356,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
357,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
358,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
359,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
360,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
361,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
362,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
363,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
364,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
365,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
366,Forest,Forest,Water,Water,Water,NULL,NULL,Water
367,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
368,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
369,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
370,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
371,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
372,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
373,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
374,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
375,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
376,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
377,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
