Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMU_M_R
10529,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10530,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10531,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10532,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10533,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10534,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10535,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10536,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10537,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10538,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10539,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10540,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10541,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
10542,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10543,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
10544,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10545,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10546,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10547,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
10548,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10549,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10550,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
10551,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10552,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
10553,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
10554,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10555,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10556,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
10557,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
10558,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10559,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
10560,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
10561,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10562,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10563,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
10564,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10565,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10566,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10567,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10568,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10569,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10570,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10571,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10572,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10573,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10574,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10575,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10576,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10577,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10578,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10579,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10580,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10581,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10582,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
10583,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10584,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10585,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10586,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10587,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10588,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10589,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10590,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10591,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10592,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10593,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10594,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10595,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10596,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10597,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10598,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10599,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
10600,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10601,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10602,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10603,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
10604,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10605,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10606,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10607,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
10608,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10609,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10610,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
10611,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
10612,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10613,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
10614,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
10615,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
10616,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10617,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10618,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
10619,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
10620,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10621,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
10622,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10623,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10624,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
10625,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10626,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10627,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10628,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
10629,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10630,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10631,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10632,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
10633,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
10634,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
10635,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10636,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
10637,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
10638,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
10639,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10640,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
10641,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
10642,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
10643,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10644,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
10645,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10646,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10647,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10648,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10649,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10650,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10651,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10652,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10653,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10654,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10655,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10656,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10657,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10658,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10659,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
10660,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10661,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10662,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10663,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10664,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10665,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10666,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
10667,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
10668,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
10669,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10670,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
10671,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
10672,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10673,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10674,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10675,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10676,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10677,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10678,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
10679,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
10680,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
10681,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
10682,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10683,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10684,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10685,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
10686,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10687,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
10688,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10689,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10690,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
10691,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10692,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
10693,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10694,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
10695,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
10696,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10697,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10698,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
10699,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
10700,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
10701,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
10702,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
10703,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10704,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10705,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
10706,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10707,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10708,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10709,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10710,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
10711,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10712,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10713,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10714,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
10715,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
10716,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10717,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10718,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10719,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10720,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10721,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10722,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
10723,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10724,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10725,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
10726,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
10727,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10728,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
10729,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
10730,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
10731,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10732,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10733,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
10734,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
10735,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
10736,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10737,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10738,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
10739,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
10740,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
10741,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10742,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
10743,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
10744,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
10745,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
10746,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
10747,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
10748,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
10749,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
10750,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
10751,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
10752,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
10753,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
10754,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Water
10755,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
10756,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
10757,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
10758,Cropland,NULL,Wetland,Water,Wetland,Forest,Water,Water
10759,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10760,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10761,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10762,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
10763,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10764,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10765,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10766,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10767,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10768,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
10769,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10770,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
10771,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10772,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10773,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10774,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10775,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
10776,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10777,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
10778,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10779,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
10780,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10781,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10782,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
10783,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10784,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10785,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10786,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10787,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10788,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10789,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10790,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10791,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
10792,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10793,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10794,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10795,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
10796,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10797,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
10798,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
10799,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
10800,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
10801,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
10802,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10803,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10804,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10805,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10806,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10807,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10808,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10809,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10810,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
10811,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10812,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10813,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
10814,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
10815,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10816,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
10817,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10818,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10819,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
10820,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
10821,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
10822,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10823,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
10824,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10825,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10826,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10827,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
10828,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
10829,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Bareland
10830,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
10831,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
10832,Cropland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
10833,Cropland,NULL,Water,NULL,Water,NULL,Grassland,Cropland
10834,Cropland,NULL,Water,NULL,Water,NULL,Water,Bareland
10835,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
10836,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
10837,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
10838,Cropland,NULL,Water,NULL,Water,Grassland,Water,Grassland
10839,Cropland,NULL,Water,NULL,Water,Grassland,Forest,NULL
10840,Cropland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
10841,Cropland,NULL,Water,NULL,Water,Wetland,Water,Forest
10842,Cropland,NULL,Water,NULL,Water,Water,NULL,Water
10843,Cropland,NULL,Water,NULL,Water,Water,Water,Water
10844,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
10845,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
10846,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
10847,Cropland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
10848,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
10849,Cropland,NULL,Water,Non_Water,Water,Water,NULL,NULL
10850,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
10851,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
