Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCN_M_R
1392,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1393,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1394,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1395,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1396,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1397,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,Water
1398,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1399,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1400,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Water
1401,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Forest
1402,Grassland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
1403,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1404,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1405,Grassland,Wetland,Water,Water,Water,Grassland,Water,Water
1406,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1407,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1408,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1409,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1410,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1411,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1412,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1413,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1414,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1415,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1416,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1417,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1418,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1419,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1420,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1421,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1422,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1423,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1424,Grassland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1425,Grassland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Water
1426,Grassland,Bareland,Water,Water,Water,Water,Wetland,Water
1427,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1428,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1429,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1430,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1431,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1432,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1433,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1434,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1435,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1436,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1437,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1438,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
1439,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1440,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1441,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1442,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1443,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1444,Grassland,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1445,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1446,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1447,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1448,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1449,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1450,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1451,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1452,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1453,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1454,Grassland,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1455,Grassland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1456,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1457,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1458,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1459,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1460,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1461,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1462,Grassland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1463,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1464,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1465,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1466,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1467,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1468,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1469,Grassland,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1470,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1471,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1472,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1473,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1474,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1475,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1476,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1477,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1478,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1479,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1480,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1481,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1482,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1483,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1484,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1485,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1486,Grassland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1487,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1488,Grassland,Water,Wetland,Water,Wetland,Built-up,Water,Forest
1489,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1490,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1491,Grassland,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1492,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1493,Grassland,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1494,Grassland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
1495,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1496,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Water
1497,Grassland,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1498,Grassland,Water,Water,NULL,Water,Water,Water,Grassland
1499,Grassland,Water,Water,Water,Water,Grassland,Bareland,Grassland
1500,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
1501,Grassland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1502,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
1503,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
1504,Grassland,Water,Water,Water,Water,Wetland,Water,Water
1505,Grassland,Water,Water,Water,Water,Water,Water,Water
1506,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1507,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1508,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1509,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1510,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1511,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1512,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1513,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1514,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1515,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1516,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1517,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1518,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1519,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1520,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1521,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1522,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1523,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1524,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1525,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1526,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1527,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
1528,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1529,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1530,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1531,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1532,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1533,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1534,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1535,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1536,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1537,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1538,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1539,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1540,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1541,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1542,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1543,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1544,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1545,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1546,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1547,Grassland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
1548,Grassland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1549,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1550,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1551,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
1552,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1553,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1554,Grassland,Forest,Built-up,Water,Non_Wetland,Built-up,Grassland,Forest
1555,Grassland,Forest,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
1556,Grassland,Forest,Water,NULL,Water,Wetland,Water,Water
1557,Grassland,Forest,Water,Water,Water,Grassland,Bareland,Grassland
1558,Grassland,Forest,Water,Water,Water,Grassland,Water,Grassland
1559,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1560,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
1561,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
1562,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
1563,Grassland,Forest,Water,Water,Water,Water,Water,Water
1564,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1565,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1566,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1567,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1568,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1569,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1570,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1571,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1572,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1573,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1574,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1575,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1576,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1577,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1578,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1579,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1580,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1581,Grassland,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1582,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1583,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1584,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1585,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1587,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1588,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1589,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1590,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1591,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1592,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1593,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1594,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1595,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1596,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1597,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1598,Cropland,NULL,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
1599,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
1600,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1601,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1602,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1603,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1604,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1605,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1606,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1607,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1608,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1609,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1610,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1611,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1612,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1613,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1614,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1615,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1616,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1617,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1618,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1619,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1620,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1621,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1622,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1623,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1624,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1625,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1626,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1627,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1628,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1629,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1630,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1631,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1632,Cropland,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
1633,Cropland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
1634,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1635,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Water
1636,Cropland,NULL,Water,Water,Water,Grassland,Water,Water
1637,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Water
1638,Cropland,NULL,Water,Water,Water,Built-up,Built-up,Grassland
1639,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
1640,Cropland,NULL,Water,Water,Water,Water,Water,Water
1641,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1642,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1643,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1644,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1645,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1646,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1647,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1648,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1649,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1650,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1651,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1652,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1653,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1654,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1655,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1656,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1657,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1658,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1659,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1660,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1661,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1662,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1663,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1664,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1665,Cropland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1666,Cropland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1667,Cropland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1668,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1669,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1670,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1671,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1672,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1673,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1674,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1675,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1676,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1677,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1678,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1679,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1680,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1681,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1682,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1683,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1684,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1685,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1686,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1687,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1688,Cropland,Built-up,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
1689,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1690,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1691,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1692,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1693,Cropland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1694,Cropland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1695,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1696,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1697,Cropland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1698,Cropland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1699,Cropland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1700,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1701,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1702,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1703,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1704,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1705,Cropland,Water,Water,NULL,Water,Grassland,Wetland,Grassland
1706,Cropland,Water,Water,NULL,Water,Water,Wetland,Grassland
1707,Cropland,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1708,Cropland,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1709,Cropland,Water,Water,Water,Water,Water,Water,Water
1710,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1711,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1712,Cropland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1713,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1714,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1715,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1716,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1717,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1718,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1719,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1720,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1721,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1722,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1723,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1724,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1725,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1726,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1727,Cropland,Forest,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
1728,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1729,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
