Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHR_M_R
1383,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1384,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1385,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1386,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1387,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1388,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1389,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1390,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1391,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
1392,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1393,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1394,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1395,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1396,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1397,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1398,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1399,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1400,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1401,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1402,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1403,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1404,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1405,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1406,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1407,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1408,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1409,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1410,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1411,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1412,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1413,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1414,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1415,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1416,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1417,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1418,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1419,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1420,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1421,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1422,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1423,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1424,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1425,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1426,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1427,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1428,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1429,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1430,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1431,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1432,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1433,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1434,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1435,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1436,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1437,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1438,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1439,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1440,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
1441,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1442,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1443,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1444,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
1445,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1446,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
1447,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1448,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1449,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1450,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1451,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1452,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1453,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1454,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1455,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1456,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1457,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1458,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1459,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1460,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1461,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1462,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
1463,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
1464,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1465,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1466,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1467,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1468,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1469,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1470,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1471,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1472,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1473,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1474,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1475,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1476,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1477,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1478,Forest,Wetland,Water,Water,Water,Water,Water,Water
1479,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1480,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
1481,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1482,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1483,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1484,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1485,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1486,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1487,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1488,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1489,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1490,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1491,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1492,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1493,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1494,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1495,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1496,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1497,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1498,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1499,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1500,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1501,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1502,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1503,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1504,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1505,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1506,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1507,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1508,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1509,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1510,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1511,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1512,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1513,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
1514,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1515,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1516,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1517,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1518,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1519,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1520,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1521,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1522,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1523,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1524,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1525,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1526,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
1527,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1528,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1529,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1530,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1531,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1532,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1533,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1534,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1535,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1536,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1537,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1538,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1539,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1540,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1541,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1542,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1543,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1544,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1545,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1546,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1547,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1548,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1549,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1550,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1551,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1552,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1553,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1554,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1555,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1556,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1557,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1558,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1559,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1560,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1561,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1562,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1563,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1564,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1565,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1566,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1567,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1568,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1569,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1570,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1571,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1572,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1573,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1574,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1575,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1576,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1577,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1578,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1579,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1580,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1581,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1582,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1583,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1584,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1585,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1586,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1587,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1588,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1589,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1590,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1591,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1592,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1593,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1594,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1595,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1596,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1597,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1598,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1599,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1600,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1601,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1602,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1603,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1604,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1605,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1606,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1607,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1608,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1609,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1610,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1611,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1612,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1613,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1614,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1615,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1616,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1617,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1618,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1619,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1620,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1621,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1622,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1623,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1624,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1625,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1626,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1627,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1628,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1629,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1630,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1631,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1632,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1633,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1634,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1635,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1636,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1637,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
1638,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1639,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1640,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1641,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1642,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1643,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1644,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1645,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1646,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1647,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1648,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1649,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1650,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Water
1651,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1652,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1653,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1654,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1655,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1656,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1657,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1658,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1659,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1660,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1661,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1662,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1663,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1664,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1665,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1666,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1667,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
1668,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1669,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1670,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1671,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1672,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1673,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1674,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1675,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1676,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1677,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1678,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1679,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1680,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1681,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1682,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1683,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1684,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1685,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1686,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1687,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1688,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1689,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1690,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1691,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1692,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1693,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1694,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1695,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1696,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1697,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1698,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1699,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1700,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1701,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1702,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1703,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1704,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1705,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1706,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1707,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1708,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1709,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1710,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1711,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1712,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1713,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1714,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1715,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1716,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1717,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1718,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1719,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1720,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1721,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1722,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1723,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1724,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1725,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1726,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1727,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1728,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1729,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1730,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1731,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1732,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1733,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1734,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1735,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1736,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
