Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNB_M_R
8206,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
8207,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8208,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
8209,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8210,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
8211,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
8212,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
8213,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8214,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
8215,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8216,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
8217,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
8218,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
8219,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
8220,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
8221,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
8222,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8223,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
8224,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
8225,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
8226,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
8227,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
8228,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
8229,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8230,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
8231,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8232,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
8233,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
8234,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Bareland
8235,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
8236,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
8237,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
8238,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
8239,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8240,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
8241,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8242,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8243,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8244,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
8245,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8246,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8247,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8248,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8249,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
8250,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8251,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8252,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8253,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
8254,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8255,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
8256,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8257,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
8258,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8259,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
8260,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8261,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8262,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8263,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8264,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8265,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
8266,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8267,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8268,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8269,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
8270,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8271,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
8272,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
8273,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8274,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8275,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
8276,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
8277,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8278,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8279,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
8280,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Water
8281,Bareland,NULL,Water,Water,Water,Water,Water,Water
8282,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8283,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8284,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8285,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8286,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8287,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8288,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8289,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8290,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8291,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8292,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8293,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8294,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8295,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8296,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8297,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8298,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8299,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8300,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8301,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8302,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8303,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8304,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8305,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8306,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8307,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8308,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8309,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8310,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8311,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8312,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8313,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8314,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8315,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
8316,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8317,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8318,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8319,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8320,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
8321,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8322,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8323,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8324,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8325,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8326,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
8327,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8328,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8329,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8330,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8331,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8332,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8333,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8334,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8335,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
8336,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8337,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8338,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8339,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8340,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8341,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8342,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8343,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8344,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8345,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8346,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
8347,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8348,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8349,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8350,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8351,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8352,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8353,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8354,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8355,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8356,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8357,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8358,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8359,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8360,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8361,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8362,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8363,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
8364,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8365,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8366,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8367,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8368,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8369,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8370,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8371,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
8372,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8373,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8374,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8375,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8376,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8377,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8378,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8379,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8380,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8381,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
8382,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8383,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8384,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
8385,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8386,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8387,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8388,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8389,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
8390,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8391,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
8392,Bareland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
8393,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
8394,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8395,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8396,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8397,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8398,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8399,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8400,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8401,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8402,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8403,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8404,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
8405,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8406,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8407,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
8408,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8409,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8410,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8411,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8412,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8413,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8414,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8415,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8416,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8417,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8418,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8419,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8420,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8421,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8422,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8423,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8424,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8425,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8426,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8427,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8428,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8429,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
8430,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8431,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8432,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
8433,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8434,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8435,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8436,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8437,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8438,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8439,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8440,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8441,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8442,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8443,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8444,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8445,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8446,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8447,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
8448,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8449,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
8450,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8451,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8452,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8453,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8454,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8455,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8456,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8457,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8458,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8459,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8460,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8461,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8462,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8463,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8464,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8465,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8466,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8467,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8468,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8469,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8470,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8471,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8472,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8473,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8474,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8475,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8476,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8477,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8478,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8479,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8480,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8481,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8482,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8483,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8484,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8485,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8486,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8487,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8488,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8489,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8490,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8491,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8492,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8493,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8494,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
8495,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8496,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8497,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
8498,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8499,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8500,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8501,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8502,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8503,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8504,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8505,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8506,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8507,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8508,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8509,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8510,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8511,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8512,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8513,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8514,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8515,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8516,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8517,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8518,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8519,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8520,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8521,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8522,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
