Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVG_M_R
436,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
437,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
438,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
439,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
440,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
441,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
442,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
443,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
444,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
445,Grassland,NULL,Bareland,Water,Non_Wetland,Water
446,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
447,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
448,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
449,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
450,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
451,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
452,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland
453,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland
454,Grassland,NULL,Built-up,Water,Non_Wetland,Water
455,Grassland,NULL,Water,NULL,Water,Grassland
456,Grassland,NULL,Water,NULL,Water,Water
457,Grassland,NULL,Water,NULL,Water,Forest
458,Grassland,NULL,Water,Non_Water,Water,Grassland
459,Grassland,NULL,Water,Non_Water,Water,Bareland
460,Grassland,NULL,Water,Non_Water,Water,Water
461,Grassland,NULL,Water,Non_Water,Water,Forest
462,Grassland,NULL,Water,Water,Water,Grassland
463,Grassland,NULL,Water,Water,Water,Bareland
464,Grassland,NULL,Water,Water,Water,Water
465,Grassland,NULL,Water,Water,Water,Forest
466,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
467,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
468,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
469,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
470,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
471,Grassland,NULL,Forest,NULL,Non_Wetland,Water
472,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
473,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
474,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
475,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland
476,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
477,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
478,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
479,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
480,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
481,Grassland,NULL,Forest,Water,Non_Wetland,Water
482,Grassland,NULL,Forest,Water,Non_Wetland,Forest
483,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
484,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
490,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
491,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
492,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
493,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
494,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
495,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
496,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
497,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
498,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
499,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
500,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
501,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
502,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland
503,Grassland,Cropland,Grassland,Water,Non_Wetland,Water
504,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
505,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
506,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
507,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
508,Grassland,Cropland,Wetland,NULL,Wetland,Forest
509,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
510,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
511,Grassland,Cropland,Wetland,Water,Wetland,Grassland
512,Grassland,Cropland,Wetland,Water,Wetland,Water
513,Grassland,Cropland,Wetland,Water,Wetland,Forest
514,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
515,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
516,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland
517,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
518,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
519,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
520,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
521,Grassland,Cropland,Water,NULL,Water,Grassland
522,Grassland,Cropland,Water,Non_Water,Water,Grassland
523,Grassland,Cropland,Water,Non_Water,Water,Forest
524,Grassland,Cropland,Water,Water,Water,Grassland
525,Grassland,Cropland,Water,Water,Water,Bareland
526,Grassland,Cropland,Water,Water,Water,Water
527,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
528,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
529,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
530,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
531,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
532,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
533,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
534,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
535,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
536,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water
537,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland
538,Grassland,Wetland,NULL,Water,Non_Wetland,Water
539,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
540,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
541,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
542,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
543,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
544,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
545,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
546,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
547,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
548,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
549,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
550,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
551,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
552,Grassland,Wetland,Grassland,NULL,Non_Wetland,Built-up
553,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
554,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
555,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
556,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
557,Grassland,Wetland,Grassland,Water,Non_Wetland,Water
558,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest
559,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
560,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
561,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
562,Grassland,Wetland,Wetland,NULL,Wetland,NULL
563,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
564,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
565,Grassland,Wetland,Wetland,NULL,Wetland,Water
566,Grassland,Wetland,Wetland,NULL,Wetland,Forest
567,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
568,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland
569,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
570,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
571,Grassland,Wetland,Wetland,Water,Wetland,Grassland
572,Grassland,Wetland,Wetland,Water,Wetland,Wetland
573,Grassland,Wetland,Wetland,Water,Wetland,Bareland
574,Grassland,Wetland,Wetland,Water,Wetland,Water
575,Grassland,Wetland,Wetland,Water,Wetland,Forest
576,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
577,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
578,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland
579,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
580,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
581,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
582,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
583,Grassland,Wetland,Built-up,Water,Non_Wetland,Grassland
584,Grassland,Wetland,Water,NULL,Water,Grassland
585,Grassland,Wetland,Water,NULL,Water,Wetland
586,Grassland,Wetland,Water,NULL,Water,Forest
587,Grassland,Wetland,Water,Non_Water,Water,Grassland
588,Grassland,Wetland,Water,Non_Water,Water,Water
589,Grassland,Wetland,Water,Non_Water,Water,Forest
590,Grassland,Wetland,Water,Water,Water,Grassland
591,Grassland,Wetland,Water,Water,Water,Water
592,Grassland,Wetland,Water,Water,Water,Forest
593,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
594,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
595,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
596,Grassland,Wetland,Forest,NULL,Non_Wetland,Built-up
597,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
598,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
599,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
600,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
601,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
602,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
603,Grassland,Wetland,Forest,Water,Non_Wetland,Water
604,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
605,Grassland,Bareland,Shrubland,Water,Non_Wetland,Grassland
606,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
607,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
608,Grassland,Bareland,Wetland,Water,Wetland,Grassland
609,Grassland,Bareland,Wetland,Water,Wetland,Water
610,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland
611,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
612,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland
613,Grassland,Bareland,Built-up,NULL,Non_Wetland,Bareland
614,Grassland,Bareland,Water,Water,Water,Water
615,Grassland,Bareland,Forest,Water,Non_Wetland,Water
616,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
617,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
618,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
619,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
620,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
621,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
622,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
623,Grassland,Built-up,Wetland,NULL,Wetland,Forest
624,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
625,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
626,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
627,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
628,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
629,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
630,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
631,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
632,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
633,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland
634,Grassland,Water,NULL,Non_Water,Non_Wetland,Bareland
635,Grassland,Water,NULL,Water,Non_Wetland,Grassland
636,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
637,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
638,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
639,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
640,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
641,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
642,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water
643,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
644,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
645,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
646,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
647,Grassland,Water,Grassland,NULL,Non_Wetland,Water
648,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
649,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland
650,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland
651,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest
652,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
653,Grassland,Water,Grassland,Water,Non_Wetland,Bareland
654,Grassland,Water,Grassland,Water,Non_Wetland,Water
655,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
656,Grassland,Water,Cropland,NULL,Non_Wetland,Water
657,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
658,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
659,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
660,Grassland,Water,Wetland,NULL,Wetland,Grassland
661,Grassland,Water,Wetland,NULL,Wetland,Water
662,Grassland,Water,Wetland,NULL,Wetland,Forest
663,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
664,Grassland,Water,Wetland,Non_Water,Wetland,Water
665,Grassland,Water,Wetland,Non_Water,Wetland,Forest
666,Grassland,Water,Wetland,Water,Wetland,Grassland
667,Grassland,Water,Wetland,Water,Wetland,Bareland
668,Grassland,Water,Wetland,Water,Wetland,Water
669,Grassland,Water,Wetland,Water,Wetland,Forest
670,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
671,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
672,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland
673,Grassland,Water,Bareland,Non_Water,Non_Wetland,Bareland
674,Grassland,Water,Bareland,Water,Non_Wetland,Water
675,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
676,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland
677,Grassland,Water,Built-up,NULL,Non_Wetland,Water
678,Grassland,Water,Built-up,Non_Water,Non_Wetland,Bareland
679,Grassland,Water,Built-up,Water,Non_Wetland,Grassland
680,Grassland,Water,Water,NULL,Water,Grassland
681,Grassland,Water,Water,NULL,Water,Water
682,Grassland,Water,Water,NULL,Water,Forest
683,Grassland,Water,Water,Non_Water,Water,Grassland
684,Grassland,Water,Water,Non_Water,Water,Bareland
685,Grassland,Water,Water,Non_Water,Water,Water
686,Grassland,Water,Water,Non_Water,Water,Forest
687,Grassland,Water,Water,Water,Water,Grassland
688,Grassland,Water,Water,Water,Water,Water
689,Grassland,Water,Water,Water,Water,Forest
690,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
691,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
692,Grassland,Water,Forest,NULL,Non_Wetland,Built-up
693,Grassland,Water,Forest,NULL,Non_Wetland,Water
694,Grassland,Water,Forest,NULL,Non_Wetland,Forest
695,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
696,Grassland,Water,Forest,Non_Water,Non_Wetland,Bareland
697,Grassland,Water,Forest,Non_Water,Non_Wetland,Water
698,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
699,Grassland,Water,Forest,Water,Non_Wetland,Grassland
700,Grassland,Water,Forest,Water,Non_Wetland,Water
701,Grassland,Water,Forest,Water,Non_Wetland,Forest
702,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
703,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
704,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
705,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
706,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
707,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
708,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
709,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
710,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
711,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
712,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
713,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
714,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
715,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
716,Grassland,Forest,Grassland,Water,Non_Wetland,Water
717,Grassland,Forest,Grassland,Water,Non_Wetland,Forest
718,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
719,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
720,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
721,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
722,Grassland,Forest,Cropland,Water,Non_Wetland,Water
723,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
724,Grassland,Forest,Wetland,NULL,Wetland,NULL
725,Grassland,Forest,Wetland,NULL,Wetland,Grassland
726,Grassland,Forest,Wetland,NULL,Wetland,Water
727,Grassland,Forest,Wetland,NULL,Wetland,Forest
728,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
729,Grassland,Forest,Wetland,Non_Water,Wetland,Water
730,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
731,Grassland,Forest,Wetland,Water,Wetland,Grassland
732,Grassland,Forest,Wetland,Water,Wetland,Water
733,Grassland,Forest,Wetland,Water,Wetland,Forest
734,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
735,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
736,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
737,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
738,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
739,Grassland,Forest,Bareland,Water,Non_Wetland,Water
740,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
741,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
742,Grassland,Forest,Built-up,Water,Non_Wetland,Grassland
743,Grassland,Forest,Water,NULL,Water,Grassland
744,Grassland,Forest,Water,NULL,Water,Forest
745,Grassland,Forest,Water,Non_Water,Water,Grassland
746,Grassland,Forest,Water,Non_Water,Water,Bareland
747,Grassland,Forest,Water,Non_Water,Water,Water
748,Grassland,Forest,Water,Non_Water,Water,Forest
749,Grassland,Forest,Water,Water,Water,Grassland
750,Grassland,Forest,Water,Water,Water,Water
751,Grassland,Forest,Water,Water,Water,Forest
752,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
753,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
754,Grassland,Forest,Forest,NULL,Non_Wetland,Water
755,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
756,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
757,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland
758,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water
759,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
760,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
761,Grassland,Forest,Forest,Water,Non_Wetland,Water
762,Grassland,Forest,Forest,Water,Non_Wetland,Forest
763,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
764,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
765,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
766,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
767,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
768,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
769,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
770,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
771,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
772,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
773,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
774,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
775,Cropland,NULL,Grassland,Water,Non_Wetland,Water
776,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
777,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
778,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
779,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
780,Cropland,NULL,Cropland,Water,Non_Wetland,Water
781,Cropland,NULL,Wetland,Water,Wetland,Grassland
782,Cropland,NULL,Wetland,Water,Wetland,Bareland
783,Cropland,NULL,Wetland,Water,Wetland,Water
784,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
785,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
786,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
787,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
788,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
789,Cropland,NULL,Bareland,Water,Non_Wetland,Water
790,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
791,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
792,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
793,Cropland,NULL,Built-up,Water,Non_Wetland,Water
794,Cropland,NULL,Water,NULL,Water,Grassland
795,Cropland,NULL,Water,Non_Water,Water,Grassland
796,Cropland,NULL,Water,Non_Water,Water,Bareland
797,Cropland,NULL,Water,Water,Water,Water
798,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
799,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
800,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
801,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
802,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
803,Cropland,NULL,Forest,Water,Non_Wetland,Water
804,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
805,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
806,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
807,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
808,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
809,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
810,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
811,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
814,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
815,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
816,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
817,Cropland,Cropland,Water,NULL,Water,Grassland
818,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
819,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
820,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
821,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
822,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
823,Cropland,Wetland,Built-up,Water,Non_Wetland,Grassland
824,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
825,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
826,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
827,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
828,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
829,Cropland,Bareland,Cropland,Water,Non_Wetland,Forest
830,Cropland,Bareland,Wetland,Water,Wetland,Water
831,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water
832,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
833,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
834,Cropland,Bareland,Water,Non_Water,Water,Grassland
835,Cropland,Bareland,Water,Non_Water,Water,Bareland
836,Cropland,Bareland,Water,Water,Water,Grassland
837,Cropland,Bareland,Water,Water,Water,Water
838,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
839,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Water
840,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
841,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
842,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
843,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
844,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
845,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
846,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
847,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
848,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
849,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
850,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
851,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
852,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
853,Cropland,Built-up,Forest,Water,Non_Wetland,Grassland
854,Cropland,Built-up,Forest,Water,Non_Wetland,Water
855,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
856,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
857,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
858,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
859,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
860,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
861,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
862,Cropland,Water,Shrubland,Water,Non_Wetland,Water
863,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
864,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
865,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
866,Cropland,Water,Wetland,NULL,Wetland,Water
867,Cropland,Water,Wetland,NULL,Wetland,Forest
868,Cropland,Water,Wetland,Water,Wetland,Water
869,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
870,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
