Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R
1467,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1468,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1469,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1470,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1471,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1472,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1473,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1474,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1475,Wetland,Water,Water,Water,Water,NULL,NULL,NULL
1476,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1477,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1478,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1479,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1480,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1481,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1482,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1483,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1484,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1485,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1486,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1487,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1488,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1489,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1490,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1491,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1492,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1494,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1495,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1496,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1497,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1498,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1499,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1500,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1501,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1502,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1503,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1504,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1505,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1506,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1507,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1508,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1509,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1510,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1511,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1512,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1513,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1514,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1515,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1516,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1517,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1518,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1520,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1521,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1522,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1523,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1524,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1525,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1526,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1527,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1528,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1529,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1531,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1532,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1533,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1534,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1535,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1536,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1537,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1538,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1539,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1540,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1541,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1542,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1543,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1544,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1545,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1546,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1547,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1548,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1549,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1550,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1551,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1552,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1553,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1554,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1555,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1556,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1557,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1558,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1559,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1560,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1561,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1562,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1563,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1564,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1565,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1566,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1567,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1568,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1569,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1570,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1571,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1572,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1573,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1574,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1575,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1576,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1577,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1578,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1579,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1580,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1581,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1582,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1583,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1584,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1585,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1586,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1587,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1588,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1589,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1590,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1591,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1592,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1593,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1594,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1595,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1596,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1597,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1598,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1599,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1600,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1601,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1603,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1604,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1605,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1606,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1607,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1608,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1609,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1610,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1611,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1612,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1613,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1614,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1615,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1616,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1617,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1618,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1619,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1620,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1621,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1622,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1623,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1624,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1625,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1626,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1627,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1628,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1629,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1630,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1631,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1632,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1633,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1634,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1635,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1636,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1637,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1638,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1639,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1640,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1641,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1642,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1643,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1644,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1645,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1646,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1647,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1648,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1649,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1650,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1651,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1652,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1653,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1654,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1655,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1656,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1657,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1658,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1659,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1660,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1661,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1662,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1663,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1664,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1665,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1666,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1667,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1668,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1669,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1670,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1671,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1672,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1673,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1674,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1675,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1676,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1677,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1678,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1679,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1680,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1681,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1682,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1683,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1684,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1685,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1686,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1687,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1688,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1689,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1690,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1691,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1692,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1693,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1694,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1695,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1696,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1697,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1698,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1699,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1700,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1701,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1702,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1703,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1704,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1705,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1706,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1707,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1708,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1709,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1710,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1711,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1712,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1713,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1714,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1715,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1716,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1717,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1718,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1719,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1720,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1721,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1722,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1723,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1724,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1725,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
1726,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1727,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1728,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1729,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1730,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1731,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1732,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1734,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1735,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1736,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1737,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1738,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1739,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1740,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1741,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1742,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1743,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1744,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1745,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1746,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1747,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1748,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1749,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1750,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1751,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1752,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1753,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1754,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1755,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1756,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1757,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1758,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1759,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1760,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1761,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1763,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1764,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1765,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1766,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1767,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1769,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1770,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1771,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1772,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1773,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1774,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1775,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1776,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1777,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1778,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1779,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1780,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1781,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1782,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1783,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1784,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1785,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1786,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1787,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1788,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1789,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1790,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1791,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1792,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1795,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1796,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1797,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1798,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1799,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1800,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1801,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1802,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
