Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYU_M_R
374,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
375,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
376,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
377,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
378,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
379,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
380,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
381,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
382,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
383,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
384,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
385,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
386,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
387,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
388,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
389,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
390,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
391,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
392,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
393,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
394,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
395,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
396,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
397,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
398,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
399,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
400,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
401,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
402,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
403,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
404,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
405,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
406,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
407,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
408,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
409,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
410,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
411,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
412,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
413,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
414,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
415,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
416,Water,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
417,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
418,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
419,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
420,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
421,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
422,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
423,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
424,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
425,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
426,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
427,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
428,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
429,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
430,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
431,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
432,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
433,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
434,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
435,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
436,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
437,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
438,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
439,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
440,Forest,NULL,Water,Water,Water,Water,Water,Water
441,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
442,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
443,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
444,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
445,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
446,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
447,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
448,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
449,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
450,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
451,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
452,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
453,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
454,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
455,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
456,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
457,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
458,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
459,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
460,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
461,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
462,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
463,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
464,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
465,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Water
466,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
467,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
468,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
469,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
470,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
471,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
472,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
473,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
474,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
475,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
476,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
477,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
478,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
479,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
480,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
481,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
482,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
483,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
484,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
485,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
486,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
487,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
488,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
489,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
490,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
491,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
492,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
493,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
494,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
495,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
496,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
497,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
498,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
499,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
500,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
501,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
502,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
503,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
504,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
505,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
506,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
507,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
508,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
509,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
510,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
511,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
512,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
513,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
514,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
515,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
516,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
517,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
518,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
519,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
520,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
521,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
522,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
523,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
524,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
525,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
526,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
527,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
528,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
529,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
530,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
531,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
532,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
533,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
534,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
535,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
536,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
537,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
538,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
539,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
540,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
541,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
542,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
543,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
544,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
545,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
546,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
547,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
548,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
549,Forest,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Water
550,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
551,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
552,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
553,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
554,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
555,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
556,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
557,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
558,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
559,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
560,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
561,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
562,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
563,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
564,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
565,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
566,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
567,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
568,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
569,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
570,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
571,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
572,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
573,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
574,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
575,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
576,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
577,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
578,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
579,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
580,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
581,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
582,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
583,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
584,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
585,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
586,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
587,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
588,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
589,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
590,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
591,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
592,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
593,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
594,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
595,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
596,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
597,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
598,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
599,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
600,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
601,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
602,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
603,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
604,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
605,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
606,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
607,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
608,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
609,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
610,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
611,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
612,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Water
613,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
614,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
615,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
616,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
617,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
618,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
619,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
620,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
621,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
622,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
623,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
624,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
625,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
626,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
627,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
628,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,NULL,Water
629,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
630,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Water
631,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
632,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
633,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
634,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
635,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
636,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
637,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
638,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
639,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
640,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
641,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
642,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
643,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
644,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
645,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
646,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
647,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
648,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
649,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
650,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
651,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
652,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
653,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
654,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
655,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
656,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
657,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
658,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
659,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
660,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
661,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
662,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
663,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
664,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
665,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
666,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
667,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
668,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
669,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
670,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
671,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
672,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
673,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
674,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
675,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
676,Forest,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
677,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
678,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
679,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
680,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
681,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
682,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
683,Forest,Water,Water,NULL,Water,NULL,NULL,Water
684,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
685,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
686,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
687,Forest,Water,Water,NULL,Water,NULL,Water,Water
688,Forest,Water,Water,NULL,Water,NULL,Water,Forest
689,Forest,Water,Water,NULL,Water,NULL,Forest,Water
690,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
691,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
692,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
693,Forest,Water,Water,NULL,Water,Grassland,Water,Water
694,Forest,Water,Water,NULL,Water,Bareland,NULL,Water
695,Forest,Water,Water,NULL,Water,Water,NULL,Water
696,Forest,Water,Water,NULL,Water,Water,NULL,Forest
697,Forest,Water,Water,NULL,Water,Water,Wetland,Water
698,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
699,Forest,Water,Water,NULL,Water,Water,Water,Water
700,Forest,Water,Water,NULL,Water,Water,Water,Forest
701,Forest,Water,Water,NULL,Water,Water,Forest,Water
702,Forest,Water,Water,NULL,Water,Water,Forest,Forest
703,Forest,Water,Water,NULL,Water,Forest,NULL,Water
704,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
705,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
706,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
707,Forest,Water,Water,NULL,Water,Forest,Water,Forest
708,Forest,Water,Water,NULL,Water,Forest,Forest,Water
709,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
710,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
711,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
712,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
713,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
714,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
715,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
716,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Water
717,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
718,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
719,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
720,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
721,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
722,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
723,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
724,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
725,Forest,Water,Water,Non_Water,Water,Water,Water,Water
726,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
727,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
728,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
729,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
730,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
731,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
732,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
733,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
734,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
735,Forest,Water,Water,Water,Water,NULL,NULL,Water
736,Forest,Water,Water,Water,Water,NULL,NULL,Forest
737,Forest,Water,Water,Water,Water,NULL,Wetland,Water
738,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
739,Forest,Water,Water,Water,Water,NULL,Water,Water
740,Forest,Water,Water,Water,Water,NULL,Water,Forest
741,Forest,Water,Water,Water,Water,NULL,Forest,Water
742,Forest,Water,Water,Water,Water,NULL,Forest,Forest
743,Forest,Water,Water,Water,Water,Grassland,NULL,Water
744,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
745,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
746,Forest,Water,Water,Water,Water,Grassland,Water,Water
747,Forest,Water,Water,Water,Water,Water,NULL,Grassland
748,Forest,Water,Water,Water,Water,Water,NULL,Bareland
749,Forest,Water,Water,Water,Water,Water,NULL,Water
750,Forest,Water,Water,Water,Water,Water,NULL,Forest
751,Forest,Water,Water,Water,Water,Water,Wetland,Water
752,Forest,Water,Water,Water,Water,Water,Wetland,Forest
753,Forest,Water,Water,Water,Water,Water,Water,Water
754,Forest,Water,Water,Water,Water,Water,Water,Forest
755,Forest,Water,Water,Water,Water,Water,Forest,Water
756,Forest,Water,Water,Water,Water,Water,Forest,Forest
757,Forest,Water,Water,Water,Water,Forest,NULL,Water
758,Forest,Water,Water,Water,Water,Forest,NULL,Forest
