Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R
8625,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8626,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8627,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8628,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8629,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8630,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8631,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8632,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8633,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8634,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8635,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
8636,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8637,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8638,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8639,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8640,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8641,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8642,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8643,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8644,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8645,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8646,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8647,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
8648,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8649,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8650,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8651,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8652,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8653,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8654,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8655,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8656,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8657,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8658,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8659,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8660,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
8661,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
8662,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
8663,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8664,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8665,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8666,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8667,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8668,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8669,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8670,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8671,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
8672,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8673,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8674,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8675,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8676,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8677,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8678,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8679,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
8680,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8681,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
8682,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
8683,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
8684,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8685,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8686,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8687,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8688,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8689,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8690,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8691,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8692,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8693,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8694,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8695,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8696,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8697,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8698,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8699,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8700,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8701,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8702,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8703,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8704,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8705,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8706,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8707,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8708,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
8709,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
8710,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
8711,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
8712,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
8713,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
8714,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
8715,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
8716,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8717,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8718,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8719,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8720,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8721,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8722,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8723,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8724,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8725,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8726,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8727,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8728,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8729,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
8730,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8731,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8732,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
8733,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8734,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8735,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
8736,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8737,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8738,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8739,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8740,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8741,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8742,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8743,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8744,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8745,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8746,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8747,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8748,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8749,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8750,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8751,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
8752,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
8753,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8754,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
8755,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
8756,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8757,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
8758,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8759,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8760,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8761,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8762,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8763,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
8764,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
8765,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8766,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
8767,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8768,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
8769,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
8770,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
8771,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
8772,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
8773,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
8774,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
8775,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
8776,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8777,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8778,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
8779,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
8780,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
8781,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
8782,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
8783,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
8784,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8785,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8786,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8787,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8788,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8789,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8790,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
8791,Bareland,Water,Water,NULL,Water,Bareland,Forest,Forest
8792,Bareland,Water,Water,NULL,Water,Water,Water,Bareland
8793,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
8794,Bareland,Water,Water,Water,Water,NULL,Water,Water
8795,Bareland,Water,Water,Water,Water,Water,Water,Grassland
8796,Bareland,Water,Water,Water,Water,Water,Water,Water
8797,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8798,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
8799,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
8800,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8801,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8802,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8803,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8804,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8805,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8806,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8807,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8808,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8809,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8810,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8811,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
8812,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8813,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8814,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8815,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8816,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8817,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8818,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8819,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8820,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8821,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8822,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8823,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8824,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8825,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8826,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8827,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8828,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8829,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8830,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8831,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8832,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8833,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8834,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8835,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8836,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8837,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8838,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8839,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8840,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8841,Bareland,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
8842,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8843,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
8844,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8845,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8846,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8847,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8848,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8849,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
8850,Bareland,Forest,Water,Non_Water,Water,Grassland,Forest,Grassland
8851,Bareland,Forest,Water,Non_Water,Water,Bareland,Forest,Grassland
8852,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8853,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8854,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8855,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8856,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8857,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
8858,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8859,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8860,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8861,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8862,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8863,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
8864,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8865,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8866,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8867,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8868,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8869,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
8870,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
8871,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
8872,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8873,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8874,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
8875,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8876,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8877,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8878,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8879,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8880,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8881,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8882,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8883,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8884,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8885,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8886,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8887,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
8888,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8889,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8890,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8891,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8892,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8893,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8894,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8895,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8896,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
8897,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8898,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
8899,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8900,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8901,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
8902,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8903,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
8904,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8905,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
8906,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
8907,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
8908,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
8909,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
8910,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8911,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
8912,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8913,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
8914,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8915,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
8916,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
8917,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8918,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
8919,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8920,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8921,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8922,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
8923,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8924,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8925,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8926,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
8927,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8928,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8929,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8930,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8931,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8932,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8933,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
8934,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
8935,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
8936,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8937,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8938,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8939,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8940,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8941,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8942,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
8943,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8944,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8945,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8946,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8947,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8948,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8949,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8950,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8951,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8952,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8953,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
