Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R
1582,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1583,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1584,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1585,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1586,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1587,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1588,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1589,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1590,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1591,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1592,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1593,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1594,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1595,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1596,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1597,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1598,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1599,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1600,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1601,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1602,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1603,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1604,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1605,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1606,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1607,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1608,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
1609,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Built-up
1610,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1611,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1612,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1613,NULL,Built-up,Wetland,NULL,Wetland,Cropland,Water,Built-up
1614,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1615,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1616,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1617,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1618,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1619,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
1620,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1621,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
1622,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
1623,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Built-up
1624,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
1625,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
1626,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
1627,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
1628,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
1629,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
1630,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1631,NULL,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1632,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1633,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1634,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1635,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1636,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1637,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1638,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1639,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
1640,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1641,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1642,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1643,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
1644,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Bareland
1645,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1646,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
1647,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1648,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
1649,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1650,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1651,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1652,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1653,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1654,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1655,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1656,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
1657,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1658,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1659,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1660,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1661,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1662,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1663,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1664,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1665,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1666,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1667,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1668,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1669,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1670,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1671,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1672,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1673,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1674,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1675,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1676,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1677,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1678,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1679,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1680,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1681,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1682,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1683,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1684,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1685,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
1686,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1687,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
1688,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1689,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
1690,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1691,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
1692,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1693,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1694,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1695,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1696,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1697,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1698,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1699,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1700,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1701,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1702,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1703,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1704,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1705,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1706,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1707,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1708,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1709,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1710,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1711,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1712,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1713,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1714,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1715,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1716,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1717,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1718,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1719,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1720,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1721,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1722,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1723,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1724,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1725,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1726,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1727,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1728,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1729,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1730,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1731,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1732,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1733,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1734,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1735,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1736,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1737,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1738,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1739,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1740,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1741,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1742,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1743,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1744,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1745,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1746,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1747,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1748,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1749,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
1750,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
1751,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1752,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1753,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1754,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1755,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1756,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1757,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1758,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1759,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1760,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1761,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1762,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1763,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1764,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1765,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1766,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1767,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1768,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1769,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1770,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1771,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1772,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1773,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
1774,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1775,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1776,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1777,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1778,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1779,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1780,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1781,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1782,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1783,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1784,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1785,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1786,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
1787,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1788,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1789,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1790,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1791,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1792,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1793,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1794,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1795,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1796,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1797,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1798,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1799,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1800,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1801,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
1802,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1803,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1804,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1805,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
1806,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1807,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1808,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1809,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1810,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1811,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1812,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1813,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1814,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1815,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1816,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1817,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1818,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1819,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1820,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1821,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1822,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1823,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1824,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1825,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1826,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1827,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1828,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1829,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1830,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1831,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
1832,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1833,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1834,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1835,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1836,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1837,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1838,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1839,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1840,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1841,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1842,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1843,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1844,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1845,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1846,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1847,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1848,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1849,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1850,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1851,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1852,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1853,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Wetland
1854,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
1855,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1856,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1857,NULL,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1858,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1859,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1860,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1861,NULL,Water,Wetland,NULL,Wetland,Cropland,Water,Bareland
1862,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1863,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1864,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1865,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1866,NULL,Water,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1867,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1868,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1869,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1870,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1871,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1872,NULL,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
1873,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1874,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
1875,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1876,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1877,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1878,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1879,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1880,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1881,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1882,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1883,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1884,NULL,Water,Water,NULL,Water,Bareland,Water,Water
1885,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
1886,NULL,Water,Water,Water,Water,Bareland,Water,Water
1887,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1888,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1889,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1890,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1891,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1892,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1893,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1894,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1895,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1896,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1897,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1898,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1899,NULL,Water,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1900,NULL,Water,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
1901,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1902,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1903,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1904,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1905,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1906,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1907,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
