Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNT_M_R
1085,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1086,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1087,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1088,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1089,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1090,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
1091,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1092,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1093,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1094,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1095,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1096,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1097,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1098,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1099,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1100,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1101,Grassland,Wetland,Water,Water,Water,NULL,Wetland,Water
1102,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1103,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
1104,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1105,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1106,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1107,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1108,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1109,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1110,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1111,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1112,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1113,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1114,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1115,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1116,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1117,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1118,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1119,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1120,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1121,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1122,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1123,Grassland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1124,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1125,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1126,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1127,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1128,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1129,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1130,Grassland,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1131,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1132,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1133,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1134,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1135,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1136,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1137,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1138,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1139,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1140,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1141,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1142,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1143,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1144,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1145,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Forest
1146,Grassland,Water,Water,Water,Water,Grassland,Water,Water
1147,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
1148,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
1149,Grassland,Water,Water,Water,Water,Wetland,Water,Water
1150,Grassland,Water,Water,Water,Water,Water,Wetland,Grassland
1151,Grassland,Water,Water,Water,Water,Water,Water,Water
1152,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1153,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1154,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1155,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1156,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1157,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1158,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1159,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1160,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1161,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1162,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1163,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1164,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1165,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1166,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1167,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1168,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1169,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1170,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1171,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1172,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1173,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1174,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1175,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1176,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1177,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1178,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1179,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1180,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1181,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1182,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1183,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1184,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1185,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1186,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1187,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1188,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1189,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1190,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1191,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1192,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1193,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1194,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1195,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1196,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1197,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1198,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1199,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1200,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
1201,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1202,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1203,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1204,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1205,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1206,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Water
1207,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Water
1208,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Forest
1209,Grassland,Forest,Water,Water,Water,Grassland,Water,Water
1210,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1211,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
1212,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
1213,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
1214,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
1215,Grassland,Forest,Water,Water,Water,Wetland,Water,Forest
1216,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
1217,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
1218,Grassland,Forest,Water,Water,Water,Water,Water,Grassland
1219,Grassland,Forest,Water,Water,Water,Water,Water,Water
1220,Grassland,Forest,Water,Water,Water,Forest,Wetland,Forest
1221,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1222,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1223,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1224,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1225,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1226,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1227,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1228,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1229,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1230,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1231,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1232,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1233,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1234,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1235,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1236,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1237,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1238,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1239,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1240,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1241,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1242,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1243,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1244,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1245,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1246,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1247,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1248,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1249,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1250,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1251,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1252,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1253,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1254,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1255,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1256,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1257,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1258,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1259,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1260,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1261,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1262,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1263,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1264,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1265,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1266,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1267,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1268,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1269,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1270,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1271,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1272,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1273,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1274,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1275,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1276,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1277,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1278,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1279,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1280,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1281,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1282,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1283,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1284,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1285,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1286,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1287,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1288,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1289,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1290,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1291,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1292,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1293,Cropland,NULL,Water,Water,Water,Grassland,Water,Water
1294,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
1295,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
1296,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
1297,Cropland,NULL,Water,Water,Water,Water,Water,Water
1298,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1299,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1300,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1301,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1302,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1303,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1304,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1305,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1306,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1307,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1308,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1309,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1310,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1311,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1312,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1313,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1314,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1315,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1316,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1317,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1318,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1319,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1320,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
1321,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
1322,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1323,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Water
1324,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1325,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1326,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1327,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1328,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1329,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1330,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1331,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1332,Cropland,Bareland,Water,Water,Water,Water,Water,Water
1333,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1334,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1335,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1336,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1337,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1338,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1339,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1340,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1341,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1342,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1343,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1344,Cropland,Water,Water,Water,Water,Water,Water,Wetland
1345,Cropland,Water,Water,Water,Water,Water,Water,Water
1346,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1347,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1348,Cropland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1349,Cropland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1350,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1351,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1352,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1353,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1354,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1355,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1356,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1357,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1358,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1359,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1360,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1361,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1362,Cropland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1363,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1364,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1365,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1366,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1367,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1368,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1369,Cropland,Forest,Water,Water,Water,Grassland,Water,Water
1370,Cropland,Forest,Water,Water,Water,Water,Wetland,Water
1371,Cropland,Forest,Water,Water,Water,Water,Water,Water
1372,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1373,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1374,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1375,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1376,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1377,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1378,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1379,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1380,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1381,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1382,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1383,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1384,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1385,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1386,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1387,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1388,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1389,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1390,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1391,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1392,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1393,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1394,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1395,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1396,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1397,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1398,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1399,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1400,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1401,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1402,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1403,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1404,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1405,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1406,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1407,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1408,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1409,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1410,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1411,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1412,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1413,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1414,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1415,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1416,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1417,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1418,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1419,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1420,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1421,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1422,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1423,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1424,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1425,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1426,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1427,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1428,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1429,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Water
1430,Wetland,NULL,Water,Water,Water,Grassland,Water,Water
