Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCA_M_R
799,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
800,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
801,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
802,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
803,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
804,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
805,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
806,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
807,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
808,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
809,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
810,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
811,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
812,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
813,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
814,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
815,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
816,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
817,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
818,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
819,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
820,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
821,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
822,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
823,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
824,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
825,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
826,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
827,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
828,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
829,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
830,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
831,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
832,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
833,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
834,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
835,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
836,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
837,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
838,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
839,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
840,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
841,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
842,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
843,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
844,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
845,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
846,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
847,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
848,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
849,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
850,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
851,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
852,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
853,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
854,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
855,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Bareland
856,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
857,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
858,NULL,Wetland,Wetland,Water,Wetland,Cropland,Water,Bareland
859,NULL,Wetland,Wetland,Water,Wetland,Cropland,Water,Water
860,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
861,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
862,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
863,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
864,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
865,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
866,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
867,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
868,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
869,NULL,Wetland,Wetland,Water,Wetland,Bareland,NULL,Grassland
870,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
871,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
872,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
873,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
874,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
875,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
876,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
877,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
878,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
879,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
880,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
881,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
882,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
883,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
884,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
885,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
886,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
887,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
888,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
889,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
890,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
891,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
892,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Water
893,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
894,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
895,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
896,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
897,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
898,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Bareland
899,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
900,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,NULL,Water
901,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
902,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
903,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
904,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
905,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
906,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Water
907,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
908,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
909,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
910,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
911,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
912,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
913,NULL,Wetland,Built-up,Water,Non_Wetland,Water,Water,Bareland
914,NULL,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
915,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Bareland
916,NULL,Wetland,Water,Water,Water,Bareland,Water,Water
917,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
918,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
919,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
920,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
921,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
922,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
923,NULL,Bareland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Bareland
924,NULL,Bareland,Shrubland,Water,Non_Wetland,Cropland,Water,Water
925,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
926,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
927,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
928,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
929,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
930,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
931,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
932,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
933,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
934,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
935,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
936,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
937,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
938,NULL,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
939,NULL,Bareland,Wetland,Water,Wetland,Cropland,Water,Forest
940,NULL,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
941,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
942,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
943,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
944,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
945,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
946,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
947,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
948,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
949,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
950,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
951,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
952,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
953,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
954,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
955,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
956,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
957,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
958,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
959,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
960,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
961,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
962,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
963,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
964,NULL,Bareland,Water,NULL,Water,Bareland,Water,Water
965,NULL,Bareland,Water,Water,Water,Cropland,Water,Water
966,NULL,Bareland,Water,Water,Water,Cropland,Water,Forest
967,NULL,Bareland,Water,Water,Water,Wetland,NULL,Water
968,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
969,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
970,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
971,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
972,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
973,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
974,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
975,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
976,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
977,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
978,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
979,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
980,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
981,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
982,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
983,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
984,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
985,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
986,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
987,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
988,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
989,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
990,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
991,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
992,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
993,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
994,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
995,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
996,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
997,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
998,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Water
999,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1000,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1001,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1002,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1003,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1004,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1005,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1006,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1007,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1008,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1009,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1010,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1011,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1012,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1013,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1014,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1015,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1016,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1017,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1018,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1019,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1020,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
1021,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1022,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1023,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1024,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Forest
1025,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
1026,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1027,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Water
1028,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
1029,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
1030,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1031,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1032,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1033,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1034,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1035,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1036,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1037,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1038,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1039,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1040,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1041,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1042,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1043,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1044,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1045,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
1046,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1047,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Water
1048,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1049,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1050,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1051,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1052,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1053,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1054,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1055,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1056,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1057,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1058,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1059,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1060,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1061,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1062,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1063,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1064,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
1065,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1066,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
1067,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1068,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1069,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1070,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1071,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
1072,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1073,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1074,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1075,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1076,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1077,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1078,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1079,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1080,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1081,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1082,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1083,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1084,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
1085,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1086,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1087,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
1088,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1089,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1090,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1091,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1092,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
1093,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1094,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1095,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1096,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1097,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
1098,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1099,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1100,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1101,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1102,NULL,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Bareland
1103,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
1104,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1105,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1106,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1107,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1108,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1109,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
1110,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1111,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1112,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1113,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
1114,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1115,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1116,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1117,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1118,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1119,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1120,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1121,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1122,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1123,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1124,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1125,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1126,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1127,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1128,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1129,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1130,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1131,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1132,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1133,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1134,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1135,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1136,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1137,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1138,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
