Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXU_M_R
1724,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1725,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1726,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1727,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
1728,NULL,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
1729,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
1730,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Bareland
1731,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
1732,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
1733,NULL,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1734,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1735,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
1736,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1737,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
1738,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
1739,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Built-up
1740,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Forest
1741,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1742,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
1743,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
1744,NULL,Built-up,Wetland,Water,Wetland,Built-up,Wetland,Grassland
1745,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
1746,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1747,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1748,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
1749,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Wetland
1750,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
1751,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Grassland
1752,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1753,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
1754,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
1755,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Forest
1756,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1757,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1758,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1759,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
1760,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1761,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
1762,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
1763,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1764,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
1765,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
1766,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
1767,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Forest
1768,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
1769,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
1770,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Forest
1771,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1772,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1773,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1774,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1775,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
1776,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1777,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
1778,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1779,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1780,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1781,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1782,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
1783,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1784,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1785,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1786,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1787,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1788,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1789,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
1790,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1791,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1792,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
1793,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
1794,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1795,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
1796,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1797,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1798,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1799,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
1800,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1801,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1802,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1803,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Built-up,Grassland
1804,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
1805,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1806,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
1807,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1808,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
1809,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Forest
1810,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
1811,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1812,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1813,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1814,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1815,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1816,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1817,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1818,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1819,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1820,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1821,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1822,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1823,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1824,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1825,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1826,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1827,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1828,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1829,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1830,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1831,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1832,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1833,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
1834,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1835,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1836,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Bareland
1837,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1838,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1839,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1840,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1841,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1842,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1843,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1844,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1845,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1846,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1847,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1848,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1849,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1850,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1851,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1852,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1853,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1854,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1855,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1856,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1857,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
1858,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1859,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1860,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1861,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1862,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1863,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1864,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1865,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1866,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1867,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1868,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1869,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1870,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1871,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1872,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1873,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1874,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1875,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1876,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1877,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1878,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1879,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1880,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1881,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1882,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
1883,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
1884,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
1885,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Wetland
1886,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
1887,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1888,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1889,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1890,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1891,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
1892,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Built-up
1893,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1894,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1895,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
1896,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Water
1897,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1898,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1899,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1900,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
1901,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
1902,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Grassland
1903,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Built-up
1904,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Forest
1905,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1906,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Water
1907,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1908,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1909,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1910,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1911,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
1912,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1913,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1914,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1915,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
1916,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
1917,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
1918,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
1919,NULL,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
1920,NULL,Built-up,Water,NULL,Water,Wetland,Water,Grassland
1921,NULL,Built-up,Water,NULL,Water,Wetland,Water,Forest
1922,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
1923,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
1924,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
1925,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
1926,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
1927,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Water
1928,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
1929,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1930,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
1931,NULL,Built-up,Water,NULL,Water,Water,Built-up,Grassland
1932,NULL,Built-up,Water,NULL,Water,Water,Built-up,Bareland
1933,NULL,Built-up,Water,NULL,Water,Water,Built-up,Water
1934,NULL,Built-up,Water,NULL,Water,Water,Water,Water
1935,NULL,Built-up,Water,Non_Water,Water,Wetland,Bareland,Grassland
1936,NULL,Built-up,Water,Non_Water,Water,Wetland,Built-up,Grassland
1937,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Water
1938,NULL,Built-up,Water,Non_Water,Water,Water,Built-up,Water
1939,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Forest
1940,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Grassland
1941,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Forest
1942,NULL,Built-up,Water,Water,Water,Wetland,Built-up,Bareland
1943,NULL,Built-up,Water,Water,Water,Wetland,Water,Grassland
1944,NULL,Built-up,Water,Water,Water,Wetland,Water,Forest
1945,NULL,Built-up,Water,Water,Water,Water,Built-up,Water
1946,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
1947,NULL,Built-up,Water,Water,Water,Water,Water,Water
1948,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1949,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1950,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1951,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1952,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1953,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1954,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1955,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1956,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1957,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1958,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1959,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1960,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1961,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1962,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1963,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1964,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1965,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1966,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1967,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1968,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1969,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1970,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1971,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1972,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Built-up
1973,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1974,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1975,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1976,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1977,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1978,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1979,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1980,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1981,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1982,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1983,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1984,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1985,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1986,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1987,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1988,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1989,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1990,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1991,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1992,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1993,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1994,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1995,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1996,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1997,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1998,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1999,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2000,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2001,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2002,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2003,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2004,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2005,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2006,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2007,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2008,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2009,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2010,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
2011,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Built-up,Forest
2012,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2013,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2014,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2015,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2016,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2017,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2018,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2019,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2020,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2021,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
2022,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2023,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2024,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2025,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2026,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2027,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2028,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2029,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2030,NULL,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
2031,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2032,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2033,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2034,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2035,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2036,NULL,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
2037,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2038,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2039,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2040,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2041,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2042,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2043,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2044,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2045,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2046,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2047,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2048,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2049,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2050,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
