Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNL_M_R
973,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
974,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
975,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
976,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
977,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
978,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
979,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
980,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
981,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
982,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
983,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
984,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
985,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
986,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
987,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
988,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
989,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
990,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
991,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
992,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
993,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
994,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
995,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
996,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
997,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
998,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
999,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1000,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
1001,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1002,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1003,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1004,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
1005,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1006,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1007,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1008,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1009,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
1010,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1011,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Wetland
1012,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1013,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1014,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
1015,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1016,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1017,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1018,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1019,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1020,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1021,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1022,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1023,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1024,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1025,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1026,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1027,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1028,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1029,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1030,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1031,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1032,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1033,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1034,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1035,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1036,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1037,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1038,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1039,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1040,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1041,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1042,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1043,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1044,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1045,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1046,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1047,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1048,NULL,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1049,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1050,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1051,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1052,NULL,Wetland,Wetland,NULL,Wetland,Forest,NULL,Grassland
1053,NULL,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
1054,NULL,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
1055,NULL,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
1056,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1057,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1058,NULL,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
1059,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1060,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1061,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1062,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1063,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1064,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1065,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1066,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1067,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1068,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1069,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1070,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1071,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1072,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1073,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1074,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1075,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
1076,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
1077,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1078,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1079,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1080,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1081,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1082,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1083,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1084,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1085,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1086,NULL,Wetland,Wetland,Water,Wetland,Forest,NULL,Grassland
1087,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1088,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1089,NULL,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1090,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
1091,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1092,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1093,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1094,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
1095,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1096,NULL,Wetland,Water,NULL,Water,NULL,Water,Forest
1097,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1098,NULL,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1099,NULL,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1100,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
1101,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1102,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1103,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1104,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1105,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1106,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1107,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
1108,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1109,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
1110,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
1111,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
1112,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
1113,NULL,Wetland,Water,Water,Water,Forest,Water,Forest
1114,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1115,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1116,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1117,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1118,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1119,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1120,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1121,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1122,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1123,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1124,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1125,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1126,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1127,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1128,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1129,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1130,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1131,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1132,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1133,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
1134,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1135,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1136,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1137,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1138,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1139,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1140,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1141,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1142,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1143,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1144,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1145,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
1146,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1147,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1148,NULL,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Wetland
1149,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1150,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1151,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1152,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1153,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1154,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1155,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1156,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1157,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Bareland
1158,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1159,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1160,NULL,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1161,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
1162,NULL,Bareland,Wetland,NULL,Wetland,Water,NULL,Grassland
1163,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1164,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1165,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1166,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1167,NULL,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1168,NULL,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1169,NULL,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Forest
1170,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1171,NULL,Bareland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
1172,NULL,Bareland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1173,NULL,Bareland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1174,NULL,Bareland,Wetland,Water,Wetland,NULL,Water,Water
1175,NULL,Bareland,Wetland,Water,Wetland,Grassland,NULL,Grassland
1176,NULL,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
1177,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1178,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1179,NULL,Bareland,Wetland,Water,Wetland,Water,NULL,Grassland
1180,NULL,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1181,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1182,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
1183,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1184,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1185,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
1186,NULL,Bareland,Wetland,Water,Wetland,Forest,NULL,Grassland
1187,NULL,Bareland,Wetland,Water,Wetland,Forest,Wetland,Grassland
1188,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1189,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1190,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1191,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1192,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1193,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1194,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1195,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1196,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1197,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1198,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1199,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1200,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1202,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1203,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1204,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1205,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1206,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1207,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1208,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1209,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1210,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1211,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1212,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1213,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1214,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1215,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1216,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1217,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1218,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1219,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1220,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1221,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1222,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1223,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1224,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1225,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1226,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1227,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1228,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1229,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1230,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1231,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1232,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1233,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1234,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1235,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1236,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1237,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1238,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1239,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1240,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1241,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1242,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1243,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1244,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1245,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1246,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1247,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1248,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1249,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1250,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1251,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1252,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1253,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1254,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1255,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1256,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1257,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1258,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1259,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1260,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1261,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1262,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1263,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1264,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1265,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1266,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1267,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1268,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1269,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1270,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1272,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1273,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1274,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1275,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1276,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1277,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1278,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1279,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1280,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1281,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1282,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1283,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1284,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1285,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1286,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1287,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1288,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1289,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1290,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1291,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1292,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1293,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1294,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1295,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
1296,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1297,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
1298,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1299,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1300,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1301,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1302,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1303,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
