Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBF_M_R
6417,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
6418,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
6419,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
6420,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
6421,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6422,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
6423,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,NULL
6424,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
6425,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Water
6426,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
6427,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6428,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6429,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6430,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6431,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6432,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6433,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
6434,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
6435,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6436,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
6437,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
6438,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
6439,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
6440,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6441,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6442,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
6443,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
6444,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6445,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6446,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
6447,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
6448,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
6449,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Water
6450,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6451,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
6452,Wetland,Wetland,Water,Water,Water,Wetland,Water,NULL
6453,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
6454,Wetland,Wetland,Water,Water,Water,Bareland,Water,Bareland
6455,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
6456,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
6457,Wetland,Wetland,Water,Water,Water,Water,Water,Water
6458,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6459,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6460,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6461,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6462,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
6463,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6464,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
6465,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6466,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
6467,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6468,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6469,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
6470,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6471,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6472,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
6473,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
6474,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6475,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6476,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
6477,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
6478,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6479,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
6480,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
6481,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6482,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
6483,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
6484,Wetland,Water,Water,Non_Water,Water,Wetland,Forest,Water
6485,Wetland,Water,Water,Water,Water,Bareland,Water,Water
6486,Wetland,Water,Water,Water,Water,Water,Water,Water
6487,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6488,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
6489,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6490,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6491,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6492,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6493,Wetland,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6494,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6495,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6496,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6497,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6498,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6499,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6500,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6501,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6502,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6503,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6504,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6505,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6506,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6507,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6508,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6509,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6510,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6511,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6512,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6513,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6514,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6515,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6516,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6517,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6518,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6519,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6520,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6521,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6522,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6523,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6524,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6525,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6526,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6527,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6528,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6529,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6530,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6531,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6532,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6533,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6534,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6535,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6536,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6537,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6538,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6539,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6540,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6541,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6542,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6543,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6544,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6545,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6546,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6547,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6548,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6549,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6550,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6555,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6556,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6559,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6560,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6561,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6562,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6563,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6564,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6565,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6566,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6567,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6568,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6569,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6570,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6571,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6572,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6573,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6574,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6575,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6576,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6577,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6578,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6579,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6580,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6581,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6582,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6583,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6584,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6585,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6586,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
6587,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6588,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6589,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6590,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6591,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6592,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6593,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6594,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6595,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6596,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6597,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6598,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6599,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6600,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6601,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6602,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6603,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6604,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6605,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6606,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6607,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6608,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6609,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6610,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6611,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6612,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6613,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6614,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6615,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
6616,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6617,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6618,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6619,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6620,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6621,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6622,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6623,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6624,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6625,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6626,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6627,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6628,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6629,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6630,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6631,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6632,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6633,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6634,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6635,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6636,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6637,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6638,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6639,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6640,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6641,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6642,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6643,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6644,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6645,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6646,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6647,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6648,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6649,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6650,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6651,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6652,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6653,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6654,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6655,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6656,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6657,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6658,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6659,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6660,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6661,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6662,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6663,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6664,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6665,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6666,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6667,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6668,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6669,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6670,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6671,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6672,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6673,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6674,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6675,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6676,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6677,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6678,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6679,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6680,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6681,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6682,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6683,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6684,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6685,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6686,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6687,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6688,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6689,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6690,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
6691,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6692,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6693,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6694,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6695,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6696,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
6697,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6698,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6699,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6700,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6701,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6702,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6703,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
6704,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
6705,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6706,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
6707,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6708,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6709,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6710,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6711,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6712,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6713,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6714,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6715,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6716,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6717,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6718,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6719,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6720,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
6721,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6722,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
6723,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6724,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6725,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6726,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6727,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6728,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6729,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6730,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6731,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6732,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
6733,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6734,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6735,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6736,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
6737,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
